NFLX US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4641,10.6351,14.2039,18.0718,17.941,14.1962,15.0613,17.4432,13.2324,11.4225,7.4812,1.8998,1.6947,3.6271,5.6836,6.4816,7.7238,7.7477,7.9549,8.1236,8.2008,8.6291,9.0513,10.0775,11.2894,12.4122,13.1176,13.4646,13.7692,14.3257,14.7993,14.7978,14.8773,15.2712,15.1808,14.8319,13.1005,9.4506,6.3376,3.8862,2.6449,3.4526,4.3584,5.1438,6.3257,7.4193,8.5095,9.0941,8.2962,7.9089,6.6617,5.7769,5.4297,4.463,4.1159,4.2143,4.9523,6.7833,6.9375,7.4816,7.7877,8.6558,10.3742,11.507,10.6898,10.5234,11.6071,13.8192,14.5156,15.8246,17.64,17.9316,18.807,21.635,22.5168,23.3764,21.5602,21.2272,20.0746,19.1339,18.8816,17.9507,18.6224,19.4596,21.6792,23.5486,24.7728,26.5433
EBIT,EBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.054,-2.228,-3.43,-2.801,-2.765,2.848,2.856,1.533,-6.35,2.617,18.398,2.129,-9.783,4.454,5.52,1.315,4.782,22.925,15.913,17.384,10.307,28.991,19.242,18.425,15.31,34.201,34.074,37.921,36.471,52.782,49.337,53.349,58.345,77.342,69.501,78.453,102.24,115.114,96.842,61.872,-1.935,16.154,16.135,19.638,31.822,57.117,57.12,82.288,97.595,129.6,110.407,65.046,97.456,74.835,73.641,59.894,49.453,70.37,106.036,153.934,256.942,127.807,208.627,245.303,446.578,462.213,480.668,215.767,459.084,706.419,980.239,458.512,958.256,1357.928,1314.863,954.242,1959.856,1847.63,1755.253,631.77,1971.626,1578.283,1533.018,549.904,1714.317,1827.183,1916.394,1496.109,2632.534,2602.837,2909.477
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3456,50.242,47.2245,5.382,46.0975,44.2275,46.4724,45.2313,43.5817,41.9985,49.45,4.5431,38.3774,39.0196,43.1685,37.8596,33.8475,37.0886,37.9594,38.9149,36.1418,35.2329,33.8532,33.8361,31.6933,31.8491,34.2173,35.2477,34.2123,34.0913,34.9419,38.0293,37.7793,39.4147,37.7337,34.4226,39.0231,37.8681,34.7053,34.3112,28.2663,27.6367,26.7875,26.3819,28.0293,28.8672,27.7667,30.92,31.565,31.7485,32.2852,31.6823,33.4828,31.7957,32.4673,31.4791,27.5397,27.5416,30.4089,30.5878,33.9791,28.4968,30.1059,32.6081,37.8366,38.5138,36.7119,34.7145,36.5048,38.9481,40.9347,36.606,37.5885,40.7362,39.901,37.3136,45.9953,45.272,43.7882,32.0358,45.541,41.1459,39.5797,31.1752,41.1429,42.9181,42.2737,39.9118,46.8854,45.8733,47.8876
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.28,-6.1276,-8.4211,-6.1985,-4.9669,4.5073,3.9556,1.8883,-6.3266,2.175,12.9889,1.5397,-6.3468,2.7076,3.1666,0.6813,2.1336,9.578,6.2172,6.2705,3.3758,9.5462,6.5455,6.0938,4.6937,10.1302,9.9845,10.5455,9.2543,12.9206,11.6603,12.0009,11.8187,14.8786,12.563,13.165,14.2286,14.5971,11.7836,7.0664,-0.2225,1.8168,1.7827,2.0776,3.1077,5.3412,5.1646,7.0019,7.6841,9.6687,7.8334,4.381,6.195,4.5501,4.2362,3.2849,2.526,3.3427,4.63,6.2132,9.7451,4.5884,6.9895,7.4657,12.0669,11.8296,12.0186,5.1535,10.1545,14.349,18.6894,8.3862,16.6142,22.0863,20.431,14.3615,27.3597,25.166,23.4551,8.1949,25.0595,19.8024,19.3426,7.0033,21.0049,22.3173,22.4358,16.9381,28.094,27.2283,29.6139
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7673,-36.0699,-6.9971,-5.123,-4.2663,5.2432,4.5747,2.7973,-5.7687,2.4027,13.361,4.0275,-5.7182,3.4554,3.9847,19.7984,1.965,7.118,4.9936,5.3601,3.2307,8.423,5.3515,5.2177,4.091,7.8726,5.9692,6.3216,5.6745,7.9418,7.1235,6.9539,6.5372,8.372,6.8629,7.9029,8.3825,8.6499,7.6,4.0224,-0.527,0.6932,0.848,0.8355,0.2626,2.7559,2.8772,4.1201,4.182,5.2982,4.207,5.6152,1.5063,1.6012,1.6931,2.3681,1.4128,1.9359,2.2495,2.6941,6.7594,2.3551,4.3416,5.6461,7.8394,9.8368,10.0725,3.1989,7.6101,5.4975,12.6836,10.7357,12.2938,11.7138,12.275,8.1595,23.8259,18.429,19.3636,7.8792,20.3037,18.0794,17.6421,0.7041,15.9912,18.1697,19.6381,10.6176,24.889,22.463,24.0568
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118603.6745,,,,,,,,147102.1277,,,,195939.0863,,,,213256.1538,,,,,,,,218731.7518,,,,242521.5494,,,,273358.7156,,,,372902.4702,,,,462219.5599,,,,581221.5628,,,,678267.7021,,,,520952.2857,,,,527136.383,,,,608473.1481,,,,589695.9155,,,,635748.1395,,,,706855.5319,,,,682240.531,,,,613441.6406,,,,679448.0769,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5771,2.0045,6.4455,3.0275,2.4328,14.6563,16.0563,13.9822,14.917,5.8023,21.9729,28.3371,25.0893,25.6094,15.327,16.2811,15.5682,16.0781,15.865,17.8844,17.1391,20.0376,21.3718,26.2332,27.4319,38.6615,42.4164,51.017,54.6275,68.2126,65.7473,89.3885,83.6185,82.0234,48.4742,34.3531,19.4195,8.0482,2.4724,3.3089,5.3217,7.4827,10.8172,14.2129,15.0535,15.83,16.7206,14.0148,10.5826,8.3672,6.0101,5.991,6.3411,6.9463,7.6145,12.748,13.0993,15.0319,17.8521,19.1819,26.0104,30.2944,27.4636,26.0222,21.7215,23.8204,29.123,31.6309,34.7335,32.6402,29.6169,35.3072,37.8631,39.3868,38.0184,32.9101,30.9346,28.1455,24.5282,21.3328,20.2646,21.2284,26.1472,29.7964,31.571,34.714
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.903,-3.1549,1.3671,4.2487,1.895,1.5102,9.276,10.0957,8.35,9.0349,3.6522,13.6346,17.0898,17.0449,17.477,10.084,10.7149,11.215,11.2422,10.3981,11.6341,11.3534,12.6028,12.8283,15.1595,15.8171,20.0309,17.8913,19.698,21.2828,22.9197,19.3589,21.7217,18.8557,17.4243,11.1632,7.0585,3.9318,1.5415,0.4875,0.6228,1.1994,1.6505,2.3965,3.1279,3.7824,3.9701,4.2842,3.1053,2.4116,1.9507,1.4223,1.235,1.3274,1.4652,1.5694,2.6325,2.5761,3.0046,3.4291,3.8875,5.0514,6.2644,5.3848,5.3415,4.3588,5.2069,6.2282,7.1676,7.9632,8.068,7.539,9.9997,11.2401,12.4159,12.2011,11.7185,11.6692,11.1716,9.6414,8.8579,8.74,9.3246,11.1131,13.0903,14.2014,15.289
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.327,16.2811,,,,,,,19.8404,25.3157,25.1321,34.442,29.0893,34.3692,37.5356,44.6445,35.838,44.7993,45.9219,47.651,34.8708,25.3243,15.3745,7.3648,3.122,3.5149,5.0764,6.7931,9.3629,9.9275,11.0845,11.9667,13.248,8.6884,7.7727,7.5339,6.443,5.5919,5.8728,6.0052,5.5316,8.3357,8.2174,9.8292,8.8526,10.4868,11.944,14.4023,12.6675,12.5135,9.7102,10.7584,12.3056,13.6845,14.176,14.5068,12.792,15.9785,17.2559,18.5299,18.2146,17.3023,16.9514,16.1559,14.2158,13.0706,12.8146,13.5635,15.99,18.3845,19.6134,20.9449
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8601,0.593,12.9376,12.4125,,,,,,,,12.423,12.7952,,,10.7347,12.7429,,,18.0306,24.1969,24.3994,33.4706,27.4704,33.4105,36.5894,43.7624,34.0063,44.3092,45.4595,47.1064,33.1403,25.0864,15.2237,7.364,2.9875,4.8189,6.3497,8.0526,10.3529,10.0201,11.0449,11.9031,13.4675,9.0891,7.8993,7.1847,6.7104,4.6966,4.7418,4.9913,5.3394,8.0421,8.7036,10.7693,11.0531,12.7794,12.7731,14.746,12.6579,11.0863,9.1306,9.7796,11.9378,13.2135,14.1335,15.8404,15.0431,17.0815,18.1718,18.3605,17.267,16.4024,15.3463,14.2061,13.4842,12.8675,13.0704,14.0221,16.3155,17.9302,19.0599,20.8179
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3456,50.242,47.2245,5.382,46.0975,44.2275,46.4724,45.2313,43.5817,41.9985,49.45,4.5431,38.3774,39.0196,43.1685,37.8596,33.8475,37.0886,37.9594,38.9149,36.1418,35.2329,33.8532,33.8361,31.6933,31.8491,34.2173,35.2477,34.2123,34.0913,34.9419,38.0293,37.7793,39.4147,37.7337,34.4226,39.0231,37.8681,34.7053,34.3112,28.2663,27.6367,26.7875,26.3819,28.0293,28.8672,27.7667,30.92,31.565,31.7485,32.2852,31.6823,33.4828,31.7957,32.4673,31.4791,27.5397,27.5416,30.4089,30.5878,33.9791,28.4968,30.1059,32.6081,37.8366,38.5138,36.7119,34.7145,36.5048,38.9481,40.9347,36.606,37.5885,40.7362,39.901,37.3136,45.9953,45.272,43.7882,32.0358,45.541,41.1459,39.5797,31.1752,41.1429,42.9181,42.2737,39.9118,46.8854,45.8733,47.8876
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.28,-6.1276,-8.4211,-6.1985,-4.9669,4.5073,3.9556,1.8883,-6.3266,2.175,12.9889,1.5397,-6.3468,2.7076,3.1666,0.6813,2.1336,9.578,6.2172,6.2705,3.3758,9.5462,6.5455,6.0938,4.6937,10.1302,9.9845,10.5455,9.2543,12.9206,11.6603,12.0009,11.8187,14.8786,12.563,13.165,14.2286,14.5971,11.7836,7.0664,-0.2225,1.8168,1.7827,2.0776,3.1077,5.3412,5.1646,7.0019,7.6841,9.6687,7.8334,4.381,6.195,4.5501,4.2362,3.2849,2.526,3.3427,4.63,6.2132,9.7451,4.5884,6.9895,7.4657,12.0669,11.8296,12.0186,5.1535,10.1545,14.349,18.6894,8.3862,16.6142,22.0863,20.431,14.3615,27.3597,25.166,23.4551,8.1949,25.0595,19.8024,19.3426,7.0033,21.0049,22.3173,22.4358,16.9381,28.094,27.2283,29.6139
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1269,18.9212,19.9739,12.0399,,,22.3813,1.0439,,4.1584,,,20.8113,24.676,12.7314,19.0768,6.8047,9.4277,8.7555,4.1438,23.9803,15.3592,31.3593,34.0601,31.1581,26.2092,18.6473,18.1619,21.9691,22.0645,15.499,16.5834,19.5186,14.0526,10.1783,,,,,,21.896,22.7308,20.3997,27.2402,26.7231,26.743,17.5614,,,,,,,,5.8704,14.3746,30.5626,8.4434,14.7683,11.3051,17.8192,29.8096,26.8149,,1.5249,24.0397,40.1091,18.9557,40.0395,53.177,28.1024,42.1178,71.7689,41.0311,42.0288,,1.6707,,,,,114.616,62.2284,96.4755,75.9524,56.5342,77.4011
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7673,-36.0699,-6.9971,-5.123,-4.6094,5.2432,4.5747,1.8883,-5.7995,2.3778,13.361,4.1583,-5.6896,3.4633,4.0145,2.285,3.2276,11.527,8.4946,8.5675,5.4255,14.2397,9.0624,8.285,6.9124,10.6406,10.2362,10.5941,9.4928,12.9676,11.9283,11.5481,11.0111,14.1145,11.8233,12.5115,13.6719,14.0531,11.3919,6.4912,-0.8077,1.1983,1.3199,1.5767,0.0908,4.3623,4.4748,6.297,7.003,8.7564,6.9203,3.0656,2.4426,2.4619,2.4298,1.137,2.037,2.4336,3.455,3.6435,8.4878,0.5012,3.8942,3.997,8.0959,10.9702,9.4717,2.8517,8.8401,10.1748,19.3011,2.7313,13.7988,16.8438,13.3858,7.6217,28.4018,21.7085,22.195,7.1453,25.1621,20.3642,20.4634,0.501,17.9976,20.5114,22.3498,12.9987,27.9024,26.2975,27.5118
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7673,-36.0699,-6.9971,-5.123,-4.6094,5.2432,4.5747,1.8883,-5.7995,2.3778,13.361,4.0275,-5.7182,3.4554,3.9847,19.7984,1.965,7.118,4.9936,5.3601,3.2307,8.423,5.3515,5.2177,4.091,7.8726,5.9692,6.3216,5.6745,7.9418,7.1235,6.9539,6.5372,8.372,6.8629,7.9029,8.3825,8.6499,7.6,4.0224,-0.527,0.6932,0.848,0.8355,0.2626,2.7559,2.8772,4.1201,4.182,5.2982,4.207,5.6152,1.5063,1.6012,1.6931,2.3681,1.4128,1.9359,2.2495,2.6941,6.7594,2.3551,4.3416,5.6461,7.8394,9.8368,10.0725,3.1989,7.6101,5.4975,12.6836,10.7357,12.2938,11.7138,12.275,8.1595,23.8259,18.429,19.3636,7.8792,20.3037,18.0794,17.6421,0.7041,15.9912,18.1697,19.6381,10.6176,24.889,22.463,24.0568
Net Income Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7673,-36.0699,-6.9971,-5.123,-4.2663,5.2432,4.5747,2.7973,-5.7687,2.4027,13.361,4.0275,-5.7182,3.4554,3.9847,19.7984,1.965,7.118,4.9936,5.3601,3.2307,8.423,5.3515,5.2177,4.091,7.8726,5.9692,6.3216,5.6745,7.9418,7.1235,6.9539,6.5372,8.372,6.8629,7.9029,8.3825,8.6499,7.6,4.0224,-0.527,0.6932,0.848,0.8355,0.2626,2.7559,2.8772,4.1201,4.182,5.2982,4.207,5.6152,1.5063,1.6012,1.6931,2.3681,1.4128,1.9359,2.2495,2.6941,6.7594,2.3551,4.3416,5.6461,7.8394,9.8368,10.0725,3.1989,7.6101,5.4975,12.6836,10.7357,12.2938,11.7138,12.275,8.1595,23.8259,18.429,19.3636,7.8792,20.3037,18.0794,17.6421,0.7041,15.9912,18.1697,19.6381,10.6176,24.889,22.463,24.0568
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7673,-36.0699,-6.9971,-5.123,-4.2663,5.2432,4.5747,2.7973,-5.7687,2.4027,13.361,4.0275,-5.7182,3.4554,3.9847,19.7984,1.965,7.118,4.9936,5.3601,3.2307,8.423,5.3515,5.2177,4.091,7.8726,5.9692,6.3216,5.6745,7.9418,7.1235,6.9539,6.5372,8.372,6.8629,7.9029,8.3825,8.6499,7.6,4.0224,-0.527,0.6932,0.848,0.8355,0.2626,2.7559,2.8772,4.1201,4.182,5.2982,4.207,5.6152,1.5063,1.6012,1.6931,2.3681,1.4128,1.9359,2.2495,2.6941,6.7594,2.3551,4.3416,5.6461,7.8394,9.8368,10.0725,3.1989,7.6101,5.4975,12.6836,10.7357,12.2938,11.7138,12.275,8.1595,23.8259,18.429,19.3636,7.8792,20.3037,18.0794,17.6421,0.7041,15.9912,18.1697,19.6381,10.6176,24.889,22.463,24.0568
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,3.1478,,0.2282,0.7431,,39.1208,38.2494,41.2152,37.4368,40.4528,40.8487,40.9482,37.022,40.817,26.0133,41.6855,40.3297,40.2235,38.7567,40.2806,39.783,40.6306,40.6856,41.9545,36.8353,38.6879,38.4484,33.2856,38.0329,,42.1492,35.7526,47.0142,,36.8239,35.7014,34.5698,40.2826,39.4932,39.2077,,38.3334,34.9592,30.3187,,30.6452,20.4501,34.8933,26.0566,20.3627,,,,3.1681,10.3321,,,13.9136,45.969,34.2854,,10.9067,30.4563,8.298,,16.1114,15.1071,12.757,,19.3083,11.2198,13.7871,,11.1483,11.4166,12.1331,18.3175,10.7998,14.5812,12.5583
