LLY US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,142.6,114.8,107.5,106.8,166.6,136,127.5,134.4,192.2,146.3,-117.1,133.3,156.3,145.1,123.2,-184.5,132.0977,141.3,131.2,108.9,153.1,126.6,126.8,52.5,134.6,119.6,143.8,109.8,144.2,443.2,155.4,152.5,171.7,156.4,86.9,153.7,92.1,162.6,206.6,237.4,177,187.9,219.6,216.4,227.6,233.4,128.6,153.1,177.5,185.7,178.9,207.7,86.9,195.7,201.5,216.8,215.1,181.3,213,522.4,207.8,111.9,224.1,172.1,221.9,218.5,232.2,82.7,210.7,263.1,252.1,197.9,-8,247.5,232.8,292,370.3,309.2,127.7,221.8,459.7,387.6,368.4,240,218,334,266.2,183.6,324.2,262.1,548.1,185.2,403.1,308.7,310.3,182.4,162.9,206.9,154.9,85.1,88.4,78.9,248.1,-33.8,126.7,196.8,192.7,120.2,172,252.5,36,1941,198.5,273.3,247.5,-189.8,170,138.7,151.9,167.4,223.4,231.7,228.8,352.3,121.1,203.7,135.2,113.8,150.7,138.4,113.8,158.7,184.8,325.7,484.6,319.2,293.2,550.2,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,340.8,274.4,256.8,255.3,388.6,317.5,297.5,311.1,444.7,340.2,-268.5,311.2,373.5,346.8,294.4,-463,300.7,319.2,295.6,269.6,374.8,310,310.5,311.3,389.2,345.7,415.6,373,432.6,-1732.1,456.9,465.1,531.6,490.9,512.2,561.6,451.4,576.391,732.6,786.3,845.5,666.2,778.8,767.3,806.8,827.7,586.7,588.2,629.2,658.5,683.9,736.3,407,692.2,714.4,747.2,400.4,656.9,755.2,-2.4,736.6,-252,794.4,722.6,834.8,822,873.6,132.3,508.7,663.6,926.3,854.4,1064.3,958.8,-465.6,-3629.4,1313.1,1158.5,941.8,915.4,1248.1,1348.9,1302.9,1169.6,1055.9,1197.3,1236.3,858.2,1011.1,923.6,1326.6,827.2,1548,1206.2,1203.1,727.5,727.9,733.5,500.6,428.5,529.5,600.8,799.7,478.4,440.1,747.7,778,771.8,-110.8,1008,555.6,-1656.9,1167.2,-231.6,1093.6,1121.4,561.1,1327.2,1253.9,1495.7,1456.5,1412,1208.4,2116.8,1355.3,1390.2,1110.1,1726.1,1902.9,952.5,1451.7,1937.7,1344.9,1763.2,-57.4,2189.6,2242.9,2967,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,118.9,0,0,0,10.9,0,0,60.6,-30,-27.4,-23.1,-20.5,-18.4,-17.1,-917.5,-31.3,0,0,0,0,0,,7.2,7.6,10.5,-0.4,-6,-5.7,-174.3,0,0,0,0,0,0,0,0,0,16.6,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.2,28.3,-55.9,-3.7,-3680.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.2,28.3,-55.9,-3.7,-3680.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,340.8,274.4,256.8,255.3,388.6,317.5,297.5,311.1,325.8,340.2,-268.5,311.2,362.6,346.8,294.4,-523.6,330.7024,346.6,318.7,290.1,393.2,327.1,1228,342.6,389.2,345.7,415.6,373,432.6,-1732.1,449.7,457.5,521.1,491.3,518.2,567.3,625.7,576.4,732.6,786.3,845.5,666.2,778.8,767.3,806.8,827.7,570.1,575.4,629.2,658.5,683.9,736.3,407,692.2,714.4,747.2,400.4,656.9,755.2,-2.4,736.6,-252,794.4,700.4,834.8,822,873.6,132.3,508.7,663.6,926.3,854.4,1064.3,958.8,-465.6,-3629.4,1313.1,1158.5,941.8,915.4,1248.1,1348.9,1302.9,1169.6,1055.9,1197.3,1236.3,858.2,1011.1,923.6,1326.6,827.2,1548,1206.2,1203.1,727.5,727.9,733.5,500.6,428.5,529.5,600.8,799.7,478.4,440.1,747.7,778,771.8,-110.8,1008,555.6,-1656.9,1217.4,-259.9,1149.5,1125.1,4241.6,1327.2,1253.9,1495.7,1456.5,1412,1208.4,2116.8,1355.3,1390.2,1110.1,1726.1,1902.9,952.5,1451.7,1937.7,1344.9,1763.2,-57.4,2189.6,2242.9,2967,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0,,,
"Net Income, GAAP",NET_INCOME,340.8,274.4,256.8,255.3,388.6,317.5,297.5,311.1,325.8,340.2,-268.5,311.2,362.6,346.8,294.4,-523.6,330.7,346.6,318.7,290.1,393.2,327.1,1228,342.6,389.2,345.7,415.6,373,432.6,-1732.1,456.9,457.5,521.1,491.3,518.2,567.3,625.7,576.4,732.6,786.3,845.5,666.2,778.8,767.3,806.8,827.7,570.1,575.4,629.2,658.5,683.9,736.3,407,692.2,714.4,747.2,400.4,656.9,755.2,-2.4,736.6,-252,794.4,700.6,834.8,822,873.6,132.3,508.7,663.6,926.3,854.4,1064.3,958.8,-465.6,-3629.4,1313.1,1158.5,941.8,915.4,1248.1,1348.9,1302.9,1169.6,1055.9,1197.3,1236.3,858.2,1011.1,923.6,1326.6,827.2,1548,1206.2,1203.1,727.5,727.9,733.5,500.6,428.5,529.5,600.8,799.7,478.4,440.1,747.7,778,771.8,-110.8,1008,555.6,-1656.9,1217.4,-259.9,1149.5,1125.1,4241.6,1327.2,1253.9,1495.7,1456.5,1412,1208.4,2116.8,1355.3,1390.2,1110.1,1726.1,1902.9,952.5,1451.7,1937.7,1344.9,1763.2,-57.4,2189.6,2242.9,2967,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,1,0,0.6,0.7,0.6,0.6,0.7,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,340.8,274.4,256.8,255.3,388.6,317.5,297.5,311.1,325.8,340.2,-268.5,311.2,362.6,346.8,294.4,-523.6,330.7,346.6,318.7,290.1,393.2,327.1,1228,342.6,389.2,344,415.6,372,432.6,-1732.7,456.2,456.9,520.5,490.6,518.2,567.1,625.6,576.4,732.6,786.3,845.5,666.2,778.8,767.3,806.8,827.7,570.1,575.4,629.2,658.5,683.9,736.3,407,692.2,714.4,747.2,400.4,656.9,755.2,-2.4,736.6,-252,794.4,700.6,834.8,822,873.6,132.3,508.7,663.6,926.3,854.4,1064.3,958.8,-465.6,-3629.4,1313.1,1158.5,941.8,915.4,1248.1,1348.9,1302.9,1169.6,1055.9,1197.3,1236.3,858.2,1011.1,923.6,1326.6,827.2,1548,1206.2,1203.1,727.5,727.9,733.5,500.6,428.5,529.5,600.8,799.7,478.4,440.1,747.7,778,771.8,-110.8,1008,555.6,-1656.9,1217.4,-259.9,1149.5,1125.1,4241.6,1327.2,1253.9,1495.7,1456.5,1412,1208.4,2116.8,1355.3,1390.2,1110.1,1726.1,1902.9,952.5,1451.7,1937.7,1344.9,1763.2,-57.4,2189.6,2242.9,2967,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,340.8,274.4,256.8,255.3,388.6,317.5,297.5,311.1,325.8,340.2,-268.5,311.2,362.6,346.8,294.4,-523.6,330.7,346.6,318.7,290.1,393.2,327.1,1228,342.6,389.2,344,415.6,372,432.6,-1732.7,456.2,456.9,520.5,490.6,518.2,567.1,625.6,576.4,732.6,786.3,845.5,666.2,778.8,767.3,806.8,827.7,570.1,575.4,629.2,658.5,683.9,736.3,407,692.2,714.4,747.2,400.4,656.9,755.2,-2.4,736.6,-252,794.4,700.6,834.8,822,873.6,132.3,508.7,663.6,926.3,854.4,1064.3,958.8,-465.6,-3629.4,1313.1,1158.5,941.8,915.4,1248.1,1348.9,1302.9,1169.6,1055.9,1197.3,1236.3,858.2,1011.1,923.6,1326.6,827.2,1548,1206.2,1203.1,727.5,727.9,733.5,500.6,428.5,529.5,600.8,799.7,478.4,440.1,747.7,778,771.8,-110.8,1008,555.6,-1656.9,1217.4,-259.9,1149.5,1125.1,4241.6,1327.2,1253.9,1495.7,1456.5,1412,1208.4,2116.8,1355.3,1390.2,1110.1,1726.1,1902.9,952.5,1451.7,1937.7,1344.9,1763.2,-57.4,2189.6,2242.9,2967,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8,,,,-44.07,-71.5,-123.4,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008.525,-24.05,60.385,339.491,168.9289,92.382,14.991,39.266,138.2701,299.145,59.735,7.261,95.9233,4.02,-6.955,8.06,116.8068,-310.607,28.54,0.39,70.405,-27.754,-43.095,144.596,276.055,282.38,221.835,33.1,239.19,327.375,45.005,24.425,121.43,996.74,33.085,442,2749,16.367,1580.7,115.8,108.7,640.9,19.8,60.589,45.6,99.2,227.7,-19.4,291.3,249.495,352.408,536.104,311.8,438.524,431.4241,291.2365,392.279,82.95,118.9202,2402.5553,637.767,68.6074,585.4414,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,118.9,0,0,0,10.9,0,0,60.6,-30,-27.4,-23.1,-20.5,-18.4,-17.1,-917.5,-31.3,0,0,0,0,0,,7.2,7.6,10.5,-0.4,-6,-5.7,-174.3,0,0,0,0,0,0,0,0,0,16.6,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.2,28.3,-55.9,-3.7,-3680.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,1172.8,1184,1149.6,1067.8,1157.2,1182.8,1182.4,1169.8,1179.2,1177.776,1177.8361,1170.632,1174.504,1174.156,1174,1181.6,1157.652,1157.036,1164.624,1156.056,1156.248,1157.136,1146.1479,1092.674,1092.6281,1094.554,1092.932,1094.5,1132.53,1102.462,2203.6,1101.186,1102.275,1098.2,1091.571,1091.3,1093.177,1090.4,1084.136,1082.895,1084.199,1081.3,1080.981,1079.807,1078.505,1077.1,1077.115,1077.305,1077.13,1077.3,1076.823,1076.402,1076.1,1076.794,1076.276,1077.043,1080.3,1083.86,1084.81,1086.599,1086.9,1087.6,1088.9,1091.655,1086,1084.7,1085.6,1088.612,1089.7,1089,1089.1,1092.472,1091.5,1092.1,1092.2,1096.491,1097.2,1097.2,1097.7,1101.42,1103.4,1103.8,1105.2,1110.252,1112,1113.9,1113.8,1115.846,1117,1118.7,1119.6,1113.88,1087.9,1080.2,1080.2,1078.976,1072.7,1071.7,1069.6,1069.787,1064.2,1061.7,1061.4,1064.893,1060.41,1057.7,1057.7,1057.486,1056.3,1055,1053.4,1051.091,1048,1030.2,1020.4,1018.285,979.9,920.8,913.9,914.678,908.2,907.2,907.2,912.591,908.8,907.3,906.7,909.555,903.7,900.3,900.7,904.732,901,899.7,899.8,903.98,900.8,900.9,
"Basic EPS, GAAP",IS_EPS,0.29,0.2325,0.225,0.2275,0.3375,0.27,0.2525,0.265,0.275,0.29,-0.2275,0.265,0.3075,0.295,0.25,-0.4425,0.285,0.3,0.275,0.25,0.34,0.2825,1.0715,0.315,0.355,0.3145,0.38,0.34,0.395,-1.57,0.205,0.41,0.47,0.45,0.47,0.52,0.57,0.53,0.68,0.73,0.78,0.62,0.72,0.71,0.75,0.77,0.53,0.53,0.58,0.61,0.64,0.68,0.38,0.64,0.66,0.69,0.37,0.61,0.7,0,0.68,-0.23,0.73,0.64,0.77,0.76,0.8,0.12,0.47,0.61,0.85,0.78,0.97,0.88,-0.43,-3.31,1.2,1.06,0.86,0.83,1.13,1.22,1.18,1.0535,0.95,1.07,1.11,0.77,0.91,0.83,1.18,0.74,1.42,1.12,1.11,0.67,0.68,0.68,0.47,0.4,0.5,0.57,0.75,0.45,0.42,0.71,0.74,0.7298,-0.1,0.96,0.53,-1.58,1.16,-0.25,1.13,1.1,4.33,1.44,1.37,1.64,1.6,1.56,1.33,2.32,1.49,1.53,1.22,1.9,2.11,1.06,1.61,2.14,1.49,1.96,-0.06,2.42,2.49,3.29,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,0.29,0.2325,0.225,0.2275,0.3375,0.27,0.2525,0.265,0.3775,0.29,-0.2275,0.265,0.3175,0.295,0.25,-0.3925,0.26,0.275,0.255,0.2325,0.325,0.2675,0.27,0.285,0.355,0.3145,0.38,0.34,0.395,-1.57,0.205,0.4,0.48,0.45,0.47,0.51,0.41,0.53,0.68,0.73,0.78,0.62,0.72,0.71,0.75,0.77,0.55,0.54,0.58,0.61,0.64,0.68,0.38,0.64,0.66,0.69,0.37,0.61,0.7,0,0.68,-0.23,0.73,0.66,0.77,0.76,0.8,0.12,0.47,0.61,0.85,0.78,0.97,0.88,-0.43,-3.31,1.2,1.06,0.86,0.83,1.13,1.22,1.18,1.0535,0.95,1.07,1.11,0.77,0.91,0.83,1.18,0.74,1.42,1.12,1.11,0.67,0.68,0.68,0.47,0.4,0.5,0.57,0.75,0.45,0.42,0.71,0.74,0.7298,-0.1,0.96,0.53,-1.58,1.11,-0.22,1.07,1.1013,0.57,1.44,1.37,1.64,1.6,1.56,1.33,2.32,1.49,1.53,1.22,1.9,2.11,1.06,1.61,2.14,1.49,1.96,-0.06,2.42,2.49,3.29,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,0.2275,,,,0.265,,,,0.265,,,,-0.3925,0.26,0.275,0.255,0.2325,,,,0.285,0.355,0.3145,0.38,0.34,0.41,-1.57,0.2,0.4,0.48,0.45,0.54,0.51,0.54,0.53,0.63,0.69,0.64,0.62,0.72,0.71,0.75,0.77,0.67,0.61,0.58,0.61,0.69,0.68,0.61,0.64,0.66,0.67,0.71,0.68,0.7,0.75,0.68,0.67,0.73,0.8,0.77,0.76,0.8,0.85,0.84,0.9,0.91,0.9,0.92,0.99,1.04,,1.1749,1.1109,1.1673,0.9845,1.2149,1.2356,1.2144,1.178,1.2186,1.1285,1.1165,0.8551,0.9088,0.8194,1.1921,0.8475,1.1374,1.1431,1.1141,0.7395,0.6527,0.6442,0.6032,0.6586,0.7629,0.7748,0.7846,0.6739,0.7238,0.7495,0.7587,0.8447,0.8387,0.9868,0.947,1.039,1.1294,1.3096,1.1852,1.208,1.2267,1.4629,1.4383,1.6851,1.7129,1.8074,1.3106,2.6388,1.7658,1.9207,1.8156,2.2405,2.5909,1.5372,1.9351,2.5753,1.5847,2.0919,2.6063,3.1277,2.5661,3.9432,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,1172.8,1184,1149.6,1067.8,1157.2,1182.8,1182.4,1169.8,1179.2,1177.776,1177.8361,1170.632,1174.504,1174.156,1174,1181.6,1157.652,1157.036,1164.624,1156.056,1156.248,1157.136,1146.1479,1092.674,1112,1114,1118,1120.264,1132.53,1102.462,2266.8,1132.548,1130.634,1125,1118.183,1118.097,1114.733,1108.1,1100.448,1100.84,1097.688,1096.5,1098.247,1096.384,1092.101,1091.4,1089.892,1090.438,1088.2,1086.4,1085.72,1083.936,1083.2,1082.408,1081.815,1083.113,1087,1090.7,1089.23,1086.599,1089.2,1087.6,1091.4,1093.511,1087,1085.3,1086.4,1089.097,1089.9,1089,1089.1,1092.636,1091.5,1092.1,1092.2,1096.491,1097.3,1097.2,1097.7,1101.447,1103.4,1103.8,1105.2,1110.352,1112,1114,1113.8,1115.883,1117,1118.7,1119.6,1113.88,1091.9,1084,1084.2,1078.976,1075.8,1076.4,1074.4,1069.787,1067,1065.6,1065.2,1064.893,1063.1,1060.1,1060.8,1063.3,1056.3,1057.1,1056,1051.091,1049.8,1030.2,1026.3,1018.285,984,924.6,918.5,914.678,911.7,910.9,911.4,912.591,912.4,910.4,910.8,909.555,906.4,902.9,903.8,904.732,903.3,902.7,899.8,903.98,903.8,904.2,
"Diluted EPS, GAAP",IS_DILUTED_EPS,0.29,0.2325,0.225,0.2275,0.3375,0.27,0.2525,0.265,0.275,0.29,-0.2275,0.265,0.3075,0.295,0.25,-0.4425,0.285,0.3,0.275,0.25,0.34,0.2825,1.0715,0.315,0.35,0.31,0.37,0.33,0.395,-1.57,0.205,0.41,0.46,0.44,0.46,0.51,0.56,0.52,0.67,0.71,0.77,0.61,0.71,0.7,0.74,0.76,0.52,0.53,0.58,0.61,0.63,0.68,0.38,0.64,0.66,0.69,0.37,0.6,0.69,0,0.68,-0.23,0.73,0.64,0.77,0.76,0.8,0.12,0.47,0.61,0.85,0.78,0.97,0.88,-0.43,-3.31,1.2,1.06,0.86,0.83,1.13,1.22,1.18,1.0534,0.95,1.07,1.11,0.77,0.91,0.83,1.18,0.74,1.42,1.11,1.11,0.67,0.68,0.68,0.47,0.4,0.5,0.56,0.75,0.45,0.41,0.71,0.73,0.7259,-0.1,0.95,0.53,-1.58,1.16,-0.25,1.12,1.1,4.31,1.44,1.37,1.64,1.6,1.55,1.33,2.32,1.49,1.53,1.22,1.9,2.1,1.05,1.61,2.14,1.49,1.95,-0.06,2.42,2.48,3.28,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,0.29,0.2325,0.225,0.2275,0.3375,0.27,0.2525,0.265,0.3775,0.29,-0.2275,0.265,0.3175,0.295,0.25,-0.3925,0.26,0.275,0.255,0.2325,0.325,0.2675,0.27,0.285,0.35,0.31,0.37,0.33,0.395,-1.57,0.205,0.4,0.47,0.44,0.46,0.5,0.4,0.52,0.67,0.71,0.77,0.61,0.71,0.7,0.74,0.76,0.54,0.54,0.58,0.61,0.63,0.68,0.38,0.64,0.66,0.69,0.37,0.6,0.69,0,0.68,-0.23,0.73,0.66,0.77,0.76,0.8,0.12,0.47,0.61,0.85,0.78,0.97,0.88,-0.43,-3.31,1.2,1.06,0.86,0.83,1.13,1.22,1.18,1.0534,0.95,1.07,1.11,0.77,0.91,0.83,1.18,0.74,1.42,1.11,1.11,0.67,0.68,0.68,0.47,0.4,0.5,0.56,0.75,0.45,0.41,0.71,0.73,0.7259,-0.1,0.95,0.53,-1.58,1.11,-0.22,1.07,1.1,0.5697,1.44,1.37,1.64,1.6,1.55,1.33,2.32,1.49,1.53,1.22,1.9,2.1,1.05,1.61,2.14,1.49,1.95,-0.06,2.42,2.48,3.28,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,0.29,0.2325,0.225,0.2275,0.3375,0.27,0.2525,0.265,0.3775,0.29,-0.2275,0.265,0.3175,0.295,0.25,-0.3925,0.26,0.275,0.255,0.2325,0.325,0.2675,0.27,0.285,0.35,0.31,0.37,0.33,0.41,-1.57,0.2,0.4,0.47,0.44,0.53,0.5,0.53,0.52,0.62,0.63,0.63,0.61,0.71,0.7,0.74,0.76,0.66,0.6,0.58,0.61,0.68,0.68,0.61,0.64,0.66,0.67,0.7,0.68,0.69,0.75,0.68,0.67,0.73,0.8,0.77,0.76,0.8,0.85,0.84,0.9,0.91,0.9,0.92,0.99,1.04,,1.1749,1.1109,1.1673,0.9834,1.2137,1.2336,1.2144,1.1779,1.2186,1.1236,1.1165,0.8551,0.9088,0.8194,1.1872,0.8449,1.1355,1.1363,1.1104,0.7353,0.6527,0.64,0.6032,0.658,0.7629,0.7682,0.7811,0.6739,0.7179,0.7495,0.753,0.8401,0.8387,0.9813,0.947,1.0354,1.1256,1.3096,1.1828,1.2067,1.221,1.4614,1.436,1.6851,1.7088,1.8,1.3087,2.6388,1.7634,1.9171,1.8086,2.2405,2.5838,1.5278,1.9322,2.5736,1.5818,2.0817,2.6063,3.1255,2.5559,3.9275,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
