MSFT US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
EBITDA Margin (T12M),EBITDA_MARGIN,,37.142,37.6926,37.4564,37.9572,39.3616,39.581,39.953,40.2928,40.1744,40.4409,40.0575,39.675,39.3552,39.1526,39.7664,41.2059,42.2241,42.3977,41.9104,40.5242,38.858,38.473,38.5227,39.8407,41.0333,42.9609,44.5787,47.1259,47.7901,47.9793,48.8933,49.5275,50.6749,52.1742,53.7549,53.2727,54.9653,55.9031,55.1407,55.1361,52.9796,51.7482,51.6193,52.1266,52.4035,52.2607,50.4935,48.8317,41.5829,39.7432,35.2249,33.5458,33.9827,34.0305,30.2907,24.6574,27.7454,27.5622,35.0964,40.0498,38.7454,39.71,38.8065,38.7063,39.2372,39.2882,36.4049,39.8265,39.0517,39.9349,42.694,39.0413,40.6207,40.14,39.3395,40.121,39.2303,38.1359,40.9378,41.6348,42.8446,44.7893,43.7142,43.3069,42.7877,42.2469,41.4839,41.9014,33.5445,31.5358,31.437,32.1686,39.2028,39.5533,38.6406,38.1573,37.9706,36.0144,35.3343,34.7133,25.7726,26.9726,27.0439,26.9686,35.8734,36.2952,37.1901,37.7848,39.1453,40.1962,40.4897,41.208,42.5009,43.0883,43.5281,44.0746,44.7764,45.6561,47.0573,47.6507,47.4062,48.0546,48.4617,48.8882,49.8126,50.3532,50.7288,50.9683,50.5896,49.8515,48.877,48.914,49.6704,51.2482,53.1485,54.4331,55.1872,
EBIT,EBIT,106.38,110.488,123,159.3,173.5,194.042,202.9,246.1,251,295.979,289,326,338,373,343,415,480,488,437,520,549,532,708,786,774,810,902,1081,1568,1320,1356,1613,1867,1874,2082,2714,2229,2903,2767,2912,2696,2537,2777,3194,2998,2751,2897,3286,3298,1230,3028,2233,2744,1540,3148,1475,1278,3133,3494,4749,3329,2989,4046,4657,3888,3881,4474,3472,6589,3989,5918,6481,4409,5679,5999,5939,4438,3987,4482,8513,5173,5930,7116,8165,5709,6171,7203,7994,6374,192,5308,7771,7612,6073,6334,7969,6974,6482,5844,7776,6594,-2053,6316,7489,6277,5996,6715,7905,6723,7682,7708,8679,8292,10379,9955,10258,10341,12405,12686,13891,12975,13407,15876,17897,17048,19095,20238,22247,20364,20534,21518,20399,22352,24254,26895,27032,27581,27925,
Gross Margin,GROSS_MARGIN,78.7392,79.2282,79.4261,79.6743,80.3861,81.4882,81.9983,83.1207,83.8302,83.2328,83.4963,83.2623,83.1942,82.6756,83.825,83.6138,83.2797,83.6814,85.0842,85.0202,85.1922,85.5645,84.0278,84.9658,86.6213,89.3126,89.1068,88.9552,90.7419,92.378,83.9832,83.8344,83.9357,83.7909,84.5218,84.8316,84.5919,88.3935,86.7756,87.6309,86.7044,86.5265,85.692,86.8092,85.9597,86.8177,85.5697,80.0543,80.7453,81.1388,82.6491,74.9795,83.7396,83.8314,81.9842,76.9132,84.6213,84.0616,84.0135,82.2333,85.4574,86.1234,87.1368,81.0847,81.3945,81.9553,84.3123,71.137,85.1368,75.7909,80.5624,78.3528,82.6069,81.9031,81.0902,76.5049,79.3816,80.258,78.0031,80.9273,81.0039,80.2357,80.6175,75.7781,76.2783,78.6492,78.2581,73.0045,77.2965,76.9478,73.963,73.4713,76.6362,71.8436,72.2327,66.214,70.7004,67.5177,64.3421,61.7076,67.044,66.33,65.5332,60.9076,64.1121,66.0092,64.2284,61.6627,65.2766,66.9752,66.2646,61.7401,65.4387,67.6184,65.9435,61.7412,66.7332,69.1194,68.5191,66.5149,68.6617,67.5571,70.3881,67.0489,68.7215,69.685,69.8877,67.2131,68.3651,68.3235,69.1712,66.8455,69.4875,70.1098,71.1556,68.3602,70.0847,69.5892,
Operating Margin,OPER_MARGIN,34.2188,32.7885,33.2972,34.5928,35.6336,36.8458,34.9526,36.0903,36.863,36.2975,35.3301,34.7548,35.2818,35.8999,34.8932,36.7582,38.5852,37.7417,35.0441,35.0877,34.5936,32.8192,35.119,35.8087,35.102,35.9202,39.3028,40.3358,48.8778,41.5748,40.6719,42.5369,46.8624,45.1349,49.6542,52.2425,48.5092,50.3643,51.393,47.644,47.6662,43.7112,48.1616,48.7634,46.8218,41.8276,47.2902,42.4493,45.521,16.9585,39.0911,26.1445,35.0223,19.0949,38.3201,14.5277,13.9292,33.7172,38.0237,43.8991,34.605,29.4164,41.5358,39.3427,35.6697,32.8787,41.3838,27.683,45.7633,29.8332,43.0025,39.598,30.5037,35.8591,39.8314,35.7147,32.5176,30.4374,34.6904,44.7534,35.6685,36.9724,43.9395,40.9212,34.7516,35.5329,41.4633,38.2763,36.6175,1.0632,33.1584,36.2183,37.1516,30.5237,34.1843,32.5013,34.1812,27.7222,25.1886,29.3767,30.3465,-9.2561,30.2056,29.6559,29.1723,25.5432,30.6229,30.6087,28.9635,30.002,31.4125,30.0124,30.9184,34.4989,34.2284,31.5913,33.8262,36.7915,38.3785,37.6389,37.0492,35.251,42.7303,41.5475,40.8766,41.3742,44.6587,43.0077,41.2561,39.5912,42.9312,38.6733,42.2877,43.165,47.5875,43.5859,44.5876,43.1427,
Profit Margin,PROF_MARGIN,24.1793,23.7269,23.7141,24.5168,25.4262,26.2884,24.8062,25.6929,26.2594,25.7608,25.5501,25.1599,25.3653,25.5053,24.3133,25.5979,20.5788,27.9969,25.3408,25.1687,24.9527,22.702,24.752,26.1959,25.4875,24.7894,26.7538,27.6493,32.4813,33.2913,19.886,29.8787,33.5592,32.683,40.1383,38.1713,41.7193,38.2026,40.6947,39.856,42.1676,41.5059,38.2588,40.0611,38.2789,0.9883,20.9435,29.4923,37.7916,21.0258,26.3491,21.8359,27.3389,18.3881,31.8198,15.2566,14.3324,28.9496,27.5112,32.0115,26.6424,36.4137,32.2451,30.8609,27.3119,23.958,32.1709,20.9376,34.2131,22.6984,31.1655,28.7591,30.3584,27.1327,29.0353,25.1007,21.8127,23.246,27.6625,35.0226,27.6219,28.1688,33.4054,33.2481,31.8481,33.8228,33.0302,31.7165,29.3445,-2.7244,27.8986,29.7213,29.5524,24.9548,28.3016,26.7466,27.741,19.7246,19.5681,22.1496,22.9417,-14.4049,24.242,23.514,20.0074,22.2672,25.8437,24.2662,23.6343,31.5134,26.7993,-21.7927,27.6819,29.4931,30.3397,25.9308,28.8149,39.1108,32.3037,31.564,30.7016,29.4534,37.393,35.897,37.0618,35.6604,45.2479,36.2763,33.8898,32.2761,35.0265,31.1392,34.6198,35.7383,39.4412,35.2628,35.4667,34.0445,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,59799.8199,,,,64020.4254,,,,70648.5001,,,,,,,,84747.9845,,,,,,,,109673.654,,,,,,,,,,,,183590.2663,,,,,,,,138172.2689,,,,,,,,146636.3636,,,,163017.5439,,,,,,,,,,,,169253.1646,,,,174032.967,,,,140849.4624,,,,180213.4831,,,,192966.6667,,,,192117.0213,,,,200969.697,,,,182671.875,,,,187966.1017,,,,205912.2807,,,,206491.9355,,,,229656.4885,,,,234145.8333,,,,233331.2883,,,,254983.4254,,,,234683.2579,,,,254248.8688,,,,283890.3509,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,39.282,38.4404,38.951,40.7812,40.7811,40.2424,39.1464,39.9606,39.0178,36.8867,35.8285,35.0693,33.4695,31.8966,29.8733,29.7972,30.9738,31.9209,32.3641,29.7046,32.1762,34.6042,34.7766,35.8631,35.4948,33.3513,39.9756,41.1733,39.1982,38.6198,38.0961,35.0731,38.2982,38.42,35.9644,35.9912,34.0797,31.0356,28.4935,27.3385,24.9131,23.7597,22.0523,16.5717,13.6881,12.416,12.4407,15.7416,16.8338,15.218,13.4533,12.8634,13.4846,12.4454,10.8038,11.6905,11.3331,17.1495,19.0652,19.9349,20.7076,28.5586,30.1328,28.563,30.6439,29.4624,35.9897,39.5079,43.6016,47.7225,45.2769,52.4791,54.0553,50.0138,42.4742,38.4183,36.8152,41.2844,41.8303,43.7638,46.7273,44.3448,43.9564,44.8391,44.1594,41.6831,38.2341,27.5068,24.4972,22.6179,22.5749,30.0921,30.0923,28.948,27.3313,26.1652,24.8762,23.3644,22.5281,14.3559,15.18,15.175,14.6928,25.1745,26.4366,27.0678,28.6133,29.8464,30.6759,17.2659,19.3781,19.4462,21.4322,39.3471,40.1211,42.4106,42.8,43.8327,44.1965,40.1398,41.3993,42.697,44.9909,47.0787,49.3031,49.0515,48.7215,47.1513,42.8753,39.3121,38.601,38.8239,39.1072,39.1743,38.4878,37.1333,
Return on Assets,RETURN_ON_ASSET,,,31.52,31.0888,32.1127,33.6598,33.7797,33.2786,33.1274,33.0554,32.7623,31.1467,30.4427,29.5738,28.5051,26.8672,24.7231,25,25.2555,25.0215,25.1259,23.113,23.7153,24.3977,24.7683,25.3713,24.4444,22.6201,26.627,28.219,26.8367,26.2945,26.0588,24.4394,26.9207,27.1279,26.1364,25.5321,25.4227,23.2786,21.8196,20.7568,19.7074,18.7267,17.5385,13.1877,10.9369,9.8832,9.9528,12.3386,13.05,11.861,10.6019,10.0831,10.4895,9.8398,8.4762,9.382,9.053,13.2504,14.4115,15.0168,15.5277,19.7537,20.2375,17.9458,18.9101,17.8241,21.1985,21.1873,22.7116,25.3638,24.3898,26.0084,27.1715,25.8885,22.6662,19.3375,18.7693,21.9878,22.4853,22.8779,23.7895,23.5869,23.6074,23.7659,23.6013,22.9461,21.4424,14.7651,13.6996,12.833,13.0147,16.5816,17.1377,16.1729,15.455,14.0235,13.6985,12.5917,12.0192,7.0306,7.4278,7.2107,6.7589,10.8854,10.7049,10.3352,10.8389,11.2482,11.2068,5.6295,6.5489,6.5092,7.4278,13.0291,13.7294,14.3893,15.3172,16.3658,16.8629,15.065,16.3792,17.4842,18.8499,19.2952,21.3328,22.0891,22.1752,20.8234,20.0773,19.1361,19.048,18.6302,19.1408,19.7677,19.9409,19.0742,
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,35.1453,,,,,,,,32.7689,36.0272,36.424,34.3581,34.5501,32.867,30.5981,28.1283,26.9919,24.6104,23.7597,22.0523,16.5717,13.6881,12.416,12.4407,15.7416,16.8338,15.218,13.4533,12.8634,13.4846,12.4454,10.8038,11.6905,11.3331,17.1495,19.0652,,,,,,,,,,,,,,,,,,,,38.3607,38.7469,39.5257,38.2067,37.5508,38.6289,36.8663,35.4336,32.4143,23.4439,21.0356,19.3602,19.499,25.6981,25.799,23.8292,22.7635,21.7881,20.6853,18.558,17.6851,11.1566,11.5835,11.1978,10.6113,16.812,16.0633,15.5259,16.4384,16.9008,16.4274,8.5353,9.9948,10.0789,11.2152,20.1152,21.2992,23.204,23.7754,24.8953,25.569,23.8666,24.9271,26.0258,28.0708,29.8072,31.9744,32.2886,32.5464,31.7686,29.6733,27.5476,27.4337,27.8759,27.279,27.6737,27.9154,27.772,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,36.3973,36.4678,36.2992,39.0694,38.9519,38.2047,37.1462,37.9254,36.9671,34.8225,33.8227,33.141,31.7225,30.2893,30.6252,29.8777,30.7922,31.0375,29.4648,27.6072,29.7686,31.1716,31.0975,32.0349,32.0624,29.0797,35.757,35.5535,35.2796,33.2737,32.3564,30.7391,31.8023,32.0446,28.8666,27.9855,26.844,24.7824,22.6345,19.9439,18.4925,18.0364,17.3365,16.9651,16.4029,15.6809,15.5976,13.9873,14.0784,12.2527,10.9285,10.8818,10.941,9.3744,7.625,8.5641,8.7047,13.8308,16.5983,16.9697,17.8808,24.0023,25.3559,24.8558,27.9467,27.0886,33.1609,36.6405,40.7949,45.3744,40.6851,48.5558,49.6414,47.0233,40.2888,34.744,32.8677,35.6341,35.3139,36.1623,36.8657,35.8296,35.0793,35.8721,34.3357,33.2036,30.9156,22.177,20.1849,18.8084,18.951,24.3718,24.9506,23.1721,22.0787,20.766,19.9781,17.8364,17.0003,10.2452,11.0191,10.73,10.1627,15.7405,15.1343,14.3929,14.849,14.6789,14.6448,7.6117,8.954,8.9197,10.1198,18.1624,19.4177,21.4848,21.8846,23.0693,23.872,22.9892,23.3198,24.4608,26.258,28.8757,29.8642,30.5499,30.92,31.7201,28.1298,26.5341,26.2255,28.2876,25.7024,26.4012,26.8119,28.7143,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,78.7392,79.2282,79.4261,79.6743,80.3861,81.4882,81.9983,83.1207,83.8302,83.2328,83.4963,83.2623,83.1942,82.6756,83.825,83.6138,83.2797,83.6814,85.0842,85.0202,85.1922,85.5645,84.0278,84.9658,86.6213,89.3126,89.1068,88.9552,90.7419,92.378,83.9832,83.8344,83.9357,83.7909,84.5218,84.8316,84.5919,88.3935,86.7756,87.6309,86.7044,86.5265,85.692,86.8092,85.9597,86.8177,85.5697,80.0543,80.7453,81.1388,82.6491,74.9795,83.7396,83.8314,81.9842,76.9132,84.6213,84.0616,84.0135,82.2333,85.4574,86.1234,87.1368,81.0847,81.3945,81.9553,84.3123,71.137,85.1368,75.7909,80.5624,78.3528,82.6069,81.9031,81.0902,76.5049,79.3816,80.258,78.0031,80.9273,81.0039,80.2357,80.6175,75.7781,76.2783,78.6492,78.2581,73.0045,77.2965,76.9478,73.963,73.4713,76.6362,71.8436,72.2327,66.214,70.7004,67.5177,64.3421,61.7076,67.044,66.33,65.5332,60.9076,64.1121,66.0092,64.2284,61.6627,65.2766,66.9752,66.2646,61.7401,65.4387,67.6184,65.9435,61.7412,66.7332,69.1194,68.5191,66.5149,68.6617,67.5571,70.3881,67.0489,68.7215,69.685,69.8877,67.2131,68.3651,68.3235,69.1712,66.8455,69.4875,70.1098,71.1556,68.3602,70.0847,69.5892,
Operating Margin,OPER_MARGIN,34.2188,32.7885,33.2972,34.5928,35.6336,36.8458,34.9526,36.0903,36.863,36.2975,35.3301,34.7548,35.2818,35.8999,34.8932,36.7582,38.5852,37.7417,35.0441,35.0877,34.5936,32.8192,35.119,35.8087,35.102,35.9202,39.3028,40.3358,48.8778,41.5748,40.6719,42.5369,46.8624,45.1349,49.6542,52.2425,48.5092,50.3643,51.393,47.644,47.6662,43.7112,48.1616,48.7634,46.8218,41.8276,47.2902,42.4493,45.521,16.9585,39.0911,26.1445,35.0223,19.0949,38.3201,14.5277,13.9292,33.7172,38.0237,43.8991,34.605,29.4164,41.5358,39.3427,35.6697,32.8787,41.3838,27.683,45.7633,29.8332,43.0025,39.598,30.5037,35.8591,39.8314,35.7147,32.5176,30.4374,34.6904,44.7534,35.6685,36.9724,43.9395,40.9212,34.7516,35.5329,41.4633,38.2763,36.6175,1.0632,33.1584,36.2183,37.1516,30.5237,34.1843,32.5013,34.1812,27.7222,25.1886,29.3767,30.3465,-9.2561,30.2056,29.6559,29.1723,25.5432,30.6229,30.6087,28.9635,30.002,31.4125,30.0124,30.9184,34.4989,34.2284,31.5913,33.8262,36.7915,38.3785,37.6389,37.0492,35.251,42.7303,41.5475,40.8766,41.3742,44.6587,43.0077,41.2561,39.5912,42.9312,38.6733,42.2877,43.165,47.5875,43.5859,44.5876,43.1427,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,39.937,32.6853,38.1325,44.0546,37.8494,39.2051,39.9484,35.2976,36.2526,31.1988,31.3966,34.4497,32.7273,46.5969,49.6503,45.2756,35.6061,29.745,20.1166,13.4146,35.2406,37.3072,36.4078,43.8486,69.5341,60.8247,79.1625,55.4348,43.6959,47.8417,38.5309,56.7042,84.5169,78.4747,59.2471,63.8337,57.5147,21.5921,44.0151,,2.6178,64.3836,40.4284,27.6843,33.3333,7.7246,35.6295,,8.0864,,,38.1773,25.5864,,,129.8289,35.5236,492.3308,460.8989,,100,,43.6719,54.2909,40,,77.2156,6.8922,48.9326,78.6667,,68.532,6.2356,,,-61.7969,-70.8547,107.5637,85.9649,66.0884,80.4275,,27.8442,18.1476,7.3917,,67.9265,,-138.9296,,40.1687,320.1415,40.6981,6.4643,-741.8605,11.7326,,,,-710.0666,,-23.5826,-149.5283,622.0247,39.1945,72.6003,26.3127,79.1178,38.046,25.0323,43.4988,60.2009,49.4281,44.4413,54.6109,55.7819,68.7736,81.9166,59.191,23.2159,77.8239,64.9271,60.9274,70.0579,53.4362,50.2774,43.3238,25.1882,26.6389,,56.8487,86.0315,84.0813,71.5302,58.0935,42.996,
Pretax Margin,PRETAX_INC_TO_NET_SALES,35.5588,34.8901,34.3801,35.5049,36.8659,38.0995,36.4686,37.7915,38.6107,37.8901,37.5306,36.9936,37.2651,37.5361,36.826,38.7954,30.7074,41.7633,37.7706,37.5843,37.3031,33.7446,38.1944,40.3189,39.1837,38.1375,41.1765,42.5373,49.9688,51.2126,36.0528,46.6772,51.6315,50.289,59.6947,58.7295,64.1785,58.7786,61.6642,60.3894,63.8791,62.9049,66.8054,59.8015,57.1295,-0.5017,30.8031,43.3665,55.5694,30.9251,39.3364,30.3946,40.8041,27.452,47.4863,22.7716,24.8392,34.7288,41.06,47.7815,39.7609,37.9982,46.7303,43.3978,39.5872,38.5717,46.6284,30.3381,48.4164,32.0395,45.1679,41.6692,33.278,37.6839,39.7782,33.9046,29.6747,31.6207,36.8808,46.6986,36.8269,37.5585,44.6434,42.5851,36.6752,36.3851,42.0562,39.4494,36.5543,1.9879,34.5702,36.2136,37.1077,30.8856,34.5836,32.1302,34.0979,28.1285,25.4127,29.6562,29.9922,-7.917,28.7948,28.9589,28.187,26.5826,31.1337,31.0617,30.5618,31.0799,32.5373,31.7069,32.2197,35.4994,35.143,31.9824,34.3005,37.358,38.3785,38.1645,36.6723,35.2904,43.3977,42.5689,41.3274,42.0458,45.2898,43.5258,40.9036,39.5006,43.039,38.5595,42.895,44.0068,48.2757,42.7701,43.207,42.0999,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,24.1793,23.7271,23.7141,24.5168,25.4262,26.2884,24.8062,25.6929,26.2594,25.7608,25.5501,25.1599,25.3653,25.5053,24.3133,25.5979,20.5788,27.9969,25.3408,25.1687,24.9527,22.702,24.752,26.1959,25.4875,24.7894,26.7538,27.6493,32.4813,33.2913,19.886,29.8787,33.5592,32.683,40.1383,38.1713,41.7193,38.2026,40.6947,39.856,42.1676,41.5059,44.7624,40.0611,38.2789,-0.9883,20.9435,29.4923,37.7916,21.0258,26.3491,21.8359,27.3389,18.3881,31.8198,15.2566,14.3324,23.8162,27.5112,32.0115,26.6424,36.4137,32.2451,30.8609,27.3119,26.4571,32.1709,20.9376,34.2131,22.6984,31.1655,28.7591,30.3584,27.1327,29.0353,25.1007,21.8127,23.246,27.6625,35.0226,27.6219,28.1688,33.4054,33.2481,31.8481,33.8228,33.0302,31.7165,29.3445,-2.7244,27.8986,29.7213,29.5524,24.9548,28.3016,26.7466,27.741,19.7246,19.5681,22.1496,22.9417,-14.4049,24.242,23.514,20.0074,22.2672,25.8437,24.2662,23.6343,31.5134,26.7993,-21.7927,27.6819,29.4931,30.3397,25.9308,28.8149,39.1108,32.3037,31.564,30.7016,29.4534,37.393,35.897,37.0618,35.6604,45.2479,36.2763,33.8898,32.2761,35.0265,31.1392,34.6198,35.7383,39.4412,35.2628,35.4667,34.0445,
Net Income Margin,PROF_MARGIN,24.1793,23.7269,23.7141,24.5168,25.4262,26.2884,24.8062,25.6929,26.2594,25.7608,25.5501,25.1599,25.3653,25.5053,24.3133,25.5979,20.5788,27.9969,25.3408,25.1687,24.9527,22.702,24.752,26.1959,25.4875,24.7894,26.7538,27.6493,32.4813,33.2913,19.886,29.8787,33.5592,32.683,40.1383,38.1713,41.7193,38.2026,40.6947,39.856,42.1676,41.5059,38.2588,40.0611,38.2789,0.9883,20.9435,29.4923,37.7916,21.0258,26.3491,21.8359,27.3389,18.3881,31.8198,15.2566,14.3324,28.9496,27.5112,32.0115,26.6424,36.4137,32.2451,30.8609,27.3119,23.958,32.1709,20.9376,34.2131,22.6984,31.1655,28.7591,30.3584,27.1327,29.0353,25.1007,21.8127,23.246,27.6625,35.0226,27.6219,28.1688,33.4054,33.2481,31.8481,33.8228,33.0302,31.7165,29.3445,-2.7244,27.8986,29.7213,29.5524,24.9548,28.3016,26.7466,27.741,19.7246,19.5681,22.1496,22.9417,-14.4049,24.242,23.514,20.0074,22.2672,25.8437,24.2662,23.6343,31.5134,26.7993,-21.7927,27.6819,29.4931,30.3397,25.9308,28.8149,39.1108,32.3037,31.564,30.7016,29.4534,37.393,35.897,37.0618,35.6604,45.2479,36.2763,33.8898,32.2761,35.0265,31.1392,34.6198,35.7383,39.4412,35.2628,35.4667,34.0445,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,24.1793,23.7269,23.7141,24.5168,25.4262,26.2884,24.8062,25.6929,26.2594,25.7608,25.5501,25.1599,25.3653,25.5053,24.3133,25.5979,20.5788,27.9969,25.3408,25.1687,24.9527,22.702,24.752,26.1959,25.4875,24.7894,26.7538,27.6119,32.2631,33.0709,19.6761,29.6941,33.3835,32.5145,39.9714,38.0366,41.5669,38.0812,40.5646,39.7579,42.1676,41.5059,38.2588,40.0611,38.2789,0.9883,20.9435,29.4923,37.7916,21.0258,26.3491,21.8359,27.3389,18.3881,31.8198,15.2566,14.3324,28.9496,27.5112,32.0115,26.6424,36.4137,32.2451,30.8609,27.3119,23.958,32.1709,20.9376,34.2131,22.6984,31.1655,28.7591,30.3584,27.1327,29.0353,25.1007,21.8127,23.246,27.6625,35.0226,27.6219,28.1688,33.4054,33.2481,31.8481,33.8228,33.0302,31.7165,29.3445,-2.7244,27.8986,29.7213,29.5524,24.9548,28.3016,26.7466,27.741,19.7246,19.5681,22.1496,22.9417,-14.4049,24.242,23.514,20.0074,22.2672,25.8437,24.2662,23.6343,31.5134,26.7993,-21.7927,27.6819,29.4931,30.3397,25.9308,28.8149,39.1108,32.3037,31.564,30.7016,29.4534,37.393,35.897,37.0618,35.6604,45.2479,36.2763,33.8898,32.2761,35.0265,31.1392,34.6198,35.7383,39.4412,35.2628,35.4667,34.0445,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,32.0021,31.9947,31.0236,30.948,31.0306,31.0007,31.9792,32.014,31.9893,32.0117,31.9218,31.9885,31.9328,32.0513,33.9779,34.0183,32.9843,32.963,32.9087,33.0341,33.1081,32.7239,35.1948,35.0282,34.9537,35,35.0265,35,34.9969,34.9938,44.8419,35.9887,35.0024,35.0096,32.7607,35.0049,34.9949,35.0059,34.006,34.0016,33.9884,34.0181,32.9958,33.01,32.9962,,32.0085,31.9929,31.9921,32.0107,33.0161,28.1587,32.9997,33.0172,32.9915,33.0017,42.2993,31.4224,32.9976,33.0044,32.9935,4.1699,30.9974,28.8885,31.0081,31.4079,31.0058,30.9855,29.3358,29.155,31.0006,30.9824,8.7734,27.9993,27.0072,25.9667,26.4938,26.4848,24.9948,25.0028,24.9953,25,25.1729,21.9254,13.1618,7.0423,21.4618,19.6019,19.7234,237.0474,19.2989,17.9279,20.3604,19.2026,18.1648,16.7555,18.6431,29.8768,22.9986,25.3121,23.5077,,15.8113,18.8021,29.019,16.234,16.9914,21.8773,22.667,,17.6353,168.7316,14.084,16.9195,13.6679,18.9215,15.9928,,15.8285,17.295,16.2812,16.54,13.8365,15.6732,10.3214,15.1868,0.0926,16.6556,17.1471,18.2896,18.6167,19.2438,19.2917,18.7892,18.3001,17.5526,17.9145,19.1339,
