CAT US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Operating Margin,OPER_MARGIN,5.0392,3.3933,3.7567,1.4871,1.3832,0.9662,-0.8058,-5.5736,-8.2913,-1.6154,2.9511,2.0117,3.2258,4.7504,5.3427,7.8598,9.8904,10.0971,9.5184,10.4633,11.6535,11.7731,7.4203,10.7287,11.5505,13.3971,11.1332,,13.7729,13.4086,11.587,12.4206,12.8703,12.5981,9.5882,8.0281,7.2324,8.5866,7.1262,7.3321,8.457,10.2368,6.5076,9.0145,6.4241,8.3455,6.7445,3.9835,3.8557,7.4277,6.3842,8.1272,4.6049,9.8786,6.9432,7.7185,8.8758,10.0873,8.6565,7.9567,9.0658,10.9081,10.4712,11.0421,12.9685,13.9463,10.2501,10.4153,11.3818,10.6816,11.4753,10.3343,10.9613,11.1935,9.0363,3.5363,-1.897,4.3511,3.7956,1.6207,6.1665,9.3861,10.661,10.0804,14.1555,11.2509,11.1924,11.3669,14.536,15.057,15.786,6.4572,9.2203,10.6491,10.4373,10.0819,10.5581,10.424,10.2738,7.4628,13.3995,10.8224,8.4382,-1.5866,5.2214,7.5904,5.2511,-13.1815,3.8689,10.4492,13.2218,10.7553,16.3932,15.4664,15.8031,13.1293,16.3894,15.334,15.8332,14.0749,13.2017,7.8424,9.9686,12.283,15.2604,13.8801,13.4226,11.6756,13.6507,13.645,16.1731,10.1223,17.2172,21.0879,20.5175,18.3597,22.2736,20.864,
Profit Margin,PROF_MARGIN,3.3708,1.5609,1.932,0.399,-1.1963,-0.6317,-1.5691,-12.9373,-108.7494,-2.4615,0.1868,-0.0732,1.2607,2.3064,15.1845,3.7563,5.843,6.6574,6.9535,7.1029,7.6668,7.6667,5.7059,7.1208,7.7003,8.9474,7.6866,8.5235,9.2445,8.9322,8.3696,8.6848,8.9695,7.9586,6.4953,5.5679,4.212,5.5479,4.6448,4.7619,5.245,5.8736,4.5198,5.1623,3.368,4.938,4.0546,3.2771,1.8145,3.78,4.197,5.6723,2.6758,6.7262,4.0036,5.3983,6.3708,7.2977,6.5022,6.4189,6.9673,8.1197,7.4301,8.755,8.9438,9.8633,7.312,8.016,8.147,7.2473,8.1017,8.0287,7.8162,8.118,6.6867,5.1149,-1.2141,4.652,5.5358,2.9375,2.8284,6.7922,7.1133,7.5584,9.4602,7.1328,7.2601,8.9718,9.9243,9.779,10.3314,4.3359,6.6616,6.5659,7.0476,6.9643,6.9632,7.0601,7.5061,5.3145,9.8016,6.5113,5.0994,-0.8522,2.8644,5.3181,3.0895,-12.231,1.9548,7.0779,9.2789,-10.0729,12.9481,12.1833,12.7831,7.3072,13.9685,11.2251,11.7103,8.3536,10.268,4.5814,6.7604,6.9426,12.8712,10.9628,11.5028,15.3645,11.3106,11.7428,13.6121,8.7606,12.2494,16.8726,16.6211,15.6766,18.0771,16.0645,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,47170.1341,,,,45827.4293,,,,53872.9827,,,,61814.6341,,,,72759.6043,,,,77513.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91322.4599,103735.8056,101403.4159,111596.4639,104253.138,113802.1593,106997.6996,113527.4214,107973.8803,114879.6499,,,,117904.7916,114675.7269,119842.4995,114944.9928,129355.6902,115794.2625,114477.3092,89495.3336,83280.2498,77452.9053,84188.7585,86451.8837,106773.2108,108798.4678,122566.7528,122862.7816,131546.1058,129335.9558,137834.8348,125599.2707,130803.6891,127369.0488,128250.1336,,119450.6626,110471.9109,121534.8394,113579.6327,122731.8461,118485.0287,124692.5144,112087.6794,110717.5924,100640.8255,104351.9395,93303.7475,103420,94335.7364,100356.3941,103064.0084,101897.482,118024.819,131056.9106,128976.9308,115507.0074,131165.0485,137903.8462,129480.7692,,,128484.8485,,,,115467.6259,,,,128115.1346,,,,152126.4895,,,,150795.053,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,1.7405,0.3576,-1.6749,-9.4129,-65.0557,-67.6599,-66.586,-86.6702,-0.977,3.7818,17.6676,34.5522,41.0023,46.3133,32.1732,37.3777,38.4171,38.521,35.4362,36.0692,33.1867,33.0309,34.2567,36.274,36.4431,36.6221,36.8148,37.8624,36.288,35.4855,33.7459,30.8461,24.9564,21.6784,19.0765,17.8558,18.4846,19.2638,18.7883,19.033,17.1336,16.4253,15.7941,14.3609,12.7423,11.4216,11.1345,14.297,14.9752,17.8987,17.1964,18.8991,23.0853,24.4817,27.2065,29.7231,30.9921,33.3915,33.2057,35.9016,37.2614,41.6085,40.1952,46.2625,42.7009,39.966,39.1018,44.9879,43.6505,45.4309,42.4149,47.5217,32.656,21.3556,15.0275,12.0726,16.3416,19.1495,22.0513,27.6017,34.2311,35.4359,36.2432,41.5742,38.3289,40.7477,40.7602,37.3566,29.9311,25.2541,19.3532,19.7637,19.8605,20.1159,21.3413,19.6768,21.5633,20.1381,19.3727,15.9214,9.4246,7.9569,6.4044,-0.4795,-0.9978,0.725,5.6408,5.6197,15.4685,21.6837,24.1446,44.3251,41.5299,42.2399,39.2377,42.5682,35.7967,28.9944,22.1799,20.0408,22.3334,28.7303,32.5742,40.7921,38.623,41.4988,45.7031,41.449,40.3873,49.2315,50.5155,58.4509,62.8591,62.248,
Return on Assets,RETURN_ON_ASSET,,,,,0.6809,0.1356,-0.6315,-3.3676,-22.8948,-22.965,-22.3722,-18.7474,-0.207,0.7867,3.913,4.5369,5.517,6.5964,5.1728,6.15,6.6448,6.8781,6.6768,6.8682,6.6179,6.5722,7.0946,7.6551,7.9501,7.9334,8.1055,8.4338,7.9358,7.558,7.2475,6.5949,5.2256,4.3385,3.9075,3.6551,3.7926,3.7739,3.7864,3.8222,3.4064,3.1396,3.1242,2.7232,2.3952,2.0695,2.1196,2.5131,2.6188,3.1245,3.1287,3.171,3.8714,4.2091,4.7998,5.0603,5.3087,5.7217,5.9333,6.3307,6.7451,7.1763,7.2674,7.1804,7.0116,6.363,6.55,6.5829,6.6038,6.8972,6.5044,5.7411,4.1143,2.9181,2.1173,1.4004,2.0117,2.6074,3.2071,4.3528,5.8967,6.0421,6.2392,6.7755,7.0382,7.3537,7.7608,6.6672,5.7631,4.8078,3.9176,4.3585,4.4253,4.4178,4.589,4.3579,4.8152,4.4935,4.1148,3.0818,1.913,1.6021,1.3001,-0.0876,-0.1874,0.1352,1.1383,0.9943,2.8631,3.9772,4.8479,7.9076,8.1192,7.9356,7.7374,7.7637,6.8607,5.3187,4.2861,3.8245,4.3876,5.549,6.5374,8.055,7.9703,8.2996,9.1174,8.1403,8.5713,10.04,10.8683,12.2005,13.4393,13.0443,
Return on Capital,RETURN_ON_CAP,,,,,3.0974,,,,,,,,,3.8476,,12.1612,13.4814,15.0918,11.58,13.3923,14.0455,13.962,13.3616,13.6388,13.0725,12.5414,13.0236,,,,,14.604,13.3859,12.3768,11.875,11.0048,8.7389,7.1673,6.5734,6.1268,6.2894,6.1979,6.2579,6.3003,5.6796,5.2831,5.2294,4.6677,4.0981,3.6193,3.7213,4.3945,4.4784,5.1669,5.1219,5.2091,6.083,6.5432,7.286,7.6705,7.9288,8.5263,8.733,9.3318,9.85,10.5314,10.568,10.9264,10.6673,9.8222,10.0914,10.4773,10.4137,10.8756,10.1021,9.4846,6.8789,5.1874,3.6885,2.5964,3.8612,4.7161,5.6438,7.4682,9.7419,9.8858,10.6386,12.0262,12.0261,12.2623,12.9392,11.4372,9.6656,8.1767,6.6681,7.1307,7.119,7.1116,7.3997,7.0832,7.7036,7.2131,6.7073,5.3114,3.5164,3.1237,2.7099,-0.489,-2.1553,0.4398,2.2077,1.7349,4.7234,6.5494,7.8158,13.0228,13.0449,12.8228,12.0919,12.4012,10.8916,8.6078,6.9208,6.3868,7.2666,8.9891,10.4039,12.7232,12.5281,13.2705,14.6176,12.9921,13.5742,16.059,17.2967,19.2682,21.074,20.6983,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,2.3418,,,,,,,,,,,,,,11.2042,15.0642,13.1052,13.0633,12.3304,13.4022,11.9475,11.4224,11.9981,,,,,13.3037,12.6644,11.8629,11.4376,10.4625,8.4528,6.7351,6.1542,5.5992,5.6107,5.6893,5.9543,6.1757,5.6943,5.2076,5.1374,4.1937,3.6518,3.3676,3.4181,4.2109,4.2369,4.7804,4.8782,5.0813,5.9223,6.379,6.9158,7.1282,7.2887,7.7872,8.002,8.7012,9.2548,9.9439,9.8842,10.7349,9.9462,9.2339,9.59,10.2068,9.8309,10.0666,9.135,8.6907,6.6297,4.8184,3.8596,2.8467,3.5374,4.7974,6.1418,8.3703,10.7386,11.2421,11.9526,12.9685,12.8252,12.6777,13.3711,12.2996,10.5511,9.2074,7.7086,8.0526,7.926,7.6528,7.643,7.138,7.3239,6.7241,6.0151,5.7084,4.1712,3.5971,3.2168,1.222,1.035,1.4977,2.8443,0.9601,3.5494,5.2561,6.4934,13.5758,13.6206,13.5592,12.9477,12.4569,10.3116,8.2558,6.7404,6.2213,7.3659,8.5483,9.4541,8.0422,8.0644,8.6709,9.985,10.8398,11.8808,14.6562,16.0926,18.2475,19.8401,19.4098,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,18.4542,17.17,18.4615,18.3533,15.7757,15.3475,16.3274,13.6697,10.2153,14.7308,18.4535,17.447,17.9088,19.4492,20.2812,23.4533,23.0371,22.8571,22.2571,23.4725,24.4569,24.4719,20.7608,24.1158,25.7804,26.9856,25.9112,,28.2027,27.4127,26.6522,27.2482,28.3479,26.8558,24.9372,24.1028,23.834,23.9561,23.3934,23.431,24.5578,25.2284,23.4777,25.5573,24.2412,24.7449,24.2484,25.3336,19.5282,24.57,22.5025,21.9825,22.2153,25.0337,23.1921,23.2947,25.5141,25.0397,23.2929,22.6235,23.4321,24.4231,24.8747,26.2858,27.7683,27.6568,25.1117,25.1113,26.0483,24.454,25.1966,24.1354,24.61,24.288,23.0029,19.7942,20.8022,24.4639,24.4862,22.8919,25.6252,26.9286,28.3366,25.283,28.4887,26.1279,25.7699,24.8043,28.4087,28.18,28.0268,24.7465,25.6018,25.053,25.8586,25.5937,27.5206,26.8551,27.7364,25.2106,29.8536,28.3754,26.8929,23.9619,26.2869,26.8323,27.1397,19.6783,29.1387,29.5914,31.2976,29.2261,32.0943,31.4539,31.8505,29.0476,31.7318,29.788,31.3529,29.2453,30.0329,27.3582,28.5902,29.5772,31.5471,30.1963,29.5959,26.7575,28.8763,29.143,30.9524,28.8908,34.9388,34.6922,35.3778,33.7786,36.958,37.3,
Operating Margin,OPER_MARGIN,5.0392,3.3933,3.7567,1.4871,1.3832,0.9662,-0.8058,-5.5736,-8.2913,-1.6154,2.9511,2.0117,3.2258,4.7504,5.3427,7.8598,9.8904,10.0971,9.5184,10.4633,11.6535,11.7731,7.4203,10.7287,11.5505,13.3971,11.1332,,13.7729,13.4086,11.587,12.4206,12.8703,12.5981,9.5882,8.0281,7.2324,8.5866,7.1262,7.3321,8.457,10.2368,6.5076,9.0145,6.4241,8.3455,6.7445,3.9835,3.8557,7.4277,6.3842,8.1272,4.6049,9.8786,6.9432,7.7185,8.8758,10.0873,8.6565,7.9567,9.0658,10.9081,10.4712,11.0421,12.9685,13.9463,10.2501,10.4153,11.3818,10.6816,11.4753,10.3343,10.9613,11.1935,9.0363,3.5363,-1.897,4.3511,3.7956,1.6207,6.1665,9.3861,10.661,10.0804,14.1555,11.2509,11.1924,11.3669,14.536,15.057,15.786,6.4572,9.2203,10.6491,10.4373,10.0819,10.5581,10.424,10.2738,7.4628,13.3995,10.8224,8.4382,-1.5866,5.2214,7.5904,5.2511,-13.1815,3.8689,10.4492,13.2218,10.7553,16.3932,15.4664,15.8031,13.1293,16.3894,15.334,15.8332,14.0749,13.2017,7.8424,9.9686,12.283,15.2604,13.8801,13.4226,11.6756,13.6507,13.645,16.1731,10.1223,17.2172,21.0879,20.5175,18.3597,22.2736,20.864,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,-42.3664,-28.9063,-28.3753,-59.5318,-44.3089,-74.7253,30.721,69.5652,52.1401,59.0164,43.4524,44.7005,40.4075,32.2857,27.4096,21.3158,20.8931,21.7105,,14.386,-17.3913,,57.3333,,34.2105,13.4783,14.8148,,5.6391,7.2207,,,,-53.2803,-34.9345,-17.0543,123.0769,42.3664,,97.8947,-98.1651,,10.8303,-1433.3333,-34.6633,-32.9949,,83.274,12.6214,30.1092,12.9787,5.6985,21.3852,10.8456,13.1504,8.6833,9.7222,14.3653,21.0167,35.5885,43.8746,36.7871,8.961,5.8955,,,25.4054,9.553,8.5955,13.7566,,,-57.0984,-20.8532,-15.7663,-6.5473,,25.8833,23.7226,23.6912,28.1257,16.3308,12.4836,15.0812,16.1609,32.2837,114.8148,-78.9384,-39.8773,-38.4671,-39.5433,,580.6452,-17.4098,,-246.2025,,-7.7469,-18.0518,-38.519,-37.2724,-27.7468,-24.6393,-74.6566,,40.3438,45.6281,79.7411,56.8983,36.6791,29.8522,34.3015,16.3097,10.9264,-15.2926,-2.7546,-28.3645,-32.221,-35.975,-24.6202,32.7476,34.751,26.9873,9.0129,2.4089,11.4138,29.303,2.4652,38.5394,55.6171,56.3877,307.3996,,-27.027,
Pretax Margin,PRETAX_INC_TO_NET_SALES,4.9711,1.8663,2.6476,-0.6166,-1.757,-1.0405,-2.4597,-17.5753,-11.5896,-3.4615,0.6724,-0.256,1.6314,3.0637,13.2865,6.6919,8.2471,9.4313,9.0909,9.6487,11.3212,11.3696,7.5542,10.2777,11.4204,13.2775,11.1084,,13.8433,13.1006,11.7826,12.8635,13.2874,11.8844,9.163,7.4177,6.1845,8.2729,6.9353,7.3919,7.7455,8.6892,5.4614,7.6652,4.9272,7.2704,5.9138,4.6507,2.631,5.4621,5.5961,7.8358,3.6922,9.3392,5.248,7.3318,8.814,10.0608,8.8784,8.5391,9.7494,11.485,10.8054,11.5492,12.8833,14.0971,10.4878,10.3063,11.891,10.6375,11.5539,10.746,11.3767,11.3036,9.7296,2.7857,-2.2981,5.0282,3.453,1.6207,5.6931,9.0883,9.9066,9.6197,13.615,9.487,10.397,11.4713,14.3796,14.8268,14.8981,5.6734,8.5314,9.2538,9.3943,9.6306,10.1352,10.0353,10.1926,6.5993,13.9112,9.223,7.1429,-2.2393,3.8579,7.1456,4.1812,-14.0798,2.9424,10.2286,13.3444,8.6151,16.5954,15.602,15.8031,9.5314,16.8127,15.0915,15.7156,10.385,14.2266,6.782,8.7339,8.3756,16.7999,14.5085,14.318,18.5679,14.7104,14.7119,17.0602,12.6469,16.6057,21.0879,20.9102,19.0334,22.3558,20.9719,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,3.3708,1.5609,1.932,-0.6892,-1.1963,-0.6317,-1.5691,-13.3035,-7.1919,-2.4615,0.1868,-0.0732,1.2607,2.3064,15.1845,4.6717,5.843,6.6574,6.9535,7.1029,7.6668,7.6667,5.7059,7.1208,7.7003,8.9474,7.6866,,9.2445,8.9322,8.3696,8.6848,8.9695,7.9586,6.4953,5.5679,4.212,5.5479,4.6448,4.7619,5.245,5.8736,4.5198,5.1623,3.368,4.938,4.0546,3.2771,1.8145,3.78,4.197,5.6784,2.6758,6.7262,4.0036,5.3983,6.3708,7.2977,6.5022,6.4189,6.9673,8.1197,7.4301,8.755,8.9438,9.8633,7.312,8.016,8.147,7.2473,8.1017,8.0287,7.8162,8.118,6.6867,5.1149,-1.4201,4.5141,5.3713,2.6083,2.8648,7.042,7.1942,7.7145,9.5992,7.182,7.3428,9.0587,10.0807,9.8365,10.3497,4.3546,6.6768,6.6001,7.0774,6.9851,6.9859,7.0813,7.5356,5.3566,9.8252,6.5194,5.1268,-0.816,2.875,5.3471,3.0895,-12.1893,1.9752,7.0868,9.2964,-10.0729,12.9637,12.169,12.7831,7.3142,13.9908,11.2181,11.7103,8.346,10.2774,4.5914,6.7908,6.9426,12.8796,10.9706,11.5189,15.3645,11.3106,11.7428,13.6054,8.7606,12.2431,16.8842,16.6151,15.6591,18.0644,16.0645,
Net Income Margin,PROF_MARGIN,3.3708,1.5609,1.932,0.399,-1.1963,-0.6317,-1.5691,-12.9373,-108.7494,-2.4615,0.1868,-0.0732,1.2607,2.3064,15.1845,3.7563,5.843,6.6574,6.9535,7.1029,7.6668,7.6667,5.7059,7.1208,7.7003,8.9474,7.6866,8.5235,9.2445,8.9322,8.3696,8.6848,8.9695,7.9586,6.4953,5.5679,4.212,5.5479,4.6448,4.7619,5.245,5.8736,4.5198,5.1623,3.368,4.938,4.0546,3.2771,1.8145,3.78,4.197,5.6723,2.6758,6.7262,4.0036,5.3983,6.3708,7.2977,6.5022,6.4189,6.9673,8.1197,7.4301,8.755,8.9438,9.8633,7.312,8.016,8.147,7.2473,8.1017,8.0287,7.8162,8.118,6.6867,5.1149,-1.2141,4.652,5.5358,2.9375,2.8284,6.7922,7.1133,7.5584,9.4602,7.1328,7.2601,8.9718,9.9243,9.779,10.3314,4.3359,6.6616,6.5659,7.0476,6.9643,6.9632,7.0601,7.5061,5.3145,9.8016,6.5113,5.0994,-0.8522,2.8644,5.3181,3.0895,-12.231,1.9548,7.0779,9.2789,-10.0729,12.9481,12.1833,12.7831,7.3072,13.9685,11.2251,11.7103,8.3536,10.268,4.5814,6.7604,6.9426,12.8712,10.9628,11.5028,15.3645,11.3106,11.7428,13.6121,8.7606,12.2494,16.8726,16.6211,15.6766,18.0771,16.0645,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,3.3708,1.5609,1.932,0.399,-1.1963,-0.6317,-1.5691,-12.9373,-108.7494,-2.4615,0.1868,-0.0732,1.2607,2.3064,15.1845,3.7563,5.843,6.6574,6.9535,7.1029,7.6668,7.6667,5.7059,7.1208,7.7003,8.9474,7.6866,8.5235,9.2445,8.9322,8.3696,8.6848,8.9695,7.9586,6.4953,5.5679,4.212,5.5479,4.6448,4.7619,5.245,5.8736,4.5198,5.1623,3.368,4.938,4.0546,3.2771,1.8145,3.78,4.197,5.6723,2.6758,6.7262,4.0036,5.3983,6.3708,7.2977,6.5022,6.4189,6.9673,8.1197,7.4301,8.755,8.9438,9.8633,7.312,8.016,8.147,7.2473,8.1017,8.0287,7.8162,8.118,6.6867,5.1149,-1.2141,4.652,5.5358,2.9375,2.8284,6.7922,7.1133,7.5584,9.4602,7.1328,7.2601,8.9718,9.9243,9.779,10.3314,4.3359,6.6616,6.5659,7.0476,6.9643,6.9632,7.0601,7.5061,5.3145,9.8016,6.5113,5.0994,-0.8522,2.8644,5.3181,3.0895,-12.231,1.9548,7.0779,9.2789,-10.0729,12.9481,12.1833,12.7831,7.3072,13.9685,11.2251,11.7103,8.3536,10.268,4.5814,6.7604,6.9426,12.8712,10.9628,11.5028,15.3645,11.3106,11.7428,13.6121,8.7606,12.2494,16.8726,16.6211,15.6766,18.0771,16.0645,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,32.1918,16.3636,27.027,,,,,,,,72.2222,,22.7273,24.7191,,30.1887,29.1513,29.4118,23.511,26.3852,32.2799,32.5678,24.4681,30.7159,32.574,32.6126,30.8036,,33.2203,34.0125,30.6273,32.485,32.4961,33.033,29.1139,24.9377,31.8937,32.2275,31.8043,32.0755,32.2835,32.4034,17.2414,32.6531,31.6456,32.0802,31.4381,29.5359,31.0345,30.7958,25,27.5319,27.5281,27.9783,23.7113,26.3713,27.7193,27.4639,26.7647,24.8295,28.5363,29.3023,31.2371,24.1935,30.5785,30.0334,30.2811,22.2222,31.4861,31.8709,29.879,25.2874,31.2966,28.1818,31.2747,,,9.9751,,,49.2537,22.093,26.7452,18.9123,29.0414,23.5556,29.0086,21.0313,29.9826,33.8509,30.7347,23.4649,21.8279,28.6031,24.5837,27.1089,31.1475,29.507,26.3577,19.0426,29.485,29.4894,27.8416,,25.2055,24.8985,25.0653,,31.1419,31.1475,30.8601,217.6418,22.1181,22.4154,19.4379,23.4821,17.0936,25.9412,25.8354,20.2198,28.0899,33.4808,21.6686,17.7471,23.7857,25.1337,20.7324,16.7447,23.4617,20.3721,20.602,30.6813,26.8793,20.5915,20.8819,18.0671,19.479,23.8857,
