AAPL US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
EBITDA Margin (T12M),EBITDA_MARGIN,,,16.456,16.5904,15.7103,14.5861,13.8825,14.0505,14.2259,14.804,14.4357,13.7144,12.59,9.7238,7.4879,5.0256,3.3377,5.7019,6.1312,7.9677,8.7218,7.6019,7.1235,3.5683,-6.5805,-9.5578,-10.658,-12.1398,-3.6087,-3.0945,-4.0249,-1.807,1.8472,4.2507,6.3794,7.591,7.9703,8.1366,7.6785,6.5169,7.2403,7.9205,7.5911,1.354,-1.4186,-3.6659,-4.3073,3.7166,4.4176,3.9833,2.8561,2.2778,1.8044,1.7523,2.2072,3.3675,4.1254,4.932,6.0273,8.5629,10.6425,12.1558,13.0787,13.4651,13.3826,13.5878,13.8649,15.8297,17.3621,18.8084,19.2611,20.5705,20.4254,20.6991,23.8539,25.1252,26.7699,28.1373,29.0735,30.271,30.9645,30.6942,29.7616,29.7065,30.616,32.0239,32.8908,35.577,37.4389,37.5279,37.3898,35.9804,33.9324,32.9792,32.623,32.5101,32.8315,33.1911,33.0693,33.8654,34.3791,34.7152,35.2938,35.232,34.4993,33.5751,32.707,31.9781,31.6229,31.4111,31.1913,31.0123,30.8702,30.7642,30.7991,30.3973,29.9219,29.5502,29.3946,29.322,28.9849,29.0009,28.5937,29.2179,30.9155,32.0707,32.867,33.8911,33.8415,33.4304,33.1047,32.3293,32.1448,32.2861,32.8267,33.7327,33.9678,34.1753,
EBIT,EBIT,199.172,182.241,140.515,228.392,186.545,135.202,121.253,262.654,210.405,201.061,131.688,240.785,169.066,14.19,7.153,64.707,34.735,232.421,63.556,267,166,156,72,-119,-975,-116,6,-124,-186,-60,-33,40,51,68,109,127,88,104,67,100,170,168,84,-420,-8,42,53,20,28,13,-15,-14,-1,9,31,74,62,80,133,403,402,426,412,750,529,566,608,1325,988,1079,1015,2126,1448,1535,3146,3101,2323,2632,3684,4725,3979,4234,5447,7827,7874,9379,8710,17340,15384,11573,10944,17210,12558,9201,10030,17463,13593,10282,11165,24246,18278,14083,14623,24171,13987,10105,11761,23359,14097,10768,13120,26274,15894,12612,16118,23346,13415,11544,15625,25569,12853,13091,14775,33534,27503,24126,23786,41488,29979,23076,24894,36016,28318,22998,26969,40373,27900,25352,
Gross Margin,GROSS_MARGIN,54.7178,53.9708,51.8322,51.3662,48.7627,45.8098,43.4466,43.6635,44.0279,44.3248,42.7139,40.5403,38.5412,32.5462,25.7115,23.9797,24.0316,26.6929,27.228,28.7429,26.2066,28.2718,20.6793,15.0889,-19.2677,18.4947,22.0164,18.6473,18.9257,20.0345,19.8265,22.3701,24.8399,25.6776,26.7995,28.1871,26.3399,27.4069,28.7425,25.907,28.2262,29.7534,24.9733,-2.0854,26.9043,29.4237,30.1379,30.6909,27.3579,27.3618,26.4033,27.5815,28.339,27.7023,26.5889,26.7198,27.7632,27.7557,26.9787,28.5387,29.8489,29.6591,28.1131,27.2047,29.7545,30.3204,29.1916,31.2088,35.017,36.545,30.9567,34.6794,32.6692,36.2783,38.5677,37.9377,39.9273,40.9184,41.8203,40.8787,41.6698,39.0828,36.9267,38.5102,41.4238,41.7276,40.2547,44.6831,47.3741,42.8119,40.0406,38.6337,37.4951,36.8712,37.017,37.931,39.3178,39.3647,38.0054,39.8678,40.7792,39.6754,39.8983,40.0978,39.4031,38.0235,38.0197,38.5139,38.9273,38.513,37.9068,38.4085,38.3107,38.3385,38.2893,37.9919,37.6127,37.5904,37.9653,38.3548,38.3619,37.9995,38.1604,39.7778,42.5065,43.2927,42.1953,43.7638,43.7499,43.2563,42.2592,42.9623,44.2617,44.5163,45.1708,45.875,46.5781,46.2572,
Operating Margin,OPER_MARGIN,14.7951,13.3533,10.3771,13.6312,11.676,8.8448,8.0457,14.1014,12.2612,11.5541,7.4495,12.0375,8.5651,0.7621,0.3341,2.6209,1.6726,10.8107,2.5491,9.428,6.2594,6.0583,2.3976,-3.7802,-44.6224,-5.3235,0.2585,-5.8243,-11.6177,-3.4542,-2.0446,2.5349,3.6299,4.8502,7.0051,7.4269,5.7516,6.6752,5.015,4.268,8.7404,9.2055,4.492,-41.708,-0.559,2.8475,3.6552,1.4545,1.8729,0.9097,-1.0395,-0.9511,-0.0678,0.5825,1.8076,3.6889,3.2478,3.9722,5.6596,11.5473,12.3959,12.1023,11.2017,13.0457,12.1358,12.9519,12.5698,18.6017,18.6909,19.396,15.3648,22.1274,18.1454,20.3015,27.309,26.1027,25.5724,27.0392,30.1794,30.1282,29.4763,26.9682,26.7758,29.2697,31.9212,32.827,30.81,37.4247,39.2589,33.044,30.4287,31.571,28.8008,26.0482,26.7667,30.3209,29.7792,27.4685,26.5057,32.5018,31.5084,28.3903,28.3936,31.8576,27.6658,23.8562,25.1025,29.8133,26.6504,23.7139,24.9529,29.7577,25.9974,23.6778,25.6248,27.6907,23.1233,21.4537,24.3988,27.8472,22.0414,21.9335,22.8369,30.0918,30.7008,29.6264,28.5341,33.4729,30.8179,27.8162,27.6152,30.7424,29.86,28.1159,30.1336,33.7637,30.7428,29.5557,
Profit Margin,PROF_MARGIN,9.7916,8.7755,7.2725,8.9829,8.2087,-3.4708,5.3905,8.9132,7.8716,7.5662,5.5219,8.0659,5.6183,-10.1138,0.1244,1.6209,0.8381,6.4236,4.5986,6.6384,2.7526,4,1.998,-2.1919,-33.8673,-1.4686,1.0771,-5.6364,-44.2224,-3.2239,-9.9752,2.9785,3.9146,7.204,6.8123,8.8889,8.8235,13.0295,8.3084,7.8105,11.9794,10.9589,9.0909,-19.3644,3.0049,4.1356,4.5517,2.7636,2.6756,2.2393,-3.1185,-0.5435,0.9492,1.2298,2.5656,3.1406,2.4096,3.0288,4.5106,8.4527,8.9423,9.0625,11.6368,9.8278,9.4058,10.8009,11.2053,14.1935,14.6425,15.0998,13.1698,16.455,13.797,14.9583,19.5052,18.9815,17.8336,18.7795,20.7422,21.5392,22.7721,20.7197,21.1768,22.4524,24.2713,25.5784,23.4277,28.1959,29.6586,25.1949,22.8633,23.991,21.8953,19.534,20.047,22.6968,22.3963,20.6989,20.1007,24.1612,23.3908,21.524,21.5996,24.2,20.8003,18.405,19.2393,22.8344,20.8503,19.1971,20.377,22.7255,22.6082,21.6258,22.4563,23.6805,19.9276,18.666,21.371,24.2172,19.2907,18.854,19.5879,25.8034,26.3775,26.7014,24.6533,27.9398,25.7098,23.4357,22.986,25.6056,25.4756,24.3053,25.6497,28.3638,26.0443,25.0044,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,93205.5318,,,,104424.9609,,,,119457.63,,,,178950.8537,,,,,,,,,,,,,,,,,,,,233703.815,,,,191954.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355889.2128,,,,436545.0644,,,,468046.3576,,,,494038.4615,,,,466650.0623,,,,454892.0086,745990,580100,496050,468190.9091,758720,505570,423580,403896.5517,,,,427471.5447,,,,476515.1515,,,,467445.2555,,,,440122.449,,,,541298.7013,,,,549670.7317,,,,555888.1988,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,32.6218,29.7092,20.6151,19.2837,18.7638,16.8804,27.1401,26.8268,25,22.9362,8.766,4.1098,-1.6021,-5.8349,9.2924,14.0681,19.8541,21.304,18.8703,16.0475,6.236,-27.086,-32.2195,-32.9099,-36.6132,-50.6367,-53.4204,-67.2458,-57.8393,-9.2742,3.3175,24.3116,28.8804,30.2789,28.6814,27.0355,20.9376,23.9737,21.2387,22.5054,10.2345,5.5876,2.0041,-0.6289,5.4202,5.289,4.4422,1.622,0.4702,-0.1717,-0.484,1.6591,3.3152,3.9866,4.7503,5.9361,10.0395,13.8286,17.3644,21.2406,22.6112,22.8564,23.2184,22.7966,24.8279,26.7157,27.821,28.5132,28.9953,28.8577,28.1837,32.9097,33.9133,34.1494,34.8051,30.5356,31.8967,33.9685,35.4701,35.2835,36.7981,38.784,41.9852,41.6732,45.5804,47.1011,44.3241,42.8415,38.4057,33.3395,32.1123,30.6396,28.8145,29.4967,31.5644,33.6118,35.1462,38.3715,41.1464,46.2482,42.7123,39.0638,37.9013,36.9033,34.6946,34.5734,36.0287,36.8675,37.0705,40.863,45.3726,49.3636,46.0543,49.1282,52.6903,55.9172,55.4683,62.094,69.2482,73.6856,82.0905,103.4003,127.1247,147.4433,145.5673,149.2711,162.8163,175.4593,147.943,145.6054,160.0933,171.9495,154.2694,147.2498,160.5834,
Return on Assets,RETURN_ON_ASSET,,,,16.7677,16.1313,10.3098,9.5788,9.4267,8.9441,13.568,13.7451,12.7595,11.9253,4.0845,1.8433,-0.7284,-2.6287,4.0073,5.9227,8.6646,9.0642,8.5205,7.3523,2.7635,-11.4498,-13.6336,-14.075,-14.6638,-17.1793,-17.7369,-21.7776,-18.6848,-2.7219,1.0021,7.2518,9.4976,11.1036,13.1567,12.7196,10.3794,12.2258,12.1663,13.1394,6.0124,3.3189,1.2151,-0.3899,3.4357,3.3081,2.847,1.0553,0.3067,-0.1109,-0.3141,1.0524,2.1148,2.6268,3.1323,3.7134,6.2205,8.9279,11.4053,13.5911,13.6091,14.3369,14.6473,13.8336,14.4785,17.1734,17.298,16.61,16.4262,18.4402,18.142,19.8529,18.4934,20.0953,20.3161,19.684,19.3521,21.5606,21.6843,22.8441,23.6571,25.7329,27.5328,27.065,29.2623,31.4166,29.7663,28.5417,24.9408,22.9532,20.812,19.3372,17.5806,18.8191,18.2562,18.0066,18.2566,20.4665,20.472,20.4503,19.3563,17.8925,16.5172,14.9296,14.4828,14.2949,14.3371,13.8739,13.6936,15.1896,16.1643,16.0668,15.2287,16.1156,16.5898,15.6924,16.1064,17.2751,18.2694,17.3341,18.4058,23.2104,26.8245,28.0579,27.3528,29.64,29.9131,28.3629,26.1481,27.6268,28.2298,27.5031,28.8215,29.9861,30.5876,
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,11.4851,16.5683,16.6381,15.5648,13.517,5.946,,,,,,,,,,,,,,,21.4262,17.4188,19.7226,19.2451,,,,,,5.2466,5.0958,4.2843,1.6933,0.6212,,,1.6763,,3.9624,,,,,,21.2406,22.6112,22.8564,23.2184,22.7966,24.8279,26.7157,27.821,28.5132,28.9953,28.8577,28.1837,32.9097,33.9133,34.1494,34.8051,30.5356,31.8967,33.9685,35.4701,35.2835,36.7981,38.784,41.9852,41.6732,45.5804,47.1011,44.3241,42.8415,38.4057,33.3395,29.983,28.7087,27.1493,27.8267,26.5592,27.6969,29.2323,31.0838,30.828,32.6352,30.9893,26.851,24.8857,23.4462,22.6093,21.2911,21.3282,21.5495,21.7335,23.0595,24.8948,26.382,25.1699,25.7852,27.052,27.7328,27.557,28.8491,30.566,31.0082,34.4619,40.4928,46.7997,50.0857,55.1634,55.138,56.0548,53.4319,53.9973,54.1596,56.402,54.3562,,,,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,29.1145,,25.4071,18.4855,24.7038,22.3379,23.9135,18.4772,21.8844,20.1523,14.8827,8.2742,5.9927,2.8524,7.7932,6.8768,12.6833,13.9198,12.4112,10.372,5.1757,,,,,,,,,,,10.1779,11.9922,11.8883,12.5706,10.7682,7.7401,8.0378,8.7751,9.191,0.1985,-2.5316,-4.491,-5.242,1.7492,2.2804,1.8287,0.7435,0.1911,-0.2731,,0.3785,,2.7778,,5.0515,,12.4321,15.5017,18.9481,20.0712,19.6536,20.2208,19.2643,21.7943,22.9939,24.3859,24.2266,25.6224,25.6458,25.3922,29.6752,31.1789,31.9356,32.9318,29.6282,29.4952,31.4434,34.619,36.03,35.1356,36.8212,41.0421,43.5022,44.285,45.9421,43.0999,45.7435,37.0254,32.2696,29.0164,30.3425,26.1161,26.8299,25.7268,29.6832,28.3788,30.157,29.9017,30.8864,29.9675,25.9035,23.8882,20.0808,21.3513,19.9053,19.8389,17.9835,20.0945,21.3913,23.0153,22.935,23.375,23.7731,25.0173,24.7606,25.598,26.9145,28.7561,28.1958,33.0275,39.0183,45.2048,46.2576,53.9375,54.0812,55.0702,48.7776,52.7223,52.7937,54.9687,48.6158,57.7796,57.3402,60.2672,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,54.7178,53.9708,51.8322,51.3662,48.7627,45.8098,43.4466,43.6635,44.0279,44.3248,42.7139,40.5403,38.5412,32.5462,25.7115,23.9797,24.0316,26.6929,27.228,28.7429,26.2066,28.2718,20.6793,15.0889,-19.2677,18.4947,22.0164,18.6473,18.9257,20.0345,19.8265,22.3701,24.8399,25.6776,26.7995,28.1871,26.3399,27.4069,28.7425,25.907,28.2262,29.7534,24.9733,-2.0854,26.9043,29.4237,30.1379,30.6909,27.3579,27.3618,26.4033,27.5815,28.339,27.7023,26.5889,26.7198,27.7632,27.7557,26.9787,28.5387,29.8489,29.6591,28.1131,27.2047,29.7545,30.3204,29.1916,31.2088,35.017,36.545,30.9567,34.6794,32.6692,36.2783,38.5677,37.9377,39.9273,40.9184,41.8203,40.8787,41.6698,39.0828,36.9267,38.5102,41.4238,41.7276,40.2547,44.6831,47.3741,42.8119,40.0406,38.6337,37.4951,36.8712,37.017,37.931,39.3178,39.3647,38.0054,39.8678,40.7792,39.6754,39.8983,40.0978,39.4031,38.0235,38.0197,38.5139,38.9273,38.513,37.9068,38.4085,38.3107,38.3385,38.2893,37.9919,37.6127,37.5904,37.9653,38.3548,38.3619,37.9995,38.1604,39.7778,42.5065,43.2927,42.1953,43.7638,43.7499,43.2563,42.2592,42.9623,44.2617,44.5163,45.1708,45.875,46.5781,46.2572,
Operating Margin,OPER_MARGIN,14.7951,13.3533,10.3771,13.6312,11.676,8.8448,8.0457,14.1014,12.2612,11.5541,7.4495,12.0375,8.5651,0.7621,0.3341,2.6209,1.6726,10.8107,2.5491,9.428,6.2594,6.0583,2.3976,-3.7802,-44.6224,-5.3235,0.2585,-5.8243,-11.6177,-3.4542,-2.0446,2.5349,3.6299,4.8502,7.0051,7.4269,5.7516,6.6752,5.015,4.268,8.7404,9.2055,4.492,-41.708,-0.559,2.8475,3.6552,1.4545,1.8729,0.9097,-1.0395,-0.9511,-0.0678,0.5825,1.8076,3.6889,3.2478,3.9722,5.6596,11.5473,12.3959,12.1023,11.2017,13.0457,12.1358,12.9519,12.5698,18.6017,18.6909,19.396,15.3648,22.1274,18.1454,20.3015,27.309,26.1027,25.5724,27.0392,30.1794,30.1282,29.4763,26.9682,26.7758,29.2697,31.9212,32.827,30.81,37.4247,39.2589,33.044,30.4287,31.571,28.8008,26.0482,26.7667,30.3209,29.7792,27.4685,26.5057,32.5018,31.5084,28.3903,28.3936,31.8576,27.6658,23.8562,25.1025,29.8133,26.6504,23.7139,24.9529,29.7577,25.9974,23.6778,25.6248,27.6907,23.1233,21.4537,24.3988,27.8472,22.0414,21.9335,22.8369,30.0918,30.7008,29.6264,28.5341,33.4729,30.8179,27.8162,27.6152,30.7424,29.86,28.1159,30.1336,33.7637,30.7428,29.5557,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,21.0341,,,,18.3115,20.161,31.1291,4.0031,,,,,,,75.7934,16.001,55.7057,22.8168,,1.6566,,-244.3255,-68.6869,-9.6774,-0.4907,,,-5.5163,,,,,65.9091,29.6,23.0769,-19.0909,,19.759,23.97,3.1835,-38.9222,-34.6304,-36,-7.381,119.5652,56.25,-63.0435,-971.4286,,-145,,16.9118,16.4794,14.5161,15.1386,16.063,22.1698,25.4873,22.9748,21.009,15.3608,11.3799,16.4706,16.9111,41.8486,49.5146,43.0008,23.0073,32.2334,17.075,22.8228,43.3659,42.9137,79.2572,50.4832,78.3115,42.7031,37.5085,26.8522,21.6691,28.0521,34.8764,39.9736,41.1631,48.5555,51.7253,34.005,29.0281,,,,,8.209,50.6608,51.2565,24.4034,39.8883,37.8923,31.2248,36.8735,,-57.5741,-54.8917,-61.5616,,4.7029,21.7377,23.7297,29.3201,21.8056,23.4695,29.0476,-73.5124,-79.4042,,,29.6045,,26.3274,,40.5963,46.8485,50.738,48.2853,63.6015,32.1809,,16.3277,-80.5772,-68.018,-6.7126,,179.967,-10.2376,59.1457,
Pretax Margin,PRETAX_INC_TO_NET_SALES,16.052,14.386,11.922,14.4885,13.2398,-5.5981,8.6945,14.3761,12.6961,12.2036,8.9063,13.0095,9.0617,-16.3125,0.2008,2.6143,1.3518,10.3606,7.417,10.5579,4.3741,6.3689,3.1635,-3.4625,-53.7757,-2.3405,1.7234,-5.6364,-44.2224,-3.2239,-9.9752,2.9785,4.1993,7.7746,7.3265,9.883,10,14.6983,9.3563,11.6944,16.401,14.5205,12.246,-29.2949,4.3326,5.8983,6.4828,3.8545,3.6789,2.7292,-4.158,-0.5435,1.2881,1.6828,3.207,4.337,3.3525,4.2205,6.2553,12.2923,13.4135,13.4091,12.9418,14.4547,13.8793,15.1259,14.9059,20.3706,21.4907,22.1823,17.9382,24.209,20.1754,21.8622,28.5243,27.4327,26.266,27.6556,30.548,30.3386,29.8467,27.3376,26.8446,29.7782,32.0266,33.429,31.0966,37.7204,39.6366,33.8663,30.2869,32.4186,29.5966,26.7106,27.0682,30.748,30.2721,28.0081,27.2345,32.7297,32.0014,29.1765,29.246,32.3874,27.9724,24.7155,26.0138,30.8611,27.7601,24.9031,26.4687,30.614,26.4455,24.9395,26.1065,28.3549,23.7749,22.1357,25.1827,28.2273,22.525,22.0106,23.0316,30.1322,31.2679,29.9248,27.8887,33.2736,30.9823,27.8041,27.3523,30.407,29.9275,27.792,30.166,33.7219,30.9169,29.7213,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,9.7916,8.7755,7.2725,8.9829,8.2087,-3.4708,5.3905,8.9132,7.8716,7.5662,5.5219,8.0659,5.6183,-10.1138,0.1244,1.6209,0.8381,6.4236,4.5986,6.6384,2.7526,4,1.998,-2.1919,-33.8673,-1.4686,1.0771,-5.6364,-44.2224,-3.2239,-9.9752,2.9785,3.9146,7.204,6.8123,8.8889,8.8235,13.0295,8.3084,7.8105,11.9794,10.6849,9.0909,-20.5561,3.0049,4.1356,4.5517,2.7636,2.6756,2.2393,-3.1185,-0.4076,0.9492,1.2298,2.3907,3.1406,2.4096,3.0288,4.5106,8.4527,8.9423,9.0625,11.6368,9.8278,9.4058,10.8009,11.2053,14.1935,14.6425,15.0998,13.1698,16.455,13.797,14.9583,19.5052,18.9815,17.8336,18.7795,20.7422,21.5392,22.7721,20.7197,21.1768,22.4524,24.2713,25.5784,23.4277,28.1959,29.6586,25.1949,22.8633,23.991,21.8953,19.534,20.047,22.6968,22.3963,20.6989,20.1007,24.1612,23.3908,21.524,21.5996,24.2,20.8003,18.405,19.2393,22.8344,20.8503,19.1971,20.377,22.7255,22.6082,21.6258,22.4563,23.6805,19.9276,18.666,21.371,24.2172,19.2907,18.854,19.5879,25.8034,26.3775,26.7014,24.6533,27.9398,25.7098,23.4357,22.986,25.6056,25.4756,24.3053,25.6497,28.3638,26.0443,25.0044,
Net Income Margin,PROF_MARGIN,9.7916,8.7755,7.2725,8.9829,8.2087,-3.4708,5.3905,8.9132,7.8716,7.5662,5.5219,8.0659,5.6183,-10.1138,0.1244,1.6209,0.8381,6.4236,4.5986,6.6384,2.7526,4,1.998,-2.1919,-33.8673,-1.4686,1.0771,-5.6364,-44.2224,-3.2239,-9.9752,2.9785,3.9146,7.204,6.8123,8.8889,8.8235,13.0295,8.3084,7.8105,11.9794,10.9589,9.0909,-19.3644,3.0049,4.1356,4.5517,2.7636,2.6756,2.2393,-3.1185,-0.5435,0.9492,1.2298,2.5656,3.1406,2.4096,3.0288,4.5106,8.4527,8.9423,9.0625,11.6368,9.8278,9.4058,10.8009,11.2053,14.1935,14.6425,15.0998,13.1698,16.455,13.797,14.9583,19.5052,18.9815,17.8336,18.7795,20.7422,21.5392,22.7721,20.7197,21.1768,22.4524,24.2713,25.5784,23.4277,28.1959,29.6586,25.1949,22.8633,23.991,21.8953,19.534,20.047,22.6968,22.3963,20.6989,20.1007,24.1612,23.3908,21.524,21.5996,24.2,20.8003,18.405,19.2393,22.8344,20.8503,19.1971,20.377,22.7255,22.6082,21.6258,22.4563,23.6805,19.9276,18.666,21.371,24.2172,19.2907,18.854,19.5879,25.8034,26.3775,26.7014,24.6533,27.9398,25.7098,23.4357,22.986,25.6056,25.4756,24.3053,25.6497,28.3638,26.0443,25.0044,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,9.7916,8.7755,7.2725,8.9829,8.2087,-3.4708,5.3905,8.9132,7.8716,7.5662,5.5219,8.0659,5.6183,-10.1138,0.1244,1.6209,0.8381,6.4236,4.5986,6.6384,2.7526,4,1.998,-2.1919,-33.8673,-1.4686,1.0771,-5.6364,-44.2224,-3.2239,-9.9752,2.9785,3.9146,7.204,6.8123,8.8889,8.8235,13.0295,8.3084,7.8105,11.9794,10.9589,9.0909,-19.3644,3.0049,4.1356,4.5517,2.7636,2.6756,2.2393,-3.1185,-0.5435,0.9492,1.2298,2.5656,3.1406,2.4096,3.0288,4.5106,8.4527,8.9423,9.0625,11.6368,9.8278,9.4058,10.8009,11.2053,14.1935,14.6425,15.0998,13.1698,16.455,13.797,14.9583,19.5052,18.9815,17.8336,18.7795,20.7422,21.5392,22.7721,20.7197,21.1768,22.4524,24.2713,25.5784,23.4277,28.1959,29.6586,25.1949,22.8633,23.991,21.8953,19.534,20.047,22.6968,22.3963,20.6989,20.1007,24.1612,23.3908,21.524,21.5996,24.2,20.8003,18.405,19.2393,22.8344,20.8503,19.1971,20.377,22.7255,22.6082,21.6258,22.4563,23.6805,19.9276,18.666,21.371,24.2172,19.2907,18.854,19.5879,25.8034,26.3775,26.7014,24.6533,27.9398,25.7098,23.4357,22.986,25.6056,25.4756,24.3053,25.6497,28.3638,26.0443,25.0044,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,39.0005,39.0002,38.9992,37.9999,37.9998,,38.0009,38,38.0004,38,38.0001,37.9999,37.9993,,38.0177,37.9989,38.0023,37.9998,37.9999,37.1237,37.069,37.1951,36.8421,,,,37.5,,,,,0,6.7797,7.3394,7.0175,10.0592,11.7647,11.3537,11.2,33.2117,26.9592,26.4151,25.7642,,30.6452,29.8851,29.7872,28.3019,27.2727,17.9487,,,26.3158,26.9231,25.4545,27.5862,28.125,28.2353,27.8912,31.2354,33.3333,32.4153,10.084,32.0096,32.2314,28.593,24.8266,30.3239,31.8662,31.9287,26.5823,32.0292,31.6149,31.5789,31.619,30.807,32.1039,32.0951,32.0998,29.0038,23.7032,24.2078,21.1133,24.6013,24.2152,23.4845,24.6616,25.2503,25.1738,25.6049,24.5112,25.9959,26.0209,26.868,25.9391,26.1844,26.0168,26.0969,26.1942,26.1796,26.9069,26.2281,26.1453,25.2798,25.6399,25.5325,26.042,26.0091,24.891,22.913,23.015,25.7677,14.5101,13.2867,13.9821,16.4854,16.1821,15.6746,15.1361,14.2063,14.3586,14.3412,14.952,14.3661,15.6403,10.7719,11.601,16.0302,17.0178,15.7114,15.963,15.7904,14.8756,12.5456,14.9715,15.8892,15.7602,15.8704,
