SO US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Accounting Standard,ACCOUNTING_STANDARD,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,623.603,793.985,1098.189,613.223,692.674,759.997,1060.844,811.485,761.497,814.754,1117.939,683.81,754.873,835.933,1219.103,699.793,701.998,887.591,1163.307,723.104,807.819,912.031,1297.329,807.821,884.608,989.726,1286.789,641.34,890.163,919.288,1480.723,845.826,970.433,1149.119,1536.966,768.482,842.96,1011.181,1526.148,920.711,783.832,943.997,1354.943,658.228,803.107,920.417,1325.503,699.973,792.023,935.853,1359.848,651.276,877.283,1077.403,1375.751,727.563,948.094,968.894,1412.004,,902.75,1065.524,1640.644,751.127,942.239,1151.167,1721.232,830.433,1055.23,1212.665,1757.547,786.558,1115.778,1348.169,1838.602,901.304,946.51,1324.715,1830.776,958.146,1343.562,1397.066,1967.443,924.489,1355,1646,2171,1107,1295,1678,2278,1357,893,1212,2076,1372,1287,1698,1894,1087,1535,1691,2265,1186,1579,1852,2720,1258,2075,-789,2872,1632,2249,940,3071,1480,4611,2191,2998,1574,2263,2072,2967,1731,2617,1749,2774,698,2424,2713,3332,1604,2500,2535,3409,2663,2999,3285,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,39.2351,39.5279,39.1226,39.0195,41.3043,42.0306,42.7291,43.3166,41.8432,41.5979,41.569,41.5323,41.3434,40.2799,40.8801,41.4622,41.8947,43.1877,42.8873,42.5699,41.6667,40.3637,39.7092,38.9901,36.7108,36.1749,34.9133,33.1497,32.7968,33.6218,34.9084,37.1417,38.8056,37.9277,37.1109,36.1127,37.1256,37.8906,38.2063,38.5416,37.1647,36.5646,36.1978,36.0275,36.9178,37.0125,36.9132,36.9474,35.4441,35.1226,35.6741,35.5896,36.0679,36.0527,34.6523,34.6018,,,,,32.169,31.812,31.3613,31.5029,32.356,32.3644,32.3852,32.021,31.3424,31.1798,31.163,30.5378,30.3846,29.4248,29.8638,31.2025,32.1423,33.6159,33.3986,32.9534,32.2678,32.6048,33.4371,34.3813,35.561,36.0543,36.9685,38.4634,39.9589,36.8746,33.9745,32.8411,32.4984,33.3464,35.63,34.0153,32.2504,34.4495,34.6605,36.6055,38.1783,38.8542,39.5063,40.1302,37.2386,36.4706,23.2447,23.9826,25.14,25.237,32.2842,33.1778,32.9432,44.828,51.5905,51.6436,53.1024,42.9298,43.3494,44.0016,44.3337,44.1388,41.4923,39.4916,33.9117,32.0532,33.2921,32.7405,34.4035,34.8631,36.0576,38.2708,43.9829,45.6588,47.2794,
EBIT,EBIT,377.301,548.422,841.639,376.638,450.041,516.373,816.206,574.38,517.336,579.246,867.762,444.656,507.237,586.14,954.74,450.877,442.905,627.282,895.873,459.94,537.371,646.4,996.616,510.613,583.288,687.403,977.31,353.537,542.334,583.263,1052.526,486.877,590.263,648.744,1066.744,346.249,484.975,667.306,1179.111,447.608,427.943,598.165,1038.79,339.102,475.314,584.814,997.885,332.987,517.5,658.713,1070.052,334.735,588.083,781.222,1094.349,431.346,654.266,694.917,1112.97,792,559.679,721.39,1276.976,404,590.293,807.065,1357.713,469,691.327,844.057,1381.583,409.033,708.089,924.068,1404.696,463,489.677,886.194,1415.276,481,921.994,951.051,1458.515,470,854,1136,1652,589,766,1143,1740,814,325,640,1491,799,700,1103,1278,592,957,1098,1649,578,940,1185,1917,444,1252,-1649,1991,739,1376,63,2174,578,3691,1342,2013,690,1263,1058,1835,729,1598,708,1723,-331,1384,1655,2193,138,1218,1290,2110,1207,1703,1939,
Gross Margin,GROSS_MARGIN,64.855,62.5045,64.3217,63.3566,66.4783,65.9041,67.3902,65.6055,69.2059,66.6785,68.4436,68.5117,70.0145,68.7177,69.2254,69.6262,70.9873,71.9781,73.1353,71.0155,73.6491,71.7748,71.7171,69.1544,67.9533,69.3337,69.3245,63.8013,63.4735,63.1816,54.9863,52.5358,68.8777,68.4394,69.1125,66.4774,67.771,67.7171,66.7048,71.6352,70.8276,68.2574,65.6077,67.656,68.2088,66.7329,65.5914,70.7111,71.0059,69.2034,68.3278,67.4641,66.8053,69.6484,67.5817,71.7135,66.3268,63.8383,65.9887,65.1599,65.4529,64.1973,59.7155,57.7075,62.3618,59.7246,59.0068,60.9454,59.4976,58.7044,58.192,57.7116,58.0536,56.8386,53.3569,54.2872,58.7075,59.2726,59.4078,59.2877,57.383,58.2319,59.0412,58.7908,60.7178,59.7877,60.888,63.3929,66.5649,65.5585,65.9933,66.5406,65.1783,64.6491,65.6169,64.655,60.5082,64.2937,65.3493,65.473,67.5831,68.3883,68.2837,73.2063,72.5701,71.5183,70.5619,65.7402,65.6559,69.6317,71.5368,64.825,62.6962,67.1939,70.9206,63.6875,66.2971,72.7344,74.6622,70.3093,73.8741,77.5108,76.7616,72.4643,70.8968,73.0858,72.395,63.1698,62.2894,62.6839,58.773,54.8886,64.2438,73.6082,74.1834,69.9586,70.96,75.7079,
Operating Margin,OPER_MARGIN,22.6258,27.1705,34.5276,20.3434,25.2373,25.6215,34.5376,30.4206,28.6155,28.7961,36.3752,23.8041,27.5738,28.3416,36.214,23.1804,22.9196,30.3257,37.6206,24.0209,27.8569,29.6029,36.1244,22.1184,24.1465,27.0784,33.5081,14.215,20.9848,21.4656,25.8529,15.0355,23.4817,22.2677,30.8594,13.7448,19.8633,23.9085,31.5553,17.1123,20.859,23.7109,32.4888,14.7803,20.9434,22.8282,31.5341,15.4217,23.3783,25.0388,32.9449,13.6258,23.0359,27.3229,32.9713,17.1184,23.7565,23.0954,32.3463,14.5535,20.0816,23.1241,29.3027,12.2834,19.2701,22.4715,29.8439,14.8794,20.2814,22.3773,28.5921,12.2452,19.2263,21.9223,25.8859,12.1778,13.3561,22.8097,30.2314,13.7037,22.1776,22.6041,27.4161,12.4635,21.2861,25.1272,30.4348,15.9361,21.2542,27.338,34.4623,21.9822,8.3397,15.073,29.719,20.3463,15.0732,24.6922,23.9371,14.6209,22.8783,25.317,30.5314,16.1996,23.5471,26.5755,30.6034,8.5698,21.6947,-30.3683,32.1077,13.1284,21.5945,1.1196,35.2979,10.8301,68.2003,26.324,33.578,14.0415,25.1694,22.9004,32.6512,14.2466,27.0389,13.6206,27.621,-5.7396,20.8183,22.967,26.1757,1.9583,18.7963,22.4426,30.2292,19.9669,25.6244,30.0015,
Profit Margin,PROF_MARGIN,8.5742,12.1236,8.8751,6.2101,9.2097,9.8158,16.8726,11.8213,11.7127,12.3689,18.0368,8.895,10.9433,13.2262,17.6189,8.0187,8.4317,13.4365,18.3923,10.2964,11.8604,13.2703,17.7832,8.0074,10.5301,12.1709,16.7932,7.2463,8.7289,9.4898,10.3235,7.1417,11.2757,10.7355,16.2276,-0.2445,11.2105,13.0686,17.8474,6.6002,14.2513,15.4175,20.6605,6.9337,16.1528,12.4633,18.9904,7.5111,10.3302,12.7639,18.4675,6.0538,11.8512,15.2964,18.6447,5.4075,12.2225,12.02,18.9454,7.4972,11.588,12.6368,16.7427,5.0775,8.8344,10.9489,16.4221,6.2183,10.2333,11.6461,15.9859,6.6296,10.193,10.2623,14.6804,4.8922,3.8708,12.7358,17.2204,7.6068,12.2844,12.511,15.6663,4.4816,10.9172,13.7138,17.1887,7.4946,10.6548,15.2834,19.6673,10.775,2.4891,7.3716,17.3211,10.9753,7.9242,14.0587,13.7666,7.8291,12.5508,14.8259,17.9596,7.9316,12.5251,14.2409,18.3589,4.0147,11.5924,-25.2302,17.4004,8.9181,14.7834,-2.6657,18.9641,5.2839,38.5809,17.6932,22.0183,9.0558,17.3774,13.3333,22.331,7.6412,19.2724,7.2336,17.714,-3.6587,15.5836,15.4177,17.6056,-1.2204,13.3025,14.579,20.3725,14.1439,16.9877,18.6136,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105286.351,,,,79098.1819,,,,79386.5064,,,,88170.324,,,,82658.9465,,,,93843.3799,,,,,,,,,,,,128707.8344,,,,,,,,124910.6275,,,,139389.9399,,,,134420.9559,,,,145373.9399,,,,140122.0761,,,,140058.2473,,,,149315.5894,,,,153551.5188,,,,133617.9455,,,,161830.392,,,,179587.7999,,,,176220.0357,,,,175857.9966,,,,184729.2419,,,,211245.4212,,,,254404.3321,,,,215124.5552,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,9.2703,8.5746,11.0993,12.7381,13.4579,14.1754,14.1801,13.4169,13.2752,13.4874,13.5082,13.4339,12.8699,12.7739,11.9679,12.4652,13.0719,13.1015,13.2842,13.0458,13.2166,13.2652,12.8661,12.5317,11.9913,11.0401,9.7564,10.3057,10.8041,11.3125,12.4395,10.0494,9.8686,10.3773,11.2354,13.4309,14.0109,14.3673,13.9817,13.2,14.3188,16.0158,14.5273,13.5161,12.4996,15.4912,15.2277,15.5794,16.186,16.8455,16.1688,16.0584,16.1653,14.9226,14.5976,,17.0428,,,,14.4792,,,14.2594,14.8596,14.9661,14.5375,14.5984,14.5929,14.1838,13.6706,13.5772,11.6868,11.8307,11.383,11.6879,14.1601,13.9557,13.5411,12.7088,12.0179,12.2789,12.3643,13.0432,12.5805,12.3512,12.285,13.101,11.5458,9.6062,8.6217,8.8138,10.3161,11.8935,10.8399,10.1651,10.9346,10.8816,11.826,11.6771,11.5059,11.1003,11.1566,10.796,11.4053,2.7012,2.2332,3.442,4.5087,9.994,9.9839,9.1062,13.1943,17.513,17.4728,18.1474,13.0091,11.8604,11.3652,11.2407,12.0448,11.2585,10.5128,8.57,8.0664,10.6271,11.3336,12.0929,11.4033,10.3867,9.694,12.8597,13.5921,15.026,
Return on Assets,RETURN_ON_ASSET,,,,,3.2467,3.014,3.8359,4.3017,4.503,4.7009,4.8305,4.585,4.3604,4.4239,4.4969,4.4584,4.1566,4.1102,3.9714,4.064,4.3221,4.3272,4.2635,4.1462,4.3034,4.3192,4.1098,4.054,3.7811,3.5626,3.3194,3.4623,3.4564,3.5565,3.8926,3.2212,3.2394,3.2547,3.503,3.9631,4.0511,3.9456,3.7051,4.3034,4.502,4.3773,3.9435,4.7364,4.2482,4.3831,4.3313,4.2614,4.3995,4.6079,4.6139,4.4731,4.4829,4.1988,4.2233,,4.802,,,,4.0417,,,3.8846,4.0566,4.076,4.0221,4.0204,4.0325,3.917,3.872,3.8043,3.2388,3.2955,3.273,3.4064,4.0704,4.0663,4.0553,3.8094,3.6558,3.7669,3.849,3.9685,3.854,3.8197,3.8439,3.9456,3.456,2.8865,2.6496,2.6783,3.0926,3.5225,3.2671,3.039,3.232,3.1583,3.4367,3.2595,3.1873,2.8936,2.8286,2.6519,2.8245,0.6585,0.5409,0.7975,1.0419,2.143,2.2177,1.9674,3.0027,3.9008,4.0051,4.0363,3.0384,2.7733,2.6484,2.594,2.7849,2.5737,2.399,1.9236,1.8155,2.3695,2.6051,2.6949,2.5528,2.3062,2.2297,2.9006,3.0879,3.3033,
Return on Capital,RETURN_ON_CAP,,,,,7.4267,7.0328,8.1575,8.7414,8.9171,9.0997,9.3654,9.0349,8.8256,8.9753,9.0998,8.9619,8.6291,8.2887,8.1916,8.2309,8.5787,8.5409,8.4377,8.3476,8.6208,8.6738,8.4118,8.1053,7.5078,7.3087,6.9,7.4077,7.1804,7.4816,8.3173,7.0782,7.0155,6.8872,7.5978,8.9873,8.4179,7.9224,7.1958,7.8348,7.6498,7.6121,7.1992,8.3319,7.6159,8.0228,8.164,8.1122,8.283,8.5645,8.6172,8.5383,8.4743,8.0744,8.1276,,9.7308,,,,8.0694,,,8.091,8.1563,8.2315,8.1716,8.2202,8.0732,7.8861,7.7347,7.5639,6.5426,6.6007,6.535,6.7163,7.666,7.5282,7.5345,7.1337,6.8385,6.9151,7.0165,7.2522,6.9901,7.0037,7.0781,7.2668,6.4539,5.6023,5.2684,5.3037,5.8575,6.4581,6.1222,5.8399,6.071,5.9129,6.3707,6.1505,6.0043,5.484,5.6594,5.5692,5.8736,2.8205,2.2801,3.169,3.3249,5.1894,5.4007,5.0276,5.9727,7.4024,7.5703,7.6502,6.3461,5.9863,5.7744,5.7434,5.9072,5.5961,5.2241,4.6104,4.3921,5.0782,5.4595,5.581,5.4249,5.2491,5.2693,6.2551,6.4493,6.7435,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,6.9915,6.7236,6.6034,7.0667,7.2202,7.3623,7.6458,7.3583,7.1197,7.1625,7.2975,7.1366,6.8154,6.6682,6.5616,6.5203,6.7954,6.7766,6.6908,6.6759,6.8054,6.9099,6.5918,6.1807,5.7799,5.5323,5.4898,5.8643,5.7258,5.8458,6.2062,5.1436,4.9447,4.9162,5.0709,6.1013,5.6788,5.2606,4.8068,5.3848,5.2043,5.4195,5.2328,6.1636,6.1311,6.5361,6.6442,6.6395,6.9827,6.999,7.0012,7.3469,7.5753,7.0829,7.0018,,7.9221,,,,6.5991,,,6.5964,6.7241,6.713,6.4892,6.4149,6.3772,6.4062,6.3017,5.7389,4.9973,4.973,4.9291,5.2705,6.1776,6.1134,6.1576,5.946,5.6501,5.6854,5.6468,5.7769,5.6272,5.6354,5.7001,5.8666,5.3122,4.6383,4.3593,4.4533,4.8651,5.3192,4.9647,4.6352,4.8469,4.7297,5.0653,4.9549,4.7951,4.4519,4.4569,4.2541,4.4347,1.7431,1.454,1.9369,2.3068,3.7815,3.939,3.7007,4.7051,5.8786,5.9778,5.9395,4.5876,4.2762,4.039,4.0569,4.2329,4.09,3.7697,3.0189,2.7572,3.1914,3.5119,3.7072,3.6051,3.4461,3.4284,4.3503,4.6935,4.9531,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,64.855,62.5045,64.3217,63.3566,66.4783,65.9041,67.3902,65.6055,69.2059,66.6785,68.4436,68.5117,70.0145,68.7177,69.2254,69.6262,70.9873,71.9781,73.1353,71.0155,73.6491,71.7748,71.7171,69.1544,67.9533,69.3337,69.3245,63.8013,63.4735,63.1816,54.9863,52.5358,68.8777,68.4394,69.1125,66.4774,67.771,67.7171,66.7048,71.6352,70.8276,68.2574,65.6077,67.656,68.2088,66.7329,65.5914,70.7111,71.0059,69.2034,68.3278,67.4641,66.8053,69.6484,67.5817,71.7135,66.3268,63.8383,65.9887,65.1599,65.4529,64.1973,59.7155,57.7075,62.3618,59.7246,59.0068,60.9454,59.4976,58.7044,58.192,57.7116,58.0536,56.8386,53.3569,54.2872,58.7075,59.2726,59.4078,59.2877,57.383,58.2319,59.0412,58.7908,60.7178,59.7877,60.888,63.3929,66.5649,65.5585,65.9933,66.5406,65.1783,64.6491,65.6169,64.655,60.5082,64.2937,65.3493,65.473,67.5831,68.3883,68.2837,73.2063,72.5701,71.5183,70.5619,65.7402,65.6559,69.6317,71.5368,64.825,62.6962,67.1939,70.9206,63.6875,66.2971,72.7344,74.6622,70.3093,73.8741,77.5108,76.7616,72.4643,70.8968,73.0858,72.395,63.1698,62.2894,62.6839,58.773,54.8886,64.2438,73.6082,74.1834,69.9586,70.96,75.7079,
Operating Margin,OPER_MARGIN,22.6258,27.1705,34.5276,20.3434,25.2373,25.6215,34.5376,30.4206,28.6155,28.7961,36.3752,23.8041,27.5738,28.3416,36.214,23.1804,22.9196,30.3257,37.6206,24.0209,27.8569,29.6029,36.1244,22.1184,24.1465,27.0784,33.5081,14.215,20.9848,21.4656,25.8529,15.0355,23.4817,22.2677,30.8594,13.7448,19.8633,23.9085,31.5553,17.1123,20.859,23.7109,32.4888,14.7803,20.9434,22.8282,31.5341,15.4217,23.3783,25.0388,32.9449,13.6258,23.0359,27.3229,32.9713,17.1184,23.7565,23.0954,32.3463,14.5535,20.0816,23.1241,29.3027,12.2834,19.2701,22.4715,29.8439,14.8794,20.2814,22.3773,28.5921,12.2452,19.2263,21.9223,25.8859,12.1778,13.3561,22.8097,30.2314,13.7037,22.1776,22.6041,27.4161,12.4635,21.2861,25.1272,30.4348,15.9361,21.2542,27.338,34.4623,21.9822,8.3397,15.073,29.719,20.3463,15.0732,24.6922,23.9371,14.6209,22.8783,25.317,30.5314,16.1996,23.5471,26.5755,30.6034,8.5698,21.6947,-30.3683,32.1077,13.1284,21.5945,1.1196,35.2979,10.8301,68.2003,26.324,33.578,14.0415,25.1694,22.9004,32.6512,14.2466,27.0389,13.6206,27.621,-5.7396,20.8183,22.967,26.1757,1.9583,18.7963,22.4426,30.2292,19.9669,25.6244,30.0015,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,62.8836,-1048.3788,-34.2103,538.4258,273.0126,,230.6747,-643.7596,,12.1835,34.6813,8.0691,,11455.9823,-23.0809,,,16.6121,26.686,12.8681,9.4368,11.5502,,,,,6.5146,17.7522,,33.377,,-19.557,-145.9291,,40.1506,104.9405,-14.625,-25.7664,-26.0204,-33.7577,21.7383,,-124.2784,-4.5275,,107.1497,86.3789,0.5877,20.8017,53.6259,34.1788,152.9938,32.9026,,15.3002,12.3418,,23.9042,17.8834,-18.0214,11.0828,18.157,42.1614,,29.2505,20.5027,8.4446,,6.1121,18.0506,3.8881,11.6903,-1315.4972,-11.4762,,,88.0465,20.126,6.7727,,-46.7901,58.9797,179.0069,,-21.5686,,,3214.2857,,,-778.125,,50.2008,209.5023,,,,-3.8462,598.3871,-2.9106,-8.9005,71.3115,31.0545,,17.5379,,,65.8482,20.6323,869.0355,,-55.137,,,-98.1707,,-616.2437,-59.4142,-47.4667,19.2118,37.5561,,,,,47.1614,21.9626,36.6406,-98.8095,-25.0343,-5.9371,,292.1687,90.7692,
Pretax Margin,PRETAX_INC_TO_NET_SALES,12.6435,18.4976,27.6661,8.7724,14.7516,15.7634,27.7496,18.2435,18.6315,19.8046,28.8547,12.9247,17.8183,20.0344,29.2636,13.2883,13.9446,22.5556,30.0235,16.1908,19.3002,22.4339,29.1779,13.3512,17.2865,19.5213,27.5463,11.5634,14.8139,15.3017,17.7506,10.3054,17.0634,16.8211,25.4153,4.4246,16.5331,19.0673,31.8159,10.0278,14.1274,17.855,27.7181,6.2536,14.7931,17.7945,27.9781,8.663,15.588,18.6511,26.8506,5.4208,16.5831,21.7934,27.0571,6.4481,16.6907,17.305,27.8276,7.4237,14.1164,17.3951,25.01,5.716,12.2794,17.2013,25.3339,7.6777,14.7976,17.0964,25.2006,7.4851,15.0299,15.599,22.6876,6.9174,8.4304,18.5455,26.5326,9.5726,17.9535,18.3935,23.9733,7.1599,16.675,21.4333,27.1923,10.092,16.2042,23.1524,30.9368,17.1483,3.2846,11.0928,26.6494,15.8645,11.714,21.2447,21.1088,10.2494,19.1011,21.7893,27.2172,11.2388,17.986,20.3633,25.7982,4.613,16.9815,-35.6354,27.3988,5.7737,16.4626,-4.7272,29.9562,2.2485,63.1744,21.1063,28.5571,6.8173,19.6493,13.5498,28.0427,5.9996,21.9459,7.0027,23.7576,-9.8145,17.509,19.3311,22.6904,-3.3206,13.8272,16.023,24.7708,13.2341,19.4704,22.8686,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,8.5742,12.1236,17.8184,6.2101,9.2097,9.8158,16.8726,11.8213,11.7127,12.3689,18.0368,8.895,10.9433,13.2262,17.6189,8.0187,8.4317,13.4365,18.3923,10.2964,12.0266,13.2703,17.7832,8.4028,10.5071,12.2254,16.9223,7.5917,9.3294,9.9617,9.9439,7.6393,11.9356,11.186,17.0168,0.6689,12.0848,13.6003,21.0191,7.6819,9.6555,11.9953,17.8384,4.8353,9.9487,12.378,18.9904,7.5105,10.3302,12.7639,18.4675,6.0538,11.8368,15.2964,18.6447,5.4221,12.2225,12.02,18.9455,7.4972,11.3935,12.7007,16.9456,5.0775,8.7857,11.0131,16.4243,6.2183,10.2333,11.6461,15.9859,6.6296,10.193,10.2623,14.6804,4.8922,3.8708,12.7358,17.2204,7.6068,12.2844,12.511,15.6663,4.4816,10.9172,13.7138,17.1887,7.4946,10.6548,15.2834,19.6673,10.775,2.4891,7.3716,17.3211,10.9753,7.9242,14.0587,13.7666,7.8291,12.5508,14.8259,17.9596,7.9316,12.5501,14.51,18.7899,3.9568,11.5231,-24.825,17.8842,8.8826,14.6893,-2.257,19.8409,5.0403,38.0451,18.2621,22.4354,8.3232,16.7597,13.4416,22.8292,6.9767,18.731,7.2336,17.7942,-4.9072,14.9067,15.1124,17.7489,-1.9583,12.3302,14.318,20.5158,13.1679,16.115,18.3816,
Net Income Margin,PROF_MARGIN,8.5742,12.1236,8.8751,6.2101,9.2097,9.8158,16.8726,11.8213,11.7127,12.3689,18.0368,8.895,10.9433,13.2262,17.6189,8.0187,8.4317,13.4365,18.3923,10.2964,11.8604,13.2703,17.7832,8.0074,10.5301,12.1709,16.7932,7.2463,8.7289,9.4898,10.3235,7.1417,11.2757,10.7355,16.2276,-0.2445,11.2105,13.0686,17.8474,6.6002,14.2513,15.4175,20.6605,6.9337,16.1528,12.4633,18.9904,7.5111,10.3302,12.7639,18.4675,6.0538,11.8512,15.2964,18.6447,5.4075,12.2225,12.02,18.9454,7.4972,11.588,12.6368,16.7427,5.0775,8.8344,10.9489,16.4221,6.2183,10.2333,11.6461,15.9859,6.6296,10.193,10.2623,14.6804,4.8922,3.8708,12.7358,17.2204,7.6068,12.2844,12.511,15.6663,4.4816,10.9172,13.7138,17.1887,7.4946,10.6548,15.2834,19.6673,10.775,2.4891,7.3716,17.3211,10.9753,7.9242,14.0587,13.7666,7.8291,12.5508,14.8259,17.9596,7.9316,12.5251,14.2409,18.3589,4.0147,11.5924,-25.2302,17.4004,8.9181,14.7834,-2.6657,18.9641,5.2839,38.5809,17.6932,22.0183,9.0558,17.3774,13.3333,22.331,7.6412,19.2724,7.2336,17.714,-3.6587,15.5836,15.4177,17.6056,-1.2204,13.3025,14.579,20.3725,14.1439,16.9877,18.6136,
