VMC US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,18.677,39.664,42.128,19.809,-2.219,25.879,30.226,-1.306,7.637,30.237,35.755,20.356,-0.526,31.641,36.564,20.55,-5.226,33.734,37.6,31.868,15.962,47.731,59.148,43.399,20.131,58.552,62.109,47.803,21.926,62.764,73.306,51.149,36.509,70.03,89.927,59.443,26.365,62.726,85.784,64.818,22.849,74.001,82.089,33.111,0.345,79.031,90.726,44.095,13.035,62.349,77.317,35.227,-17.693,53.172,100.625,58.177,14.995,87.796,100.967,85.327,54.351,121.547,122.216,90.643,70.085,150.633,135.687,113.86,88.874,142.011,135.413,84.763,13.79,140.616,59.05,14.813,-32.78,22.212,54.232,-13.349,-38.747,-23.992,13.246,-46.997,-54.733,-8.139,19.959,-27.864,-52.053,-18.283,14.26,3.483,-54.836,28.772,41.363,9.083,53.995,45.967,66.939,38.021,-39.678,48.162,123.805,88.887,40.158,123.75,142.024,112.601,44.921,120.139,108.579,327.546,52.979,159.652,179.151,124.023,63.299,197.558,215.713,141.092,60.258,209.916,199.788,114.5,160.6,195.344,176.76,137.6,92.1,187.4,177.1,119.8,120.9,308.6,277.3,228.1,102.9,308.3,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.412,-2.06,-3.861,-1.51,-5.375,-0.598,-1.502,-1.008,1.411,-3.02,0.498,-1.375,-0.144,-2.852,1.476,0.849,0,0,2.005,0,,,,,0,0,0,0,,,,0.151,-0.143,-0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-0.146,-0.4,0.3,0.1,0,0.4,0.2,0,0.8,0.6,0.2,0.3,
"Net Income, GAAP",NET_INCOME,18.677,39.664,42.128,19.809,-2.219,25.879,30.226,-1.306,7.637,30.237,35.755,20.356,-0.526,31.641,36.564,20.55,-5.226,33.734,37.6,31.868,15.962,47.731,59.148,43.399,20.131,58.552,62.109,47.803,21.926,62.764,73.306,51.149,36.509,70.03,89.927,59.443,26.365,62.726,85.784,64.818,23.261,76.061,85.95,34.621,5.72,79.629,92.228,45.103,11.624,65.369,76.819,36.602,-17.549,56.024,99.149,57.328,14.995,87.796,98.962,85.327,54.351,121.547,122.216,90.643,70.085,150.633,135.687,113.86,88.874,142.011,135.413,84.612,13.933,140.755,59.05,14.813,-32.78,22.212,54.232,-13.349,-38.747,-23.992,13.246,-46.997,-54.733,-8.139,19.959,-27.864,-52.053,-18.283,14.26,3.483,-54.836,28.772,41.363,9.083,53.995,45.967,66.939,38.021,-39.678,48.162,123.805,88.887,40.158,123.75,142.024,112.601,44.921,120.139,108.579,327.546,52.979,159.652,179.151,124.023,63.299,197.558,215.713,141.092,60.258,209.916,199.788,114.5,160.6,195.344,176.906,138,91.8,187.3,177.1,119.4,120.7,308.6,276.5,227.5,102.7,308,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,18.677,39.664,42.128,19.809,-2.219,25.879,30.226,-1.306,7.637,30.237,35.755,20.356,-0.526,31.641,36.564,20.55,-5.226,33.734,37.6,31.868,15.962,47.731,59.148,43.399,20.131,58.552,62.109,47.803,21.926,62.764,73.306,51.149,36.509,70.03,89.927,59.443,26.365,62.726,85.784,64.818,23.261,76.061,85.95,34.621,5.72,79.629,92.228,45.103,11.624,65.369,76.819,36.602,-17.549,56.024,99.149,57.328,14.995,87.796,98.962,85.327,54.351,121.547,122.216,90.643,70.085,150.633,135.687,113.86,88.874,142.011,135.413,84.612,13.933,140.755,59.05,14.813,-32.78,22.212,54.232,-13.349,-38.747,-23.992,13.246,-46.997,-54.733,-8.139,19.959,-27.864,-52.053,-18.283,14.26,3.483,-54.836,28.772,41.363,9.083,53.995,45.967,66.939,38.021,-39.678,48.162,123.805,88.887,40.158,123.75,142.024,112.601,44.921,120.139,108.579,327.546,52.979,159.652,179.151,124.023,63.299,197.558,215.713,141.092,60.258,209.916,199.788,114.5,160.6,195.344,176.906,138,91.8,187.3,177.1,119.4,120.7,308.6,276.5,227.5,102.7,308,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,18.677,39.664,42.128,19.809,-2.219,25.879,30.226,-1.306,7.637,30.237,35.755,20.356,-0.526,31.641,36.564,20.55,-5.226,33.734,37.6,31.868,15.962,47.731,59.148,43.399,20.131,58.552,62.109,47.803,21.926,62.764,73.306,51.149,36.509,70.03,89.927,59.443,26.365,62.726,85.784,64.818,23.261,76.061,85.95,34.621,5.72,79.629,92.228,45.103,11.624,65.369,76.819,36.602,-17.549,56.024,99.149,57.328,14.995,87.796,98.962,85.327,54.351,121.547,122.216,90.643,70.085,150.633,135.687,113.86,88.874,142.011,135.413,84.612,13.933,140.755,59.05,14.813,-32.78,22.212,54.232,-13.349,-38.747,-23.992,13.246,-46.997,-54.733,-8.139,19.959,-27.864,-52.053,-18.283,14.26,3.483,-54.836,28.772,41.363,9.083,53.995,45.967,66.939,38.021,-39.678,48.162,123.805,88.887,40.158,123.75,142.024,112.601,44.921,120.139,108.579,327.546,52.979,159.652,179.151,124.023,63.299,197.558,215.713,141.092,60.258,209.916,199.788,114.5,160.6,195.344,176.906,138,91.8,187.3,177.1,119.4,120.7,308.6,276.5,227.5,102.7,308,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4606,159.3326,-1.6269,-0.4251,-4.8724,-10.6931,-31.4412,25.1147,-0.3094,-5.9098,-16.9,-1.8974,-39.9588,6.0444,2.3004,15.2484,1.4645,-30.0164,-1.6907,-13.1332,-6.0775,-1.5477,-147.7171,0.4843,3.1798,0.2763,-0.7332,5.7389,-2.2255,8.3534,13.8203,-4.0723,-7.2579,-6.2325,1.9188,-1.8025,-0.383,-295.9366,0.109,2.7697,6.6992,1.9276,-5.7646,-2.7263,5.2345,-6.6297,0.7655,3.9958,3.653,24.3123,-88.085,4.4943,14.3627,28.756,1.58,1.896,38.947,33.18,-0.632,-9.559,19.908,-80.738,-0.395,-1.58,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,-3.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047,0.468,0.885,19.692,10.294,-5.093,3.609,5.678,-4.205,-8.976,-20.587,-32.917,-19.595,6.105,1.485,1.82,1.715,5.243,1.187,0.465,1.67,8.515,1.527,0.552,0.47,0.766,0.661,0.525,-6.651,-6.308,0.767,-5.727,1.477,-2.655,0.852,-9.889,1.037,2.453,1.921,-4.997,1.298,1.361,1.005,-6.783,1.356,0.787,1.013,0.51,0.544,0.842,0.327,3.011,1.657,2.397,4.672,1.807,2.532,3.113,-4.536,-1.398,-8.39,1.571,0.423,0.416,0.65,0.713,0.256,0.636,0.349,2.353,1.504,-0.26,1.041,1.337,1.4,1.1,1.436,0.212,0.7,1.8,13.1,1.2,2.5,2.1,3.7,2.8,2.2,1.7,2,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,118.212,116.997,115.974,114.3495,114.711,114.645,114.543,114.0045,114.444,113.631,112.902,112.6065,112.236,111.66,110.154,110.541,110.154,110.313,110.289,109.455,108.282,108.564,107.952,106.428,104.127,105.183,104.094,103.596,102.12,101.328,101.433,101.064,100.824,101.148,100.848,100.584,100.764,100.962,101.055,100.799,100.734,100.932,101.203,101.272,101.323,101.407,101.504,101.544,101.614,101.706,101.749,101.764,101.779,101.798,101.859,101.956,102.188,102.389,102.502,102.7,102.935,102.259,102.32,101.2,100.552,99.43,95.708,94.704,95.172,95.578,95.763,101.574,108.644,109.922,110.114,110.394,110.598,113.477,125.361,125.889,126.692,128.168,128.602,128.673,129.078,129.446,129.493,129.502,129.593,129.676,129.753,129.954,130.186,130.25,130.266,130.383,130.81,131.149,131.797,132.069,132.659,133.103,133.474,133.592,133.821,133.419,133.019,132.571,132.636,132.413,132.484,132.519,132.69,132.437,132.392,132.06,132.043,132.269,132.414,132.467,132.567,132.552,132.573,132.6,132.7,132.781,132.81,132.8,133,133,133,133,133.2,133.2,133,132.7,132.4,132.4,
"Basic EPS, GAAP",IS_EPS,0.1567,0.34,0.36,0.1767,-0.02,0.2267,0.2633,-0.01,0.0667,0.2667,0.3133,0.1833,-0.0033,0.28,0.33,0.19,-0.0467,0.3067,0.34,0.29,0.1467,0.44,0.5467,0.41,0.1933,0.5567,0.5967,0.4633,0.21,0.62,0.72,0.51,0.36,0.69,0.89,0.59,0.26,0.62,0.85,0.64,0.23,0.75,0.85,0.34,0.06,0.79,0.91,0.44,0.11,0.64,0.75,0.36,-0.17,0.55,0.97,0.56,0.15,0.86,0.97,0.83,0.53,1.19,1.19,0.89,0.7,1.51,1.42,1.2,0.93,1.49,1.41,0.83,0.13,1.28,0.54,0.13,-0.3,0.2,0.43,-0.11,-0.31,-0.19,0.1,-0.37,-0.42,-0.06,0.15,-0.22,-0.4,-0.14,0.11,0.03,-0.42,0.22,0.32,0.07,0.41,0.35,0.51,0.29,-0.3,0.36,0.93,0.67,0.3,0.93,1.07,0.85,0.34,0.91,0.82,2.47,0.4,1.21,1.35,0.94,0.48,1.49,1.63,1.07,0.45,1.58,1.51,0.86,1.21,1.47,1.33,1.04,0.69,1.41,1.33,0.9,0.91,2.32,2.08,1.71,0.78,2.33,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,0.1567,0.34,0.36,0.1767,-0.02,0.2267,0.2633,-0.01,0.04,0.2667,0.3133,0.1833,-0.0033,0.28,0.33,0.19,-0.0467,0.3067,0.34,0.29,0.1467,0.44,0.5467,0.41,0.1933,0.5567,0.5967,0.4633,0.21,0.62,0.72,0.51,0.36,0.69,0.89,0.59,0.26,0.62,0.85,0.64,0.23,0.75,0.85,0.34,0.06,0.79,0.91,0.44,0.11,0.66,0.76,0.37,0.02,0.65,0.92,0.6,0.2,0.82,0.9,0.63,0.21,1,1.25,0.91,0.72,1.53,1.47,1.21,0.94,1.5,1.5,0.848,0.13,1.28,0.54,0.14,-0.29,0.14,0.38,-0.1,-0.35,-0.18,0.08,-0.36,-0.5,-0.05,0.17,-0.2,-0.44,-0.13,0.12,0.03,-0.47,0.23,0.32,0.08,0.42,0.35,0.51,0.29,-0.28,0.37,0.95,0.7,0.31,0.95,1.09,0.82,0.33,0.84,0.83,2.47,0.4,1.21,1.36,0.94,0.48,1.5,1.65,1.08,0.45,1.59,1.52,0.87,1.22,1.48,1.33,1.04,0.7,1.51,1.34,0.92,0.92,2.34,2.1,1.73,0.79,2.34,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,0.1767,,,,-0.01,,,,0.1833,,,,0.19,,,,0.29,0.1467,0.44,0.5467,0.41,0.1933,0.5567,0.5967,0.4633,0.21,0.62,0.72,0.51,0.307,0.69,0.89,0.59,0.26,0.62,0.85,0.64,0.23,0.75,0.85,0.34,0.06,0.79,0.91,0.53,0.11,0.66,0.76,0.37,0.02,0.65,0.92,0.6,0.2,0.82,0.9,0.63,0.21,1,1.25,0.91,0.71,1.52,1.47,1.2,0.94,1.47,1.46,0.83,0.11,0.77,0.52,1.58,-0.3064,0.1334,0.3434,-0.1849,-0.5992,0.0203,0.0799,-0.4046,-0.6316,-0.0695,-0.1355,-0.1537,-0.4225,-0.0134,0.1317,-0.1964,-0.4863,0.1305,0.2769,0.0656,-0.7126,0.3583,0.5384,0.2925,-0.2819,0.4174,0.9288,0.7629,0.4169,0.916,1.0365,0.7681,0.3426,0.8303,0.8285,0.2417,0.4032,1.2313,1.4092,0.9557,0.4405,1.4756,1.6864,1.0264,0.4584,1.6216,1.5446,1.0574,0.5547,1.5158,1.4418,1.261,0.7156,1.521,1.6334,1.166,0.9172,2.2728,2.2497,1.1225,0.7855,2.3295,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,118.212,116.997,115.974,114.3495,114.711,114.645,114.543,114.0045,114.444,113.631,112.902,112.6065,112.236,111.66,110.154,110.541,110.154,110.313,110.289,109.455,108.282,108.564,107.952,106.428,106.317,105.903,105.267,104.742,103.245,102.606,102.828,102.624,102.153,102.51,102.117,101.922,102.26,102.331,102.264,101.904,101.897,102,102.078,102.081,102.253,102.652,102.608,102.471,102.639,102.747,102.482,102.408,102.371,102.571,102.805,103.08,103.425,103.454,103.659,104.094,104.612,104.026,104.397,103.2,102.346,101.636,97.679,96.961,97.778,98.157,97.888,103.475,109.898,111.117,111.27,111.233,110.598,113.829,125.859,125.889,126.692,128.168,128.91,128.673,129.078,129.446,129.768,129.502,129.593,129.676,130.215,131.008,130.186,131.332,131.32,131.65,132.314,132.876,133.369,133.619,132.659,135.234,135.558,135.711,136.1,135.395,135.823,135.362,134.968,134.735,134.765,134.815,134.359,134.051,133.894,133.369,133.054,133.354,133.375,133.467,133.259,133.115,133.268,133.4,133.4,133.507,133.544,133.6,133.6,133.5,133.6,133.7,133.7,133.8,133.7,133.5,133.1,133.1,
"Diluted EPS, GAAP",IS_DILUTED_EPS,0.1567,0.34,0.36,0.1767,-0.02,0.2267,0.2633,-0.01,0.0667,0.2667,0.3133,0.1833,-0.0033,0.28,0.33,0.19,-0.0467,0.3067,0.34,0.29,0.1467,0.44,0.5467,0.41,0.19,0.55,0.59,0.4567,0.21,0.61,0.71,0.5,0.36,0.68,0.88,0.58,0.26,0.61,0.84,0.64,0.23,0.75,0.84,0.34,0.06,0.78,0.9,0.44,0.11,0.64,0.75,0.36,-0.17,0.55,0.96,0.56,0.14,0.85,0.96,0.82,0.52,1.17,1.17,0.87,0.68,1.48,1.39,1.17,0.91,1.45,1.38,0.82,0.13,1.27,0.53,0.13,-0.3,0.2,0.43,-0.11,-0.31,-0.19,0.1,-0.37,-0.42,-0.06,0.15,-0.22,-0.4,-0.14,0.11,0.03,-0.42,0.22,0.31,0.07,0.41,0.35,0.5,0.28,-0.3,0.36,0.91,0.65,0.3,0.91,1.05,0.83,0.33,0.89,0.81,2.43,0.39,1.19,1.34,0.93,0.48,1.48,1.62,1.06,0.45,1.58,1.5,0.86,1.2,1.46,1.32,1.03,0.69,1.4,1.33,0.89,0.9,2.31,2.07,1.7,0.77,2.31,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,0.1567,0.34,0.36,0.1767,-0.02,0.2267,0.2633,-0.01,0.04,0.2667,0.3133,0.1833,-0.0033,0.28,0.33,0.19,-0.0467,0.3067,0.34,0.29,0.1467,0.44,0.5467,0.41,0.19,0.55,0.59,0.4567,0.21,0.61,0.71,0.5,0.36,0.68,0.88,0.58,0.26,0.61,0.84,0.64,0.23,0.75,0.84,0.34,0.06,0.78,0.9,0.44,0.11,0.66,0.75,0.37,0.02,0.65,0.91,0.59,0.2,0.81,0.89,0.62,0.21,0.98,1.23,0.88,0.7,1.5,1.44,1.19,0.91,1.46,1.47,0.8348,0.13,1.27,0.54,0.14,-0.29,0.14,0.38,-0.1,-0.35,-0.18,0.08,-0.36,-0.5,-0.05,0.17,-0.2,-0.44,-0.13,0.12,0.03,-0.47,0.23,0.32,0.08,0.41,0.35,0.51,0.29,-0.28,0.37,0.93,0.69,0.31,0.93,1.07,0.8,0.32,0.83,0.82,2.43,0.4,1.2,1.34,0.93,0.48,1.48,1.63,1.07,0.45,1.58,1.51,0.87,1.21,1.47,1.33,1.04,0.7,1.5,1.33,0.91,0.92,2.33,2.09,1.72,0.78,2.33,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,0.1567,0.34,0.36,0.1767,-0.02,0.2267,0.2633,-0.01,0.04,0.2667,0.3133,0.1833,-0.0033,0.28,0.33,0.19,-0.0467,0.3067,0.34,0.29,0.1467,0.44,0.5467,0.41,0.19,0.55,0.59,0.4567,0.21,0.61,0.71,0.5,0.307,0.68,0.88,0.58,0.26,0.61,0.84,0.64,0.23,0.75,0.84,0.34,0.06,0.78,0.9,0.53,0.11,0.66,0.75,0.37,0.02,0.65,0.91,0.59,0.2,0.81,0.89,0.62,0.21,0.98,1.23,0.88,0.69,1.49,1.43,1.18,0.91,1.43,1.43,0.82,0.11,0.77,0.52,1.58,-0.3064,0.1334,0.3413,-0.1849,-0.5992,0.016,0.0776,-0.4059,-0.6316,-0.0695,-0.1379,-0.1537,-0.4225,-0.0134,0.1312,-0.1991,-0.4863,0.13,0.2737,0.0656,-0.7126,0.3536,0.5338,0.2921,-0.2855,0.4124,0.9136,0.7516,0.4115,0.8999,1.0166,0.754,0.3342,0.8166,0.8172,0.2349,0.4008,1.2207,1.39,0.9445,0.4367,1.4596,1.6692,1.0203,0.4557,1.61,1.5374,1.0523,0.5497,1.5037,1.4376,1.2552,0.7118,1.5142,1.6215,1.1582,0.9153,2.2586,2.2389,1.1152,0.777,2.3181,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,51.039,87.369,90.27,61.587,29.132,68.953,74.336,50.577,35.999,73.103,80.629,56.949,27.327,71.363,79.293,55.45,18.665,73.321,81.94,70.369,46.997,100.671,121.427,91.67,56.551,112.881,123.622,94.034,59.958,117.103,125.219,101.914,71.57,130.768,164.885,113.432,88.954,152.4,177.023,146.825,92.723,166.825,178.458,134.848,85.435,198.254,216.556,148.386,92.681,169.114,179.969,124.734,80.48,174.342,207.48,156.73,103.18,181.758,209.826,139.249,90.429,208.483,220.659,170.165,152.573,271.99,262.769,229.236,153.594,276.285,275.124,224.416,158.526,254.751,224.772,165.804,97.989,165.284,181.947,97.845,57.427,98.489,148.13,63.506,29.402,115.625,197.616,82.52,38.888,103.778,139.974,134.1,25.539,163.826,178.087,130.06,264.047,171.57,211.487,170.529,77.482,222.161,281.868,243.09,134.327,285.694,299.124,245.377,143.963,268.742,307.113,227.195,162.622,315.886,338.575,276.272,207.131,382.93,412.907,308.77,221.153,411.88,403.701,312.044,364.4,405.326,398.605,374.335,310.2,470.7,477.5,363.3,354.2,624.7,598.3,541.2,341.8,628.5,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,26.261,25.0725,24.0088,22.8593,22.1343,22.512,22.5257,22.6282,22.8824,22.0068,21.4155,20.9315,20.5942,19.7817,19.5959,19.3417,19.4912,20.4851,21.6282,23.4341,24.6935,25.1042,25.3074,25.0933,24.6719,24.3791,24.2513,23.8479,24.0795,24.5142,25.0138,26.8301,27.0573,25.5553,24.075,22.3658,21.6735,21.5376,21.6144,21.4739,20.8721,20.2013,20.6207,21.2747,21.4779,21.9603,21.8588,21.2821,21.0988,20.802,20.5515,20.9389,21.4036,22.9202,24.2134,25.3065,25.8324,24.7658,24.5197,23.9627,23.8224,24.4482,25.6291,26.1369,27.4218,27.6301,27.8376,28.4205,27.929,27.0205,25.3515,23.2525,22.0147,21.6433,20.8584,21.0731,20.1846,19.4508,16.7725,15.6819,14.3639,13.3002,14.1611,16.0143,16.5785,16.6326,16.2279,14.1892,16.2326,15.6987,17.7278,18.5836,17.9561,26.2212,26.0114,26.6208,27.3075,20.6837,21.6054,22.6523,24.0958,24.8602,26.1963,26.9008,26.847,26.8713,25.876,25.4953,24.343,24.4014,24.5422,24.4429,24.9461,25.1467,25.8984,26.4798,26.6121,26.6119,27.2209,27.6406,27.7709,30.6002,30.2273,28.9082,27.785,24.7067,23.4797,22.7097,22.1689,22.4382,23.9999,25.2682,27.2218,27.4265,27.833,
