TM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9951,,12.7036,10.9653,12.1369,13.0141,14.8617,,,,,,12.6981,13.3111,13.998,15.0535,15.2642,14.9831,14.6811,15.5164,15.4795,15.4924,14.4934,12.8778,10.4404,5.5418,-3.9847,-7.7818,-9.0079,-6.3863,2.0514,4.7179,5.4919,4.8618,3.9453,2.143,1.9823,1.8557,2.7157,5.5201,7.2294,7.2276,8.4778,10.5436,11.7344,14.4478,13.6988,13.3908,13.5184,13.2601,13.9061,13.9851,14.1631,13.8573,13.7564,13.2611,11.9183,10.7006,10.6318,11.0653,11.2293,13.2264,13.6918,13.7167,14.0422,9.9247,9.8103,9.3927,8.9291,10.818,10.2165,7.7228,7.3376,8.4022,10.2502,13.3116,13.7996,13.2357,11.5055,10.4435,9.4846,9.2726,8.9817,10.4874,12.9139,14.9741,15.8087,15.0358,,,,,,,,,,,,,,,,,,,,,
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5642,,4.6227,4.0151,4.4942,4.7914,5.4326,,,,,,4.6713,4.9691,5.1715,5.4851,5.6083,5.4919,5.3633,5.6066,5.6593,5.6203,5.2831,4.6219,3.7998,2.0147,-1.4205,-2.7313,-3.211,-2.2607,0.7051,1.6144,1.9132,1.6841,1.3568,0.7411,0.6938,0.6481,0.9379,1.9312,2.5655,2.5254,2.9097,3.6728,4.1392,5.0638,4.7403,4.7026,4.7527,4.6398,4.8747,4.9447,4.9906,4.8775,4.8608,4.7539,4.333,3.8323,3.8078,4.0257,4.161,4.8558,5.0354,5.0509,5.1865,3.7225,3.6831,3.536,3.3817,4.0918,3.8451,2.886,2.7605,3.1801,3.8632,5.0767,5.3118,5.0867,4.3863,4.026,3.6651,3.599,3.4528,3.9797,4.8938,5.7756,6.0151,5.7036,,,,,,,,,,,,,,,,,,,,,
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.735,,7.0288,6.1267,6.441,6.8112,7.4291,,,,,,6.6783,7.0354,7.0439,7.7399,7.8242,7.5662,7.1548,7.7998,7.8058,7.7171,7.4049,6.4328,5.3108,2.8196,-1.8066,-3.6137,-4.2826,-2.9271,1.1444,2.423,2.8741,2.5807,2.0465,1.1616,1.1516,1.0749,1.6267,3.0624,3.922,3.8496,4.3917,5.4091,5.9535,7.1198,6.8608,6.7018,6.7237,6.4971,6.8172,6.8458,6.8869,6.7041,6.7369,6.5302,5.8843,5.1692,5.2485,5.4668,5.6318,6.4794,6.7643,6.7366,6.9008,4.9926,5.0145,,,,5.155,3.8141,3.6648,4.1754,5.0196,6.5121,6.8091,6.5523,5.6165,5.1407,4.7698,4.7101,4.5914,5.2245,6.389,7.4462,7.8913,7.451,,,,,,,,,,,,,,,,,,,,,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6179,,5.8011,5.5235,5.6648,5.8199,6.2918,,,,,,5.5437,5.4964,5.6,5.9911,6.1111,6.1508,5.6901,6.1811,6.128,6.0427,5.7417,5.1548,4.2789,2.0528,-1.618,-3.3732,-4.0193,-2.5832,0.6487,1.9169,2.3744,2.1022,1.7062,0.9451,0.9353,0.9052,1.4304,2.6733,3.4012,3.3662,3.9349,4.8677,5.4063,6.3306,6.0517,5.9064,5.8198,5.6294,6.0783,6.1298,6.2886,6.1589,5.9994,5.9762,5.3432,4.514,4.5574,4.6858,4.7843,5.7437,6.0142,5.9847,5.9579,5.4657,5.4199,5.2085,5.029,4.5685,4.2336,2.9843,2.8243,3.3076,3.641,4.9236,5.1897,4.7322,4.059,3.3865,2.9288,3.1348,3.1919,3.6778,4.6901,5.6167,5.775,5.5677,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2845,22.6317,25.1214,23.0975,24.3827,25.1643,24.267,23.3355,20.6201,22.1371,21.0609,15.8393,,20.4611,18.7151,18.9652,19.5856,20.0394,19.5212,18.7619,19.5155,19.734,19.5884,19.9718,19.5225,18.136,18.7016,16.1972,16.7502,13.6254,6.148,-2.1693,7.3842,11.3938,13.8296,13.9093,14.9789,11.7565,12.3718,11.9639,8.8398,11.4254,12.5497,13.286,15.0637,15.3377,13.5501,17.8939,19.7123,18.8125,18.7979,18.8453,20.2719,19.8712,20.2542,18.8591,20.4716,21.868,19.7951,19.5182,19.8796,18.0515,15.7607,17.0166,18.3685,17.9263,18.5072,19.8827,18.6695,17.9896,18.6294,16.7825,18.8068,17.6979,18.1652,17.3249,11.942,16.9483,20.3276,19.2227,20.7879,19.0697,19.5999,16.7283,16.3836,15.4447,19.8191,16.1486,19.5595,20.7257,22.301,20.3221,20.5142,,,,,,,,,,,,,,,,,,,,,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7031,6.1743,8.3232,6.7568,9.8111,8.7002,9.0627,6.3659,8.3259,10.3357,9.1584,10.6187,,9.2491,9.1063,7.8462,8.1322,8.1338,9.0414,10.2018,9.0885,9.9593,9.3514,9.0127,10.3551,9.1953,8.9651,6.0401,6.6385,2.8363,-7.507,-19.3005,-5.0797,1.2772,3.5729,1.8041,4.3446,2.3188,2.12,0.9929,-3.1375,1.6479,3.0766,4.1826,6.4189,6.2996,2.3456,8.6067,10.6051,9.425,9.1193,6.6388,10.8396,10.0569,10.6399,8.9303,10.8191,11.6473,9.8403,7.8646,9.7468,7.323,6.1911,5.8975,8.1488,7.3107,8.857,8.3043,9.2722,7.9214,8.6666,6.8331,9.5918,8.6239,8.4124,5.2167,0.3026,7.4702,12.1219,8.9712,12.5699,9.9391,10.0744,5.7179,6.8148,6.1052,9.8071,6.4697,10.6278,12.5791,13.9601,10.0491,11.0532,,,,,,,,,,,,,,,,,,,,,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3196,31.8874,14.6566,,-9.3763,,34.1247,11.1686,,34.6792,,,8.2197,,,,,8.6042,23.4412,16.3472,20.4827,11.3844,,18.4289,2.3988,4.7513,,,-85.4732,-83.0765,-50.4477,,-35.608,-25.5334,-7.7751,112.1648,,44.5953,39.2495,20.1633,-14.5276,,-7.7037,-22.3394,-15.5599,26.3488,18.1459,22.3781,31.8805,,,196.0947,41.1598,28.7285,37.5705,,,21.6778,24.6114,27.757,,36.3241,10.5992,30.6388,,-59.4174,-28.5473,-56.677,-110.9447,,,7.1902,45.0667,,136.1923,34.3966,33.9419,1.2688,,,16.1555,24.391,-18.7071,,-19.9407,-23.2878,-17.6849,64.2844,,41.7607,29.4944,31.6233,-55.8814,,,,,8.75,10.3352,26.3774,39.503,31.678,,35.1408,14.5279,,,,,
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8892,6.5713,6.2974,7.7381,15.2603,9.3365,9.0914,7.2498,9.5884,11.148,10.6675,12.0654,,10.3382,10.4746,8.9236,8.468,9.4371,12.8594,11.1166,10.835,11.0518,11.0969,10.3375,12.5852,10.5784,10.9074,7.0809,7.2895,3.0699,-5.8744,-25.8667,-3.6107,1.6631,4.2489,2.4535,5.3985,2.6852,2.7748,0.8951,-2.3403,1.7296,4.0821,4.1328,7.547,7.0159,2.4677,8.1867,11.5768,9.8591,10.3106,6.372,12.0774,11.2488,11.8056,7.546,12.0965,11.6823,10.5964,7.6088,10.2754,7.7063,8.2937,5.7743,9.6394,8.0187,9.8733,8.1413,11.0538,10.0522,2.2684,7.2216,11.0213,10.0934,10.1452,5.7858,2.5698,9.013,14.0021,13.8161,15.8429,11.7527,14.045,9.2818,12.0331,8.8144,10.6103,8.2501,16.3135,15.7499,15.244,14.5225,15.8158,,,,,,,,,,,,,,,,,,,,,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9815,3.749,3.1571,4.7908,8.9971,5.6721,5.332,4.7404,5.7605,7.4384,6.865,7.6979,,6.8162,6.7494,6.3924,5.671,6.4169,7.9979,7.4516,6.7486,7.1774,7.1888,7.1513,7.9224,7.1915,7.1692,4.9988,6.0088,2.4822,-3.7359,-22.723,-2.2722,0.4886,3.1663,2.6816,4.3224,2.402,2.3726,0.6154,0.0831,2.2618,2.0908,2.8101,5.8461,5.2881,2.2953,6.0621,9.6553,7.3409,8.5116,5.5716,9.6575,8.6088,8.8631,6.8962,9.7058,9.0408,9.0379,6.4603,8.7907,6.3377,7.1543,5.7797,8.9641,6.7363,12.7625,6.6264,9.2932,8.3921,2.6033,6.2539,8.1772,7.236,7.704,4.9416,3.2483,7.1112,10.6442,10.1918,11.6758,8.4619,10.5172,6.0489,8.9299,5.0043,7.6329,5.4575,12.5809,11.5492,11.4948,9.3907,11.5208,,,,,,,,,,,,,,,,,,,,,
Net Income Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.849,3.6944,3.0145,4.6612,8.763,5.0676,5.1614,4.3905,5.4383,7.307,6.5314,7.4964,,6.5869,6.3852,5.9545,5.3575,6.1074,7.4544,7.0271,6.5892,6.9545,6.9432,6.9522,7.5359,6.9476,6.8356,4.8241,5.6903,2.3398,-3.428,-21.6543,-2.0287,0.4808,2.8948,2.1253,3.9095,2.0532,2.0036,0.5471,0.0337,1.7579,1.6637,2.1225,5.2775,4.7703,1.8785,5.3791,8.9875,6.9789,7.9797,4.5215,9.1974,8.2238,8.3686,6.2717,9.2505,8.6111,8.5555,6.1192,8.3845,6.0744,6.8678,5.3531,8.6988,6.4151,12.3834,6.341,8.9275,8.0025,2.319,5.9298,8.0185,6.9452,7.3505,4.744,3.4525,6.9456,10.2907,10.1075,11.314,8.3047,10.1691,6.5811,8.6775,4.7109,7.4625,5.6995,12.4338,11.1769,11.2765,9.0104,11.2634,,,,,,,,,,,,,,,,,,,,,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.849,3.6944,3.0145,,,4.6612,8.763,5.0676,5.1614,,4.3905,5.4383,7.307,6.5314,,7.4964,,6.5869,6.3852,,5.9545,5.3575,6.1074,7.4544,7.0271,6.5892,6.9545,6.9432,6.9522,7.5359,6.9476,6.8356,,4.8241,5.6903,2.3398,-3.428,,-21.6543,-2.0287,0.4808,2.8948,,2.1253,3.9095,2.0532,2.0036,,0.5471,0.0337,1.7579,1.6637,2.1225,5.2775,4.7703,1.8785,,,5.3791,8.9875,6.9789,7.9797,,4.5215,9.1974,8.2238,8.3686,,6.2717,9.2505,8.5765,8.5307,,6.0934,8.3473,6.0366,6.8333,5.3202,8.6552,6.3721,12.3429,,6.3005,8.8773,7.952,2.2716,,5.8821,8.0185,6.9452,7.3505,,4.744,3.4525,6.9456,10.2907,,10.1075,11.314,8.3047,10.1691,,6.5811,8.6775,4.7109,7.4625,5.6995,12.4338,11.1769,11.2765,,9.0104,11.2634,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9599,42.9489,49.866,38.0883,41.0423,39.2481,41.3512,34.6136,39.9221,33.2765,35.6451,36.1989,,34.0679,35.5647,28.3653,41.4754,32.0039,37.8054,32.9688,37.7148,35.0572,35.2179,30.8219,37.0496,32.0174,34.2721,29.4038,38.553,45.8963,,,,,51.4565,23.501,46.5575,59.9687,50.6817,113.7308,,18.9288,76.8044,58.533,39.7189,38.4706,51.317,36.3048,29.0169,36.6587,30.5982,29.3551,33.6829,31.6835,34.9825,19.3161,31.7012,29.9329,28.3448,26.6643,27.7414,33.4547,28.9888,24.1199,27.2906,32.968,,36.6258,30.2462,30.9449,3.474,32.1975,25.8057,28.3101,24.0625,14.5903,,21.1013,23.9811,26.2324,26.3024,27.9998,25.1178,34.8302,25.7887,43.2261,28.0611,33.8495,22.88,26.6712,24.5942,35.3368,27.1562,,,,,,,,,,,,,,,,,,,,,
