MLM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,0.077,18.511,22.104,13.012,8.229,19.957,23.425,15.94,4.337,26.807,27.49,19.994,8.907,30.369,36.274,22.979,2.636,36.356,45.907,30.714,7.94,41.273,43.951,32.617,7.33,42.122,42.051,20.524,-4.652,39.002,45.917,25.095,-22.059,53.362,38.925,16.077,-20.892,39.65,45.52,29.345,-6.545,44.715,54.003,37,7.077,61.472,76.36,47.8,31.006,75.744,76.16,62.466,32.99,82.952,90.266,56.5,20.864,63.804,66.326,25.3,-5.764,38.862,55.514,-3.2,-24.18,54.399,51.99,14.8,-17.414,35.799,49.156,14.8,-36.732,36.751,62.922,21.5,-27.839,41.308,71.836,36,-21.685,59.275,53.53,63.725,4.757,82.814,117.065,82.92,44.696,121.533,158.842,98.513,42.181,141.866,151.147,376.171,9.96,185.06,179.95,94.25,42.8,189.1,248.3,130.986,25.9,217.4,294.1,182.9,65.3,225.6,254.6,156.6,21.4,366.5,295.3,183.6,121.4,348.3,416.7,282.5,1045,294,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7,,,,,,,,,,0,0,0,,0.5174,3.1525,-1.2357,-0.8613,-0.7365,-1.8759,-2.7905,0.2752,-1.3455,0.9016,0.1515,2.795,17.1262,5.1701,-0.0124,-0.0637,-0.2308,0.3348,-0.3198,-0.8203,5.4639,4.2777,-12.9675,-1.82,0.0182,1.8298,39.8832,-7.0038,0.1294,0.0566,0.4713,0.195,0.0618,-10.2076,-10.6204,-255.565,-0.1493,-16.1555,10.9897,20.0486,-1.817,-1.185,-0.869,1.738,-0.948,-0.869,-53.483,113.997,-2.054,-5.066,5.846,69.678,-1.185,-121.047,-12.13,2.37,-0.158,-12.561,19.197,8.216,-1034.11,27.65,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,4.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.486,-10.535,-0.114,0,7.975,0.15,0.02,4.052,0.179,0.196,-0.572,-1.4,1.533,1.309,-0.313,0.9,-1.344,0.143,0.344,-0.015,-0.085,-0.565,-0.425,-0.2,0.211,-5.462,0.167,0.2,-0.052,-0.487,0.052,0.2,-0.148,0.013,-0.022,-1.2,1.456,0.952,0.004,-6.1,0.589,-0.334,0.319,0.2,0.288,-0.105,0.271,0.3,0.015,0.056,0.069,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,3.1,-13.3,-4.1,3.8,12.9,-0.7,13.6,5.2,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,,41.553,46.148,46.148,46.1,46.079,46.079,46.079,46.1,46.079,46.079,46.079,46.1,46.08,46.08,46.117,46.2,46.215,46.475,46.536,46.6,46.635,46.684,46.677,46.7,46.725,46.751,46.763,46.8,47.073,47.56,48.338,48.5,48.555,48.7,48.8201,48.8,48.891,48.906,48.923,48.9,48.333,48.21,48.2169,47.8,47.0618,46.569,46.349,46.2,45.7503,45.663,45.275,45.1,44.548,42.458,41.817,41.8,41.322,41.333,41.385,41.4,41.863,44.554,44.622,44.9,45.4,45.463,45.526,45.5,45.584,45.628,45.69,45.7,45.734,45.781,45.86,45.9,46.028,46.129,46.244,46.3,46.315,46.395,67.086,67.3,67.411,67.373,66.83,65.5,64.158,63.532,63.452,63.3,63.024,62.858,62.896,62.9,62.957,63.021,62.932,62.672,62.6,62.6,62.5,62.5,62.3,62.3,62.3,62.3,62.3,62.4,62.4,62.4,62.4,62.4,62.3,62.1,62.1,61.9,61.8,61.8,61.8,61.5,
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,,0,0.4,0.48,0.28,0.18,0.43,0.51,0.35,0.09,0.58,0.6,0.43,0.19,0.66,0.79,0.5,0.06,0.78,0.99,0.66,0.17,0.88,0.94,0.7,0.16,0.9,0.9,0.44,-0.1,0.82,0.95,0.52,-0.45,1.1,0.8,0.33,-0.43,0.81,0.93,0.6,-0.14,0.93,1.12,0.77,0.15,1.32,1.65,1.03,0.68,1.66,1.68,1.38,0.74,1.95,2.16,1.35,0.5,1.52,1.58,0.6,-0.14,0.86,1.23,-0.07,-0.54,1.18,1.13,0.32,-0.39,0.78,1.07,0.32,-0.81,0.8,1.36,0.47,-0.61,0.89,1.55,0.78,-0.47,1.28,0.8,0.95,0.07,1.23,1.75,1.27,0.7,1.91,2.5,1.56,0.67,2.26,2.4,5.98,0.16,2.94,2.86,1.5,0.68,3.02,3.97,2.0958,0.42,3.49,4.72,2.9358,1.05,3.62,4.08,2.5096,0.34,5.87,4.74,2.96,1.96,5.62,6.74,4.57,16.92,4.77,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,,0.11,0.4,0.48,0.28,0.18,0.43,0.51,0.35,0.09,0.58,0.6,0.43,0.19,0.66,0.79,0.5,0.06,0.78,0.99,0.66,0.17,0.88,0.94,0.7,0.16,0.9,0.9,0.44,-0.1,0.82,0.95,0.52,-0.16,0.88,0.8,0.33,-0.27,0.81,0.93,0.68,-0.14,0.93,1.11,0.74,0.18,1.35,1.64,1.05,0.65,1.66,1.69,1.38,0.74,1.94,2.15,1.34,0.51,1.39,1.58,0.6,-0.14,0.85,1.23,-0.07,-0.54,1.18,1.13,0.29,-0.36,0.8,1.07,0.19,-0.8,0.79,1.37,0.47,-0.6,0.89,1.56,0.79,-0.47,1.28,0.8,0.95,0.07,1.23,1.75,1.27,0.7,1.91,2.5,1.56,0.67,2.26,2.4,5.98,0.16,2.94,2.86,1.5,0.68,3.02,3.97,2.0958,0.42,3.49,4.72,2.9358,1.05,3.62,4.08,2.5016,0.39,5.6603,4.67,3.02,2.17,5.61,6.96,4.65,16.92,4.77,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.58,0.6,0.43,0.19,0.66,0.79,0.5,0.06,0.78,0.99,0.69,0.17,0.88,0.94,0.7,0.16,0.9,0.9,0.44,-0.1,0.82,0.95,0.52,-0.16,0.88,0.8,0.33,-0.27,0.81,0.93,0.68,-0.14,0.93,1.11,0.74,0.18,1.35,1.5,1.05,0.65,1.66,1.63,1.38,0.74,1.94,2.15,1.34,0.51,1.39,1.58,0.6,-0.1266,0.9321,1.2176,-0.086,-0.5521,1.1556,1.0802,0.3049,-0.3796,0.8252,1.0793,0.2515,-0.4158,0.9084,1.3787,0.4714,-0.6036,0.9005,1.5524,0.7663,-0.3499,1.371,0.6057,0.9184,0.0708,1.2563,2.3485,1.159,0.6987,1.9138,2.5108,1.5594,0.6703,2.0945,2.2343,1.9174,0.1558,2.6801,3.0341,1.8238,0.6547,3.0018,3.9589,2.1236,0.4005,3.4756,3.8622,4.7656,1.0152,3.5342,4.1738,3.6182,0.3736,3.7204,4.4795,3.0559,2.1601,5.4126,7.2734,4.7883,0.1762,5.2301,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,,41.553,46.148,46.148,46.1,46.079,46.079,46.079,46.1,46.079,46.079,46.079,46.1,46.155,46.144,46.27,46.2,46.409,46.832,46.842,46.7,46.902,47.031,46.99,46.9,46.885,47.045,46.962,46.9,47.277,47.804,48.571,48.7,48.718,48.852,48.9553,48.9,49.059,49.111,49.19,49.184,48.333,48.571,48.5725,48.2,47.738,47.174,47.173,47,46.7847,46.623,46.121,45.9,45.313,43.141,42.475,42.5,41.924,41.596,41.63,41.6,41.863,44.753,44.813,44.9,45.4,45.657,45.678,45.7,45.584,45.794,45.799,45.8,45.734,45.905,45.992,46.1,46.028,46.26,46.349,46.4,46.315,46.529,67.495,67.6,67.676,67.633,67.108,65.7,64.35,63.802,63.723,63.5,63.319,63.141,63.158,63.2,63.222,63.285,63.167,62.918,62.8,62.7,62.7,62.7,62.5,62.3,62.4,62.4,62.5,62.5,62.6,62.6,62.6,62.5,62.5,62.3,62.2,62.1,62,62,62,61.6,
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,,0,0.4,0.48,0.28,0.18,0.43,0.51,0.35,0.09,0.58,0.6,0.43,0.19,0.66,0.78,0.5,0.06,0.78,0.98,0.66,0.17,0.88,0.94,0.7,0.16,0.9,0.9,0.44,-0.1,0.82,0.95,0.52,-0.45,1.09,0.8,0.33,-0.43,0.81,0.93,0.6,-0.14,0.92,1.11,0.77,0.15,1.3,1.62,1.02,0.66,1.63,1.65,1.36,0.73,1.92,2.13,1.33,0.5,1.51,1.57,0.6,-0.14,0.86,1.23,-0.07,-0.54,1.18,1.13,0.32,-0.39,0.78,1.07,0.32,-0.81,0.8,1.36,0.46,-0.61,0.89,1.54,0.77,-0.47,1.27,0.79,0.94,0.07,1.22,1.74,1.26,0.69,1.9,2.49,1.55,0.67,2.25,2.39,5.95,0.16,2.92,2.85,1.5,0.68,3.01,3.96,2.0891,0.41,3.49,4.71,2.9311,1.04,3.61,4.07,2.5016,0.34,5.86,4.73,2.95,1.95,5.61,6.72,4.55,16.87,4.76,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,,0.11,0.4,0.48,0.28,0.18,0.43,0.51,0.35,0.09,0.58,0.6,0.43,0.19,0.66,0.78,0.5,0.06,0.78,0.98,0.66,0.17,0.88,0.94,0.7,0.16,0.9,0.9,0.44,-0.1,0.82,0.95,0.52,-0.16,0.88,0.8,0.33,-0.27,0.81,0.93,0.68,-0.14,0.92,1.1,0.74,0.18,1.33,1.61,1.04,0.63,1.63,1.66,1.36,0.73,1.91,2.12,1.32,0.51,1.38,1.57,0.6,-0.14,0.85,1.23,-0.07,-0.54,1.18,1.13,0.29,-0.36,0.8,1.07,0.19,-0.8,0.79,1.37,0.46,-0.6,0.89,1.55,0.78,-0.47,1.27,0.79,0.94,0.07,1.22,1.74,1.26,0.69,1.9,2.49,1.55,0.67,2.25,2.39,5.95,0.16,2.92,2.85,1.5,0.68,3.01,3.96,2.0891,0.41,3.49,4.71,2.9311,1.04,3.61,4.07,2.4936,0.39,5.6472,4.67,3.01,2.16,5.6,6.94,4.63,16.87,4.76,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,,0.11,0.4,0.48,0.28,0.18,0.43,0.51,0.35,0.09,0.58,0.6,0.43,0.19,0.66,0.78,0.5,0.06,0.78,0.98,0.69,0.17,0.88,0.94,0.7,0.16,0.9,0.9,0.44,-0.1,0.82,0.95,0.52,-0.16,0.88,0.8,0.33,-0.27,0.81,0.93,0.68,-0.14,0.92,1.1,0.74,0.18,1.33,1.47,1.04,0.63,1.63,1.6,1.36,0.73,1.91,2.12,1.32,0.51,1.38,1.57,0.6,-0.1276,0.9204,1.2024,-0.0892,-0.5562,1.1389,1.0689,0.296,-0.3895,0.8197,1.0733,0.251,-0.4255,0.9026,1.3697,0.4586,-0.605,0.8972,1.5431,0.7623,-0.352,1.3619,0.5979,0.9131,0.0703,1.2471,2.3343,1.1534,0.692,1.9009,2.4974,1.5531,0.6703,2.0883,2.2218,1.9063,0.1558,2.6647,3.024,1.8186,0.6511,2.9911,3.9461,2.1168,0.3948,3.4756,3.8529,4.758,1.0071,3.5289,4.1634,3.6067,0.3711,3.7104,4.4759,3.048,2.1575,5.3977,7.2496,4.7625,0.1762,5.2089,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,,,,,,,,,,,,,,,,,19.497,39.398,45,30.82,27.696,44.957,51.274,39.312,23.506,54.944,58.397,45.039,30.687,66.851,81.74,63.212,32.076,85.11,99.54,78.593,45.464,94.511,106.412,93.702,53.246,105.475,105.344,74.812,36.582,104.061,118.216,93.021,34.136,114.846,103.189,64.828,24.667,106.714,110.062,88.753,36.045,104.895,115.67,101.463,,167.586,,111.761,83.966,153.385,152.084,141.101,94.194,173.679,174.561,139.151,81.782,147.658,158.873,105.87,53.567,117.701,135.114,60.615,32.104,136.182,129.3,78.791,38.846,107.86,123.231,64.434,9.071,103.578,135.783,84.426,19.723,112.584,152.948,106.464,26.568,139.922,183.888,187.267,92.839,204.674,244.475,201.052,154.433,262.055,315.049,230.956,147.526,288.578,302.28,259.144,115.902,350.677,330.317,237.841,178.366,398.055,459.927,300.976,152.8,404.8,499.4,341.9,197.9,415.4,470.4,341.8,188.1,607,529.6,388,319.7,592.8,698.1,498.8,1551,540,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,26.8538,26.648,25.7963,24.8776,24.5692,23.7029,24.303,24.9536,25.1938,25.4272,25.9216,26.5298,26.9175,26.2451,26.892,27.5662,27.9211,27.0409,25.563,24.3781,23.7141,23.5085,23.7495,23.2277,22.331,21.4491,20.4595,20.3805,20.4814,20.0742,20.8501,20.2934,19.0766,18.5048,17.9342,17.9291,18.9941,19.4118,19.3562,19.8586,20.5292,,,,,,,23.0557,24.0897,24.8279,25.7209,26.584,26.4601,25.9914,24.7183,24.1879,23.326,22.8237,22.8379,22.9231,21.5549,20.7031,21.3093,20.7092,21.5618,22.1127,20.9897,20.7167,19.5114,17.1145,16.1195,16.0203,16.3637,16.9713,17.2827,17.4976,18.1725,18.1143,18.4519,17.2616,18.1767,18.7517,19.2545,20.5348,20.9921,22.1236,23.3426,25.1065,25.2045,24.6676,24.8002,24.5781,25.1544,24.6168,25.3038,25.1765,24.3797,25.043,25.6727,27.3495,28.2189,27.5678,27.7615,29.2,29.5763,30.3744,29.922,27.9683,26.3299,25.0018,27.1219,26.9634,27.8004,29.3491,28.3161,30.0745,31.1249,50.0547,49.6864,
EBIT,EBIT,,,,,,,,,,,,,,,,,9.412,29.028,33.762,19.685,14.524,31.092,37.025,24.924,8.594,39.856,43.051,29.175,14.353,48.385,60.02,40.012,9.432,61.486,75.255,50.381,16.064,64.811,75.612,58.802,20.146,71.575,70.844,39.912,2.2,64.468,79.806,50.771,0.197,80.456,68.543,29.107,-8.776,72.107,74.298,52.961,2.431,71.707,82.576,68.5,19.451,99.856,107.818,76.9,51.285,119.444,116.012,102.366,58.211,136.255,136.881,99.9,42.86,104.883,114.911,60.4,10.948,72.945,89.213,14.5,-12.864,90.65,83.854,33.2,-4.448,64.701,80.011,20.7,-35.327,59.241,91.533,40.2,-23.32,69.635,108.843,62.8,-15.898,96.241,115.956,118.6,25.571,136.984,179.498,137.4,86.023,190.848,242.669,157.7,77.15,212.852,226.964,183.4,39.081,263.953,240.662,147.041,69.2,285.9,345.3,184.6,57.8,306.4,400.6,240.6,99.3,307.5,356.9,210.1,59.9,478.6,405.9,262.3,196.1,463.3,566.6,370.2,1421,398,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,22.2413,29.6006,30.8496,26.2873,22.3738,26.2913,27.0861,23.9352,17.4336,27.6045,29.055,24.435,19.0588,28.2041,29.4188,25.0016,15.8035,29.969,30.671,26.0181,14.6934,23.7119,24.8457,21.2216,14.0318,23.5224,22.1682,18.6365,9.0297,19.5767,21.1892,17.5507,8.799,23.4907,20.5738,14.3886,6.798,21.4318,20.3451,19.4599,9.9475,22.4185,22.4746,21.3254,12.7446,23.8351,23.9201,22.0471,17.349,26.0871,24.8128,25.9063,20.4919,30.1403,27.1886,24.371,16.6419,23.3294,25.3167,22.1041,12.9578,24.0053,24.1303,15.9327,5.7526,23.324,22.3417,17.5627,6.9082,21.0954,22.2723,16.6033,6.0476,18.7041,20.9402,15.2728,3.3396,19.0613,21.5096,18.5321,6.0274,20.2625,19.4868,19.304,10.7415,21.7223,24.2555,21.8802,18.4156,25.3179,26.57,23.7985,17.4279,25.7722,26.8152,26.6976,13.7645,26.2738,25.662,22.278,15.2183,27.8937,29.6155,23.5005,14.8612,29.9465,30.6115,27.5856,17.783,27.9483,28.376,23.1689,12.6828,25.9,26.925,23.9892,22.3617,30.7777,33.9,30.0647,21.7426,29.3084,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,9.8762,21.2417,23.3452,15.7375,11.1773,17.6745,19.3753,14.8839,6.2938,19.8845,21.3648,15.9028,9.0748,20.8385,22.0892,16.7559,5.0564,22.1382,24.0858,17.9308,5.9392,17.0325,18.8503,15.3927,6.3728,17.387,16.4576,11.1092,0.7313,13.5037,15.9709,11.5359,0.0609,17.3264,14.4898,7.2618,-2.7114,15.2806,14.5153,12.288,0.7049,15.3369,16.6587,15.7074,4.9909,18.3612,19.1196,15.3432,10.5969,20.3471,19.2822,19.3257,12.6635,23.0818,22.2433,18.757,9.4916,17.5441,19.1931,12.8374,2.9229,15.6741,18.2826,3.8698,-3.7731,17.9637,16.4613,8.4997,-1.3563,13.9927,15.9262,4.9169,-8.9668,10.8562,15.4547,8.0048,-6.0744,12.4054,16.3595,11.5229,-3.709,14.381,11.5526,13.8503,3.6987,14.8666,16.5856,16.2681,10.9065,19.5281,21.9829,16.621,9.1425,20.0138,20.8658,18.8975,4.8729,21.9521,19.7322,14.4127,7.3695,22.3447,24.3135,16.7757,6.0321,24.1146,30.3163,20.3967,10.1079,22.3166,22.9179,14.0404,4.8668,29.1527,22.4044,17.765,14.4819,25.4449,28.4138,23.0195,113.5891,22.5624,
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,0.0808,13.5457,15.2841,10.4027,6.3328,11.3447,12.2584,9.5189,3.1762,13.3742,13.6424,10.8984,5.6315,13.0794,13.3499,9.623,1.4131,13.0901,14.6928,10.9313,2.9356,10.8467,10.9571,8.5382,2.3187,10.2323,9.7688,5.7127,-1.5464,8.1695,9.189,5.7019,-6.819,11.4917,8.2286,4.011,-6.4547,8.4024,8.8931,6.8086,-1.8978,9.5637,10.8945,8.4843,1.8159,11.3033,13.5411,9.5371,6.4067,12.9029,12.6585,11.793,7.1768,14.0522,14.6683,10.6083,4.6204,10.6727,11.0781,5.3773,-1.5389,8.3505,11.3766,-0.854,-7.0921,10.78,10.2061,3.789,-5.3101,7.7421,9.7845,3.5154,-9.3235,6.7348,10.6239,4.2812,-7.2515,7.359,10.7972,6.6055,-5.0435,8.894,5.3544,7.474,0.8861,8.8926,10.8611,9.8508,5.7046,12.4887,14.4469,10.4237,5.0167,13.3781,13.9323,38.8666,1.2497,15.4172,14.7766,9.2508,4.5687,14.8105,17.5046,11.9048,2.703,17.1258,22.2794,15.5137,6.647,16.3873,16.3488,10.4785,1.7387,22.3244,16.2996,12.4348,8.9654,19.129,20.8966,17.5662,83.5332,16.6667,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,31270.75,,,,41863.9984,,,,45864.4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75475.9432,,,,,,,,,,,,,,,,96810.6996,,,,77098.7654,,,,87363.006,,,,84318.0453,,,,101495.5538,,,,108220.8102,,,,118930.5556,,,,115698.6301,,,,116976.9449,,,,115453.2477,,,,117078.0353,,,,124395.2069,,,,135586.2069,,,,149640,,,,157074.4681,,,,171085.1064,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,17.3374,16.9493,16.5205,16.8917,15.8703,16.8105,16.9643,17.3855,18.3422,18.1934,18.9037,18.8968,17.683,17.7068,18.1899,18.806,19.6713,19.2418,17.9335,17.4489,17.3108,16.5773,15.629,13.6844,12.1218,11.0328,10.91,11.176,9.3647,10.2099,9.1181,8.1991,8.5345,6.8736,7.2564,8.4617,10.1052,10.2104,10.6107,11.3147,,14.0787,,16.5621,,19.5872,,20.215,22.6094,23.9749,23.889,23.8829,25.6179,24.0937,20.1206,17.9188,13.6343,10.9463,9.5473,7.1566,5.2086,6.2579,5.797,6.9524,7.6151,6.1099,5.756,5.8094,4.5787,4.5854,5.405,5.989,6.834,7.0423,7.3899,8.2285,8.8495,9.8034,4.3584,5.2587,6.1985,6.9746,6.2235,6.8397,7.9074,8.8009,9.7069,10.3348,10.5057,10.7512,10.221,16.1315,15.5233,15.9788,16.2048,9.7491,10.4064,10.1848,11.2182,11.871,11.5739,11.7625,12.0883,12.815,13.5409,13.2203,12.0274,11.3005,10.6567,12.3931,12.6366,12.6487,14.2136,13.3689,14.5201,15.3765,26.0748,25.0715,
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,10.1113,9.7964,9.6353,9.7669,9.2434,9.7236,10.0275,10.0916,11.3233,9.2913,10.0764,10.5118,9.7915,8.4643,9.0571,8.582,8.8958,8.7714,8.3423,7.5518,7.4435,7.1866,6.9191,6.2515,5.0998,4.7597,4.9015,5.1826,4.0039,4.5111,4.1622,3.8378,3.8831,3.201,3.4538,4.0774,4.7621,4.8934,5.1497,5.526,,6.7618,,8.0477,,9.409,,9.9348,9.9033,9.8484,10.2262,10.1232,9.4193,8.0649,7.1728,6.1681,4.9779,3.9729,3.6184,2.7237,2.062,2.6186,2.4891,3.0728,3.2161,2.7276,2.6247,2.6465,1.9723,2.0069,2.4287,2.6769,2.9457,3.0318,3.2462,3.7785,3.979,4.4249,2.3913,2.9705,3.5157,3.8771,3.6813,4.0742,4.6036,5.0752,5.5815,5.9673,5.8506,6.007,5.8241,8.7564,8.335,8.4633,8.7767,5.069,5.2944,5.1315,5.8085,6.2186,5.7902,6.1117,6.4757,6.961,7.1853,7.1656,6.0169,5.6259,5.2898,6.2043,5.8915,5.8993,6.6373,6.3688,7.2181,7.762,13.4432,12.9085,
