NEE US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Operating Margin,OPER_MARGIN,11.3313,18.9458,18.6928,9.6189,15.9815,12.7325,24.1465,12.5272,17.6948,18.8008,24.3326,17.4355,18.1852,17.454,18.3974,19.2935,19.9546,20.0186,28.2983,15.2347,21.1317,21.2849,28.2246,13.8232,16.4523,20.3033,25.9456,13.169,15.5866,20.2537,24.974,14.687,16.293,18.7352,26.4132,11.5809,14.7309,19.2689,24.8414,7.0395,16.1444,20.7784,24.4849,11.4163,13.9619,17.5439,21.8072,12.8331,14.4551,19.2199,22.6759,12.145,14.121,17.6571,20.3604,10.6776,11.1969,16.5712,17.5327,8.5394,9.602,11.6746,15.9532,11.9153,13.3371,11.5778,18.8112,11.7306,9.6911,16.9,19.6721,11.5395,12.9004,8.7308,-17.2861,18.7859,15.5466,15.8751,18.9805,15.2352,25.9249,19.7438,23.9821,13.7416,13.6567,22.8983,20.7896,28.1056,23.8208,27.2702,19.3078,21.6889,13.2357,25.5935,26.9686,17.6584,20.0871,23.6039,24.9893,32.8473,27.5097,26.2965,29.895,21.5286,32.1773,30.6261,26.6181,25.0338,59.4663,28.9737,28.099,4.6454,27.4566,28.2058,21.9203,25.2164,27.8528,35.1509,28.5894,19.1369,42.9439,28.2112,21.0658,21.4107,17.9549,12.987,8.6728,26.853,-26.8166,18.2906,27.7125,33.1765,43.8058,38.0868,25.5996,38.6797,35.1248,27.5169,
Profit Margin,PROF_MARGIN,4.7522,8.4655,-37.6174,4.1243,-4.6046,6.1253,13.0327,4.4507,7.7543,9.1046,12.6713,8.8536,9.116,8.9779,9.4363,7.7769,8.8531,9.4052,15.3429,6.6823,9.5122,9.4293,15.1508,7.7841,7.3761,10.5882,14.4599,6.345,7.3886,10.6306,14.3834,6.369,8.3707,10.6383,14.5573,5.8824,15.085,5.0186,15.592,8.0921,8.515,12.4551,15.2372,3.6618,5.8733,10.2955,13.5743,6.5797,-2.9362,11.9361,6.6898,6.4643,8.5975,10.3891,12.0721,5.9959,5.9202,9.8129,10.7275,4.3844,5.6217,7.4061,9.6747,7.0164,7.0033,6.1959,21.5807,7.48,4.878,10.308,23.7814,6.082,7.251,5.8298,22.299,10.1924,9.8246,9.7087,11.9159,9.546,15.3506,11.6124,15.3485,7.7058,8.5514,14.6428,9.288,17.2619,13.6755,16.553,10.7989,12.7111,8.2952,15.9144,15.8853,9.0083,11.7039,12.2115,14.1813,18.9537,15.8382,16.4296,17.7432,12.4601,17.0274,14.1472,15.6712,26.1152,39.854,18.0064,17.6165,53.8961,114.882,19.2222,22.7582,9.6128,16.6871,24.829,15.7753,21.2511,9.1264,30.3283,25.6844,-0.1138,44.7128,6.519,10.2288,23.8605,-15.6055,26.6255,25.2419,24.6918,31.0602,38.0324,16.9967,17.5949,39.5742,26.726,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,119417.3712,,,,140037.6572,,,,,,,,165769.4261,,,,155371.5629,,,,188757.8776,,,,,,,,,,,,211739.1304,,,,,,,,255161.2903,,,,348365.3846,,,,350761.9048,,,,374112.1495,,,,237402.5974,,,,227533.3333,,,,394285.7143,,,,347938.1443,,,,407865.1685,,,,536091.954,,,,284545.4545,,,,251632.6531,,,,286000,,,,309154.9296,,,,330071.9424,,,,316187.0504,,,,336400,,,,402875.817,,,,409345.2381,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,-15.233,-15.8202,7.9342,7.3853,11.8196,12.5871,11.726,12.9891,13.2884,13.2361,11.2385,10.8044,10.7685,11.0659,12.7049,12.5023,12.6222,12.8643,12.892,12.8831,12.7488,12.8996,12.6405,12.8987,13.0612,13.2066,12.9863,13.0972,13.2203,13.2524,13.2659,13.3186,15.1967,13.1999,12.785,13.2813,11.4862,13.8164,13.7537,12.8432,12.5817,12.5889,12.4893,13.4562,10.7546,10.7694,7.5067,7.626,11.4388,10.7242,,13.3263,12.6305,12.5387,,12.2311,11.7343,10.7563,10.7551,11.1939,,12.096,,19.1553,,19.0807,,18.0692,19.1013,17.007,13.1473,14.698,15.4537,16.7644,13.8053,13.2118,14.2727,14.3949,15.1918,14.3433,11.942,12.8785,10.4553,13.1038,14.1842,13.9571,13.9733,12.3466,10.9658,10.6579,12.0679,11.1949,12.0191,11.1162,10.5414,12.994,13.9914,14.6353,15.2159,12.9536,12.7703,11.5879,10.6133,12.4139,15.8731,16.6802,16.076,20.469,28.2769,27.8793,26.8172,21.2857,8.6297,9.8365,9.0763,10.5919,9.9364,9.8634,10.5578,7.9436,11.2902,8.5021,6.3947,9.6941,3.9746,7.0328,10.173,10.8516,16.9681,19.9404,17.7827,16.8633,16.3693,13.4543,
Return on Assets,RETURN_ON_ASSET,,,,,-3.9168,-4.0639,2.3832,2.5524,3.8099,4.0165,3.8875,4.3314,4.3956,4.2708,3.8249,3.7142,3.7026,3.6985,4.3014,4.3452,4.4433,4.4599,4.5065,4.7591,4.7041,4.8466,4.9422,4.8883,4.891,4.98,5.019,5.1645,5.109,5.106,5.2644,5.5478,6.2987,5.2084,5.1965,5.5909,4.8642,5.4614,5.4398,5.0033,4.8787,4.7017,4.6018,4.8591,3.8024,3.8086,2.6465,2.4011,3.6068,3.4061,,3.6034,3.4847,3.4606,,3.2098,3.2717,2.9103,2.738,2.9385,,3.2886,,5.1474,,5.1725,,4.9167,5.1155,4.3652,3.4239,3.8614,4.0515,4.2504,3.6164,3.4649,3.757,3.8007,4.0885,3.856,3.2016,3.4624,2.7772,3.4888,3.7612,3.7269,3.6246,3.144,2.8005,2.7483,3.1095,2.8517,3.0781,2.8463,2.7397,3.4194,3.6982,3.9115,4.1129,3.4966,3.4531,3.1718,2.9232,3.3768,4.3698,4.5931,4.5118,5.7258,8.8728,8.7239,8.5272,6.5842,2.8409,3.243,3.0213,3.4039,3.0557,3.0536,3.2418,2.38,3.2915,2.4485,1.7805,2.6605,1.0498,1.7993,2.5909,2.7661,4.3081,5.0612,4.6464,4.3457,4.3393,3.5802,
Return on Capital,RETURN_ON_CAP,,,,,-2.9346,-3.1026,7.1499,6.6637,8.5508,8.8349,8.3735,8.5293,8.7961,8.6183,7.9589,7.3687,7.411,7.3458,8.2518,8.3039,8.5133,8.6776,8.8169,9.1032,9.0648,9.3513,9.4792,9.3426,9.4091,9.588,9.7905,10.0634,9.9097,9.8972,10.4744,10.9833,11.9745,10.0888,9.8639,9.7675,8.9608,9.5106,9.6311,8.8389,8.8773,8.5249,8.3386,8.4277,7.1081,7.0025,5.3725,5.178,6.7072,6.4042,,7.4,7.3403,7.5229,,7.3716,7.2748,7.0969,7.2293,7.4231,,7.9209,,11.5141,,11.2049,,10.5113,11.0808,10.1242,7.9502,8.5799,8.9791,9.3521,7.9959,7.6815,7.9093,8.0775,8.5288,8.1358,7.2208,7.6218,6.6212,7.4767,7.7177,7.559,7.3261,6.5768,5.8582,5.7373,6.2229,5.951,6.3435,5.9709,5.8405,6.9401,7.2429,7.5694,7.8309,7.0579,7.0673,7.0421,6.7917,,,,,10.4959,13.5242,13.133,12.5829,9.921,5.828,6.7056,7.1336,6.6941,6.9833,6.5079,6.1211,4.7988,,,,,,,,,,7.7008,6.9251,7.3939,6.5506,6.0687,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,6.264,6.0186,6.7079,6.4562,6.5736,6.8241,6.536,6.6278,6.9108,6.7861,6.1455,5.7793,5.9523,6.0317,6.8368,6.8161,6.8356,6.9687,7.0955,7.3442,7.2048,7.5227,7.6464,7.7628,7.638,7.759,7.8453,8.3947,8.1405,8.1341,8.6109,8.9398,8.6288,8.4417,8.1951,7.4579,7.6017,7.0931,7.192,7.798,7.8312,7.566,7.4565,7.1624,7.4504,7.3064,7.2004,6.9644,6.736,6.5456,,6.2533,6.2493,6.3022,,6.6996,5.851,5.3948,5.4169,5.2095,,5.5924,,12.4615,,11.9801,,6.2308,6.6098,6.241,2.0893,2.7241,3.2787,4.1069,7.394,6.8563,7.0654,7.3002,7.7445,7.0435,6.5591,6.9166,5.9589,5.7284,6.8118,6.6859,6.5072,5.2168,4.5845,4.4292,4.9034,4.1909,5.606,5.2563,5.1001,5.6819,6.3801,6.6462,6.853,5.3428,6.1293,6.0792,5.6831,4.8296,6.6822,6.8336,6.8211,8.295,12.1161,11.8056,11.3734,8.4978,5.2194,6.1385,6.7544,5.5281,6.6838,6.1046,5.3818,5.2089,4.1348,3.6134,2.9286,2.6609,1.5628,1.3799,2.3361,2.5921,5.344,6.7566,6.7777,6.6629,6.3549,5.7202,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,63.3765,62.2654,62.5594,60.3494,62.3174,62.8047,62.9604,64.7696,68.1132,65.5307,62.6268,63.7593,66.836,64.8078,66.6935,69.6345,69.0547,67.1815,68.9128,68.4251,70.7082,68.7465,69.6975,67.8598,66.8809,66.0692,64.4855,61.5232,62.3885,64.6947,63.7668,67.684,67.4141,67.0213,68.1341,62.4387,64.1643,63.5688,63.3721,61.9737,63.079,63.7725,59.5113,52.8271,51.0046,51.3389,51.8072,57.4225,58.6674,54.4643,52.9974,63.9569,54.659,54.5532,52.5045,66.9815,50.2789,52.5391,50.1173,66.1738,49.1998,49.1791,47.8881,45.8281,42.7176,42.9247,43.4171,43.141,45.626,46.3986,46.6011,46.4838,49.7379,45.2162,21.4059,50.1874,51.1201,52.847,51.6208,55.3611,62.7554,59.482,57.557,57.6033,55.201,60.6917,56.3898,64.2081,64.9362,66.294,60.2914,65.1259,67.5206,67.0754,67.2736,67.1625,61.976,65.9221,66.3515,72.8774,66.7885,69.8027,70.2866,71.0986,75.8018,74.8494,74.6722,74.6959,77.3666,76.8847,75.5408,75.5495,78.7659,77.9966,75.4755,78.6788,76.2699,78.3903,77.2793,77.0052,82.2025,82.6118,76.7816,80.0683,75.6844,71.9124,68.3524,77.5268,52.7336,69.3421,71.2308,75.6489,79.6456,81.5077,78.3324,82.8704,78.9566,78.9092,
Operating Margin,OPER_MARGIN,11.3313,18.9458,18.6928,9.6189,15.9815,12.7325,24.1465,12.5272,17.6948,18.8008,24.3326,17.4355,18.1852,17.454,18.3974,19.2935,19.9546,20.0186,28.2983,15.2347,21.1317,21.2849,28.2246,13.8232,16.4523,20.3033,25.9456,13.169,15.5866,20.2537,24.974,14.687,16.293,18.7352,26.4132,11.5809,14.7309,19.2689,24.8414,7.0395,16.1444,20.7784,24.4849,11.4163,13.9619,17.5439,21.8072,12.8331,14.4551,19.2199,22.6759,12.145,14.121,17.6571,20.3604,10.6776,11.1969,16.5712,17.5327,8.5394,9.602,11.6746,15.9532,11.9153,13.3371,11.5778,18.8112,11.7306,9.6911,16.9,19.6721,11.5395,12.9004,8.7308,-17.2861,18.7859,15.5466,15.8751,18.9805,15.2352,25.9249,19.7438,23.9821,13.7416,13.6567,22.8983,20.7896,28.1056,23.8208,27.2702,19.3078,21.6889,13.2357,25.5935,26.9686,17.6584,20.0871,23.6039,24.9893,32.8473,27.5097,26.2965,29.895,21.5286,32.1773,30.6261,26.6181,25.0338,59.4663,28.9737,28.099,4.6454,27.4566,28.2058,21.9203,25.2164,27.8528,35.1509,28.5894,19.1369,42.9439,28.2112,21.0658,21.4107,17.9549,12.987,8.6728,26.853,-26.8166,18.2906,27.7125,33.1765,43.8058,38.0868,25.5996,38.6797,35.1248,27.5169,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,69.5476,,254.3127,,,,29.8895,83.6384,31.9302,,,,63.0212,57.1704,,,,98.4627,26.7208,,,,6.1338,1.1388,2.1512,19.6075,5.7357,66.1915,-6.7691,,45.5195,,,-7.6923,-54.2056,-73.2143,51.7857,64.2857,21.0256,31.1573,7.1882,6.6532,7.9404,,-8.8235,,-11.1702,5.9113,12.2186,1.8957,9.0909,3.0534,,7.5,,5.0403,,,6.9098,,21.2729,11.3296,27.2269,10.4575,-35.3635,185.8333,,0,40.39,-102.0349,-135.8696,102.1875,49.0775,129.2035,144.6108,-56.196,,,126.6055,-36.214,-104.7131,53.5135,-69.2557,136.8071,158.2278,,-31.3544,-72.3926,-401.087,,80.3993,,76.962,,,86.1702,90.9302,59.2705,106,-110.2521,,,-135.5705,,823.3577,18.2283,2400,,-1133.0435,-38.1232,-97.7041,238.601,34.8624,66.2624,54.0657,,157.2491,-73.2376,-74.3329,,-147.9143,-244.0433,-151.5663,63.5945,-172.7273,34.8726,63.1332,61.7174,97.1511,85.4571,,86.2553,-94.3147,-88.2031,
Pretax Margin,PRETAX_INC_TO_NET_SALES,4.4173,13.1914,13.5494,3.7827,10.076,7.7866,19.3158,5.9491,11.416,13.5236,20.1764,12.6259,12.8154,12.9189,15.19,12.9089,13.6874,14.7875,24.1873,9.6962,15.0514,15.6642,23.7934,10.338,11.2517,15.1224,22.4926,8.5924,11.209,15.8543,22.1317,7.8472,12.1076,15.8983,22.4112,4.8407,22.5921,6.7534,23.8372,10.2632,12.3978,18.503,23.1433,4.3619,8.7584,15.3278,20.2008,9.2442,10.6719,17.7162,9.1659,8.668,12.3439,15.1347,17.9459,6.7762,7.1214,13.4402,15.5213,4.4099,6.5244,9.3761,14.0411,8.6915,9.1518,8.1649,15.4239,46.398,4.748,12.5732,16,6.2992,8.1246,4.463,32.6995,12.8903,10.3374,11.5718,15.9848,11.0503,21.259,13.7566,20.4647,7.7351,7.5303,18.354,12.8937,23.8872,18.3328,23.1797,14.8061,16.8,5.642,21.4193,22.6445,12.4518,15.8683,19.4589,20.2621,28.6664,22.807,22.8086,26.2818,18.6041,23.3638,19.9895,25.1197,41.1192,57.0493,24.8183,25.3744,2.0979,131.8123,22.4711,24.1395,6.5831,16.6871,25.4125,15.3625,22.6024,1.5825,31.2559,26.1651,-5.1195,46.9136,-1.7316,6.3387,24.1379,-36.4014,27.1464,28.0101,25.8923,32.3258,41.6519,13.5666,15.7481,37.7596,20.2999,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,4.4153,8.9913,9.3466,3.2962,7.0509,6.1253,13.0327,4.4507,7.7543,9.1046,12.6713,8.8536,9.116,8.9779,9.4363,7.7769,8.8531,9.4052,15.3429,6.6823,9.5122,9.4293,15.1508,7.7841,7.3761,10.5882,14.4599,6.345,7.3886,10.6306,14.3834,6.369,8.3707,10.6383,14.5573,5.8824,15.085,5.0186,15.592,8.0921,8.515,12.4551,15.2372,3.6618,5.8733,10.2955,13.5743,6.5797,9.5991,11.9361,6.6898,6.4643,8.5975,10.3891,12.1802,5.9959,5.9202,9.8129,10.7275,4.3844,5.6217,7.4061,9.6747,7.0164,7.0033,6.1959,10.5028,46.0116,4.5528,9.3408,11.0383,6.082,7.251,5.8298,22.299,10.1924,9.8246,9.7087,11.9159,9.546,15.3506,11.6124,15.3485,7.7058,8.5514,14.6428,9.288,17.2619,13.6755,16.553,10.7989,12.7111,1.2504,15.9144,15.8853,9.0083,11.7039,12.2115,14.2673,18.9537,15.8382,16.5213,17.7836,12.5338,17.0535,14.252,16.4204,27.4939,40.0554,18.2561,17.8037,51.7483,99.4037,16.9087,21.3089,7.1526,14.8712,22.9175,14.3216,18.3958,6.6768,26.8554,23.4692,-4.3458,40.204,1.8335,6.9565,18.8862,-23.9792,21.474,23.2029,20.5548,26.5783,34.8891,14.208,13.2907,33.7986,21.3544,
Net Income Margin,PROF_MARGIN,4.7522,8.4655,-37.6174,4.1243,-4.6046,6.1253,13.0327,4.4507,7.7543,9.1046,12.6713,8.8536,9.116,8.9779,9.4363,7.7769,8.8531,9.4052,15.3429,6.6823,9.5122,9.4293,15.1508,7.7841,7.3761,10.5882,14.4599,6.345,7.3886,10.6306,14.3834,6.369,8.3707,10.6383,14.5573,5.8824,15.085,5.0186,15.592,8.0921,8.515,12.4551,15.2372,3.6618,5.8733,10.2955,13.5743,6.5797,-2.9362,11.9361,6.6898,6.4643,8.5975,10.3891,12.0721,5.9959,5.9202,9.8129,10.7275,4.3844,5.6217,7.4061,9.6747,7.0164,7.0033,6.1959,21.5807,7.48,4.878,10.308,23.7814,6.082,7.251,5.8298,22.299,10.1924,9.8246,9.7087,11.9159,9.546,15.3506,11.6124,15.3485,7.7058,8.5514,14.6428,9.288,17.2619,13.6755,16.553,10.7989,12.7111,8.2952,15.9144,15.8853,9.0083,11.7039,12.2115,14.1813,18.9537,15.8382,16.4296,17.7432,12.4601,17.0274,14.1472,15.6712,26.1152,39.854,18.0064,17.6165,53.8961,114.882,19.2222,22.7582,9.6128,16.6871,24.829,15.7753,21.2511,9.1264,30.3283,25.6844,-0.1138,44.7128,6.519,10.2288,23.8605,-15.6055,26.6255,25.2419,24.6918,31.0602,38.0324,16.9967,17.5949,39.5742,26.726,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,3.6804,7.6096,-38.3337,3.2822,-5.5179,5.389,12.3601,3.5863,6.8051,8.2007,11.9665,7.9822,8.1201,8.1894,8.7679,6.9623,8.0108,8.7206,14.6899,5.9158,8.4799,9.4293,15.1508,5.4886,6.9022,10.197,14.134,5.9433,6.9935,10.3572,14.1135,6.103,8.0717,10.4019,14.3572,5.6985,14.8017,4.7708,15.3805,7.8947,8.2425,12.2156,15.0455,3.5003,5.6672,10.1108,13.4137,6.4165,-3.1621,11.7481,6.5161,6.3173,8.4054,10.218,11.9279,5.9548,5.9202,9.8129,10.7275,4.3844,5.6217,7.4061,9.6747,7.0164,7.0033,6.1959,21.5807,7.48,4.878,10.308,23.7814,6.082,7.251,5.8298,22.299,10.1924,9.8246,9.7087,11.9159,9.546,15.3506,11.6124,15.3485,7.7058,8.5514,14.6428,9.288,17.2619,13.6755,16.553,10.7989,12.7111,8.2952,15.9144,15.8853,9.0083,11.7039,12.2115,14.1813,18.9537,15.8382,16.4296,17.7432,12.4601,17.0274,14.1472,15.6712,26.1152,39.854,18.0064,17.6165,53.8961,114.882,19.2222,22.7582,9.6128,16.6871,24.829,15.7753,21.2511,9.1264,30.3283,25.6844,-0.1138,44.7128,6.519,10.2288,23.8605,-15.6055,26.6255,25.2419,24.6918,31.0602,38.0324,16.9967,17.5949,39.5742,26.726,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,0.0465,31.8393,31.0188,12.862,30.0233,21.3352,32.5285,25.1861,32.0752,32.6767,37.1973,29.877,28.8673,30.5061,37.8783,39.7557,35.3196,36.3975,36.5663,31.0838,36.8021,39.8033,36.3235,24.7042,34.4444,29.9834,35.7126,26.1558,34.0838,32.948,35.0096,18.8372,30.8642,33.0855,35.0446,,33.2288,25.6881,34.5898,21.1538,31.3187,32.6861,34.1615,16.0494,32.9412,32.8313,32.8032,28.8235,10.0529,32.626,27.0142,25.4237,30.3502,31.3559,32.1285,11.5152,16.8675,26.9886,30.8855,0.578,13.8365,21.0117,31.0976,19.2727,23.4756,24.1158,31.9061,0.8328,4.1096,25.7085,31.0109,3.4483,10.7527,,31.8062,20.9302,4.9608,16.0998,25.4545,13.6139,27.7922,15.587,25,0.3788,,20.2201,27.9646,27.7356,25.4045,28.5882,27.065,24.3386,77.8378,25.7004,29.8492,27.6549,26.2436,37.2449,29.5864,33.8818,30.5556,27.5654,32.3349,32.6288,27.0089,28.7025,34.6313,33.1361,29.7882,26.441,29.8361,,24.5869,24.7536,11.7261,,10.8824,9.8179,6.7757,18.6114,,14.0791,10.3035,,14.3021,,,21.757,,20.8955,17.1626,20.614,17.7798,16.2365,,15.6048,10.4898,,
