XOM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
EBIT,EBIT,2322,1881,1963,2440,3278,1722,1620,1451,1771,1294,2036,1783,1721,1664,1754,2165,1723,1365,1837,2109,2146,2353,2375,2324,2325,2282,2333,3118,3239,8631,2601,5770,2175,1751,1498,3477,1175,2020,3147,5916,5234,6124,6179,7642,7406,6109,4605,3390,2713,3558,3836,4863,6701,5920,5023,5539,7622,8199,8671,11380,10478,11256,12313,14955,13143,15554,15426,12816,13368,14921,13910,15456,16973,18242,21359,8894,6057,5570,7096,7516,8909,9953,9967,11293,14193,14572,13923,11416,12758,11623,13227,12273,11083,9237,10259,9722,10280,8726,9574,5502,3863,4286,4162,572,205,1137,1422,-1828,3867,2263,3944,2000,4669,4614,6862,4694,2491,3248,3326,2466,-1033,-1651,-867,-27102,2255,4762,7926,8290,5978,20711,20073,16784,14042,9786,11678,8241,9918,10862,
Gross Margin,GROSS_MARGIN,35.6116,37.2462,35.337,33.5541,38.3816,36.8397,36.2117,35.1167,37.1685,34.7211,36.1991,34.041,33.3071,34.6409,35.1503,38.7827,36.136,34.5665,36.1116,37.9296,36.3953,36.3248,38.4015,40.3272,36.4711,36.0107,36.2752,34.4768,35.3363,36.4455,37.0624,39.0665,36.8167,38.4945,38.7769,45.3636,38.9107,37.2677,34.5551,37.4191,17.4152,18.4321,18.7282,34.2813,37.2947,35.3825,17.7209,39.2587,37.0704,34.9443,32.0875,30.4264,34.5071,36.9099,34.2546,35.5675,35.5493,34.5868,33.3437,35.5845,19.5219,18.9338,18.4327,21.475,21.4753,21.9637,21.6826,21.2504,22.1511,21.8478,19.6523,19.3657,20.1515,18.4879,20.8418,19.026,17.5305,14.5244,15.6621,15.0825,16.3409,16.8792,16.6399,16.8033,17.9148,16.7094,16.4433,14.6659,15.2499,14.7835,16.7124,15.824,15.203,13.5699,13.8248,13.8824,14.6215,12.6635,13.6508,12.0484,11.6279,11.4489,12.4495,7.798,7.4557,8.3024,8.7376,2.9291,12.4553,10.2667,12.3589,9.3964,12.2868,11.5414,13.9553,12.3511,9.5692,9.9584,10.6193,9.6439,3.8143,3.851,4.4843,-51.1129,9.0787,11.2901,14.6734,14.0557,9.8799,21.2529,21.3769,21.5362,20.0134,15.5109,16.5643,13.696,15.6496,15.1324,
Operating Margin,OPER_MARGIN,9.6241,8.0234,7.5251,7.658,12.0351,7.1007,6.6837,5.3501,7.236,5.2715,7.474,6.629,7.1295,6.7363,7.1724,8.8263,7.5296,5.6298,7.0526,7.9564,8.2137,8.45,8.7882,8.641,8.5591,8.1573,8.021,9.593,10.4078,28.7796,9.0422,16.7271,8.4025,6.9481,6.1113,4.5993,3.5494,5.4249,7.3145,7.0773,10.9544,12.377,11.8422,13.4908,14.5839,12.2486,10.0511,8.4046,7.1771,8.0276,8.0909,8.6513,12.3278,11.7762,9.5025,9.9424,12.7792,13.0753,12.7874,15.4138,14.505,14.2288,13.9018,16.937,16.7101,17.7126,17.4297,15.9968,17.3859,17.1016,15.2589,14.9621,16.197,14.6831,17.3993,12.1363,10.7734,8.4457,9.6827,9.3826,11.1054,12.0282,11.701,12.0874,14.006,12.9206,12.4322,10.6275,11.5253,11.0993,12.8602,12.1025,11.5045,9.6725,10.2071,9.8846,10.9483,8.9179,10.0055,7.2314,6.5223,6.554,6.9522,1.0933,0.4847,2.2327,2.7703,-3.2412,6.8474,4.0392,6.6453,3.0622,7.1352,6.4571,9.2496,6.8774,4.0408,4.8125,5.2442,3.9128,-1.8736,-5.1151,-1.9086,-59.2549,3.9182,7.2214,11.0249,10.1962,6.8138,18.6141,18.8458,18.0155,16.7878,12.1121,13.1851,10.0884,12.3341,12.0708,
Profit Margin,PROF_MARGIN,5.3053,4.692,4.121,4.8804,8.2241,4.639,4.6002,4.1296,5.2911,3.7887,4.2032,5.205,4.9091,4.9996,5.5612,6.1152,5.0693,3.6501,4.4343,7.1679,6.3536,5.8536,5.5504,6.2465,6.9393,5.6122,5.3634,7.6762,6.9888,6.5522,6.3271,7.2474,7.0311,6.4283,5.7115,4.2779,4.4828,5.2476,5.0855,5.0065,7.2834,9.1554,8.6052,9.2151,9.846,8.9424,6.9408,6.6444,5.529,5.9564,5.5683,7.2762,12.9514,8.295,6.905,11.9366,9.1208,9.2336,8.3765,11.4046,10.8809,9.6578,11.2001,12.1294,10.6798,11.7978,11.8526,12.7939,12.0692,11.7594,10.3225,11.2874,10.3921,9.4013,12.0807,10.6708,8.0929,5.9893,6.4543,7.5525,7.8532,9.1363,8.6287,9.9007,10.5097,9.4697,9.224,8.7508,8.5369,15.1932,9.3046,9.8118,9.8613,7.1834,7.8302,8.4897,9.6916,8.9731,8.4337,8.6351,8.3406,6.4072,7.0825,5.3134,4.28,3.3382,5.1627,2.9788,7.1006,5.9794,6.6891,12.8307,7.1062,5.5279,8.4112,8.7908,3.8121,4.6377,4.9983,9.0283,-1.1064,-3.346,-1.497,-43.8804,4.7435,7.1122,9.3891,10.9095,6.2462,16.0428,18.458,13.6855,13.6651,9.7531,10.2405,9.3404,10.2225,10.2683,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,306365.3846,,,,268524.7525,,,,283126.3158,,,,,,,,,,,,,,,,,,,,,,,,956936.7089,,,,,,,,,,,,,,,,,,,,,,,,859487.7765,,,,,,,,975834.3484,,,,1278477.7228,,,,917196.4956,,,,992639.4052,,,,1117559.8086,,,,1308392.2046,,,,1318712.6138,,,,1311400,,,,1010424.9668,,,,711850.3401,,,,793234.8805,,,,938390.8046,,,,961309.8592,,,,841441.9226,,,,635250,,,,1290555.5556,,,,1502645.1613,,,,1328260.1626,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,18.828,18.5183,18.2964,16.7201,14.01,13.0702,13.1097,14.0429,13.7831,14.2664,14.9623,15.5698,15.3068,13.9518,13.3129,14.2396,15.0404,16.7526,17.6192,16.7406,16.6786,16.2269,16.4529,17.9834,18.5182,19.2369,19.9376,19.4743,18.6063,17.8456,16.8873,15.3829,17.8777,18.7587,20.2315,15.6985,21.9409,26.1955,29.8175,26.4038,28.1917,27.4033,25.1663,21.2899,17.2055,14.3019,13.534,15.5119,21.5989,22.7522,23.9186,26.1501,23.2504,24.4498,26.2938,26.4307,28.4063,29.8792,33.2855,33.9341,33.9284,35.7506,35.6018,35.1064,35.6441,34.7071,33.3339,34.4728,35.5913,36.1893,40.2314,38.5299,33.7878,26.921,18.1036,17.2502,19.1579,19.9705,21.6095,23.6667,26.3691,25.6524,27.1854,27.2611,25.8418,28.3262,27.4785,28.0273,27.7335,21.8475,20.3478,19.1723,18.742,19.6654,19.6094,18.6681,16.3164,13.4361,11.3518,9.3566,7.5827,6.1353,5.2385,4.6372,5.748,6.6844,7.3738,11.1038,11.1401,11.4356,12.4624,10.9834,9.7729,9.3608,7.7048,7.4796,6.097,3.8594,1.8077,-12.867,-11.2667,-7.87,-3.4912,14.1468,15.8129,23.1923,29.9173,30.6579,33.5363,27.4842,21.3218,18.0117,16.2402,14.6154,
Return on Assets,RETURN_ON_ASSET,,,,,7.1951,7.2953,7.0688,6.3903,5.5361,5.2793,5.2168,5.5276,5.5069,5.7811,6.0048,6.2421,6.2047,5.7485,5.4405,5.93,6.3663,7.159,7.496,7.2227,7.2831,7.2295,7.2703,8.0397,8.2879,8.7499,8.8724,8.8313,8.5047,8.2494,7.6319,6.8598,8.3346,8.7525,9.345,6.9127,10.0928,12.094,13.7525,12.0741,13.177,13.0285,12.0612,10.4869,8.5344,7.158,6.7591,7.748,10.7772,11.451,11.9762,13.1591,11.6196,12.4418,13.295,13.7092,14.5496,15.4648,17.0412,17.9043,17.5768,18.6318,18.4288,18.486,18.3838,17.9291,17.021,17.6145,17.5368,17.6297,19.9075,19.2371,16.1766,12.6776,8.671,8.3576,9.0405,9.5554,10.3004,11.3692,12.3817,12.2896,13.1286,12.9616,11.9937,13.7501,13.4656,13.5009,13.1223,10.6903,10.0124,9.5739,9.2916,9.7401,9.7954,9.3408,8.1495,6.7257,5.7512,4.7067,3.7973,3.0489,2.6292,2.3506,2.9229,3.4107,3.7775,5.8056,5.8727,6.0566,6.5961,5.9981,5.2595,4.9949,4.1037,4.0463,3.1967,1.9855,0.9256,-6.4543,-5.5397,-3.8152,-1.6985,6.8605,7.4912,11.0487,14.6738,15.746,17.0381,14.1501,11.0801,9.6621,8.7784,8.2917,
Return on Capital,RETURN_ON_CAP,,,,,15.2215,15.1298,14.7831,12.5198,11.434,11.0026,10.9995,10.9647,11.4575,11.8005,12.2082,11.97,12.7269,11.6189,11.0587,11.4543,12.5475,14.1052,14.8476,13.5952,14.3207,14.1114,14.2071,15.1935,16.138,16.8478,17.4354,16.5116,16.3585,15.5873,14.5162,12.5777,16.1032,16.8557,18.2957,12.6524,19.3194,22.9738,26.0612,21.2983,24.3932,24.0895,22.3333,18.4547,15.4867,12.9903,12.2828,13.6319,19.8767,21.0228,22.1956,23.3995,21.3894,22.6138,24.6957,24.4439,27.0205,28.4659,31.4296,31.4595,32.62,34.151,34.2904,32.9221,34.4012,33.4454,32.0195,31.9932,33.9828,34.6367,38.5873,35.9884,32.1353,25.8563,17.3392,15.8509,17.606,17.7773,19.3594,21.5597,23.8752,22.6831,24.2411,24.5163,23.3754,26.5533,25.9949,26.5245,26.0984,19.8262,18.4848,,,,,16.3536,14.2493,11.6809,9.8626,7.8863,6.248,5.0318,4.3625,4.0128,4.9635,5.7002,6.1671,8.927,9.0997,9.4608,10.413,9.2785,8.1816,7.8647,6.5094,6.3069,5.0007,3.0847,1.5339,-9.1448,-7.8873,-5.328,-2.2044,10.4458,12.047,17.8977,23.4411,24.3459,27.2245,22.4439,17.626,14.902,13.8502,12.731,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,13.3954,13.4524,13.1081,8.5387,9.4965,9.1194,9.1608,7.4029,9.5982,9.8093,9.7233,7.9737,10.3851,9.5464,9.3472,7.4798,9.836,10.9663,11.6255,8.9981,11.512,11.3251,11.4053,10.7168,13.173,20.9346,21.5148,25.599,25.6561,17.6417,16.2758,7.7073,10.4987,10.7444,12.309,7.4021,14.0852,16.9988,19.1991,13.9665,17.7716,17.2024,16.082,12.8988,10.6363,8.589,8.0568,9.1465,11.3867,12.3636,13.0051,13.3886,12.9583,14.0853,15.6946,17.4556,20.0096,19.7268,20.8505,22.4802,25.1401,24.5496,24.7823,26.0538,26.6752,24.0128,24.3981,22.5578,25.4473,22.3394,26.3161,22.8684,23.1384,17.071,11.5886,11.7914,13.7564,14.0721,15.0977,16.4121,17.894,17.0817,17.9358,17.6535,16.6064,16.7444,16.5132,17.2986,16.77,14.4969,13.3271,12.452,12.01,12.0147,11.8839,10.0323,9.4199,7.902,6.6771,4.5105,4.2158,3.3669,1.7307,1.1946,2.2258,2.6415,3.0938,5.7067,6.5611,6.9572,7.7824,6.0444,6.0559,5.8074,5.2052,3.3312,2.5681,1.0824,-0.2738,-8.7554,-8.5651,-6.5027,-3.7776,7.0315,8.7994,13.7495,17.9373,17.6676,22.2053,18.3432,14.8243,11.0039,11.1294,10.0851,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,35.6116,37.2462,35.337,33.5541,38.3816,36.8397,36.2117,35.1167,37.1685,34.7211,36.1991,34.041,33.3071,34.6409,35.1503,38.7827,36.136,34.5665,36.1116,37.9296,36.3953,36.3248,38.4015,40.3272,36.4711,36.0107,36.2752,34.4768,35.3363,36.4455,37.0624,39.0665,36.8167,38.4945,38.7769,45.3636,38.9107,37.2677,34.5551,37.4191,17.4152,18.4321,18.7282,34.2813,37.2947,35.3825,17.7209,39.2587,37.0704,34.9443,32.0875,30.4264,34.5071,36.9099,34.2546,35.5675,35.5493,34.5868,33.3437,35.5845,19.5219,18.9338,18.4327,21.475,21.4753,21.9637,21.6826,21.2504,22.1511,21.8478,19.6523,19.3657,20.1515,18.4879,20.8418,19.026,17.5305,14.5244,15.6621,15.0825,16.3409,16.8792,16.6399,16.8033,17.9148,16.7094,16.4433,14.6659,15.2499,14.7835,16.7124,15.824,15.203,13.5699,13.8248,13.8824,14.6215,12.6635,13.6508,12.0484,11.6279,11.4489,12.4495,7.798,7.4557,8.3024,8.7376,2.9291,12.4553,10.2667,12.3589,9.3964,12.2868,11.5414,13.9553,12.3511,9.5692,9.9584,10.6193,9.6439,3.8143,3.851,4.4843,-51.1129,9.0787,11.2901,14.6734,14.0557,9.8799,21.2529,21.3769,21.5362,20.0134,15.5109,16.5643,13.696,15.6496,15.1324,
Operating Margin,OPER_MARGIN,9.6241,8.0234,7.5251,7.658,12.0351,7.1007,6.6837,5.3501,7.236,5.2715,7.474,6.629,7.1295,6.7363,7.1724,8.8263,7.5296,5.6298,7.0526,7.9564,8.2137,8.45,8.7882,8.641,8.5591,8.1573,8.021,9.593,10.4078,28.7796,9.0422,16.7271,8.4025,6.9481,6.1113,4.5993,3.5494,5.4249,7.3145,7.0773,10.9544,12.377,11.8422,13.4908,14.5839,12.2486,10.0511,8.4046,7.1771,8.0276,8.0909,8.6513,12.3278,11.7762,9.5025,9.9424,12.7792,13.0753,12.7874,15.4138,14.505,14.2288,13.9018,16.937,16.7101,17.7126,17.4297,15.9968,17.3859,17.1016,15.2589,14.9621,16.197,14.6831,17.3993,12.1363,10.7734,8.4457,9.6827,9.3826,11.1054,12.0282,11.701,12.0874,14.006,12.9206,12.4322,10.6275,11.5253,11.0993,12.8602,12.1025,11.5045,9.6725,10.2071,9.8846,10.9483,8.9179,10.0055,7.2314,6.5223,6.554,6.9522,1.0933,0.4847,2.2327,2.7703,-3.2412,6.8474,4.0392,6.6453,3.0622,7.1352,6.4571,9.2496,6.8774,4.0408,4.8125,5.2442,3.9128,-1.8736,-5.1151,-1.9086,-59.2549,3.9182,7.2214,11.0249,10.1962,6.8138,18.6141,18.8458,18.0155,16.7878,12.1121,13.1851,10.0884,12.3341,12.0708,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,30.7395,,-18.5606,-20.8606,-54.5619,,13.8528,,-14.881,238.7097,-10.122,,,-65.5702,5.2136,,13.0395,27.4444,55.0102,55.4124,17.2613,,,14.1583,23.0983,315.0868,,133.1325,-20.3209,-143.6626,-25.9346,,,2.2351,8.9077,30.5142,27.6574,33.5212,33.1221,,72.3518,,-24.7406,-26.0683,-36.1528,-45.9391,,9.2782,24.0879,39.7042,21.7838,,17.4201,18.3273,24.403,32.2369,22.6793,18.6391,17.5417,24.7097,41.5368,49.3683,,-26.1428,,-112.234,,11.3867,12.9207,8.9783,23.5743,-21.8609,-22.4752,-21.7407,-28.8299,,11.8833,26.0955,24.1342,28.3516,25.0272,15.3792,14.7557,0.8791,,-36.5745,-7.6157,,-11.6643,-25.8785,-126.6212,-83.5298,-32.9098,,-14.2087,-18.9493,-18.5099,-13.6813,-15.1085,-20.7457,-21.5964,-21.7623,-32.0993,,25.8178,22.0741,31.4464,42.9485,8.9489,15.2366,19.667,91.6015,-57.467,-34.4515,-32.8472,-42.6085,-54.1155,-13.9121,-23.2983,-171.0517,135.9801,19.0489,33.2225,99.508,12.3352,35.1904,35.0867,71.6249,,-35.8549,-46.7897,-74.4423,-127.5595,11.7071,
Pretax Margin,PRETAX_INC_TO_NET_SALES,9.3712,8.4414,7.3373,7.2124,12.9309,7.5626,6.7869,6.2092,8.286,5.3897,7.4006,8.0567,8.0161,7.3759,8.5913,9.9637,7.7,6.0835,7.8205,10.4237,9.894,9.9117,9.5282,10.4964,10.9704,9.7659,9.0043,12.2112,11.7156,10.8469,9.9496,18.4143,10.7205,9.0473,8.4897,6.8679,5.093,7.2269,8.2373,5.2733,11.172,13.7755,12.9748,14.8501,16.6043,13.9449,11.7099,9.7409,8.8437,9.6972,9.618,9.7952,18.8587,13.6222,11.4699,17.0487,15.284,15.3446,14.3536,18.3476,17.9935,16.3803,18.3198,20.441,19.8861,21.0185,20.8691,19.8275,21.2173,20.7636,18.6968,19.3657,19.5379,18.0549,21.7444,18.8295,13.9625,11.3979,12.5592,12.7406,15.0433,15.3552,15.0949,16.4051,18.6678,16.509,16.6799,15.864,15.8226,25.011,16.8397,17.4541,16.648,13.3699,14.1173,14.9621,16.2169,14.4622,14.0144,11.6212,11.2025,10.6338,9.6031,5.0228,4.0908,4.705,6.2848,1.094,10.4792,7.418,9.4069,4.6194,11.0642,9.1133,12.2393,11.8984,6.9575,6.8631,7.4438,10.1771,-0.468,-5.081,-0.8189,-58.1858,6.2413,9.5643,13.3617,14.4259,9.7522,22.4087,23.8677,20.2246,20.0887,14.4266,15.4669,13.0068,15.3822,15.1857,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,5.5995,5.1612,4.3433,4.984,8.5949,4.8328,4.9138,3.9195,5.6588,4.0209,4.5409,5.3835,5.1783,5.2344,5.8229,6.372,5.3052,3.8068,4.8067,7.3339,6.6368,6.1625,5.8612,6.4584,7.451,5.8981,5.6109,7.9623,7.3327,6.8723,6.6609,15.9385,7.5565,6.5156,5.8788,4.4313,4.51,5.2664,5.2064,2.8065,6.4818,8.3066,7.921,8.659,10.1847,8.7579,7.2136,7.1129,5.4972,5.9699,5.7054,6.7442,12.6258,8.494,7.0961,12.152,9.379,9.46,8.6699,11.7852,11.0124,9.9094,11.3965,12.5042,10.9112,12.0859,12.1825,13.1984,12.3943,11.9749,10.6341,11.5614,10.6612,9.5824,12.5173,11.495,8.3633,5.9832,6.6467,7.6636,8.196,9.3611,8.8764,10.1854,10.7692,9.663,9.5284,9.0524,8.8522,16.8586,9.6508,10.1589,10.1322,7.3038,8.0282,8.7876,9.9791,9.3175,8.7222,8.9137,8.5686,6.5173,7.323,5.4089,4.2114,3.3009,5.6283,3.5887,7.2423,5.8259,6.8829,12.8751,7.3094,5.5783,8.6889,9.0926,3.9029,5.0244,5.1197,9.0918,-1.3966,-3.6218,-1.5608,-45.0457,4.8582,7.2502,9.6562,11.1666,6.5539,16.6935,18.9631,14.0129,14.1588,10.091,10.5521,9.8081,10.6528,10.6361,
Net Income Margin,PROF_MARGIN,5.3053,4.692,4.121,4.8804,8.2241,4.639,4.6002,4.1296,5.2911,3.7887,4.2032,5.205,4.9091,4.9996,5.5612,6.1152,5.0693,3.6501,4.4343,7.1679,6.3536,5.8536,5.5504,6.2465,6.9393,5.6122,5.3634,7.6762,6.9888,6.5522,6.3271,7.2474,7.0311,6.4283,5.7115,4.2779,4.4828,5.2476,5.0855,5.0065,7.2834,9.1554,8.6052,9.2151,9.846,8.9424,6.9408,6.6444,5.529,5.9564,5.5683,7.2762,12.9514,8.295,6.905,11.9366,9.1208,9.2336,8.3765,11.4046,10.8809,9.6578,11.2001,12.1294,10.6798,11.7978,11.8526,12.7939,12.0692,11.7594,10.3225,11.2874,10.3921,9.4013,12.0807,10.6708,8.0929,5.9893,6.4543,7.5525,7.8532,9.1363,8.6287,9.9007,10.5097,9.4697,9.224,8.7508,8.5369,15.1932,9.3046,9.8118,9.8613,7.1834,7.8302,8.4897,9.6916,8.9731,8.4337,8.6351,8.3406,6.4072,7.0825,5.3134,4.28,3.3382,5.1627,2.9788,7.1006,5.9794,6.6891,12.8307,7.1062,5.5279,8.4112,8.7908,3.8121,4.6377,4.9983,9.0283,-1.1064,-3.346,-1.497,-43.8804,4.7435,7.1122,9.3891,10.9095,6.2462,16.0428,18.458,13.6855,13.6651,9.7531,10.2405,9.3404,10.2225,10.2683,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,5.2265,4.611,4.0481,4.8239,8.158,4.5689,4.5301,4.067,5.2257,3.7275,4.1482,5.1493,4.8531,4.9449,5.506,6.0602,5.019,3.6027,4.3901,7.1245,6.3172,5.8195,5.5153,6.2112,6.9145,5.588,5.3402,7.6554,6.9752,6.538,6.3124,7.2351,7.0214,6.4184,5.7013,4.2746,4.4828,5.2476,5.0576,5.0065,7.2834,9.1554,8.6052,9.2151,9.846,8.9424,6.9408,6.6444,5.529,5.9564,5.5683,7.2762,12.9514,8.295,6.905,11.9366,9.1208,9.2336,8.3765,11.4046,10.8809,9.6578,11.2001,12.1294,10.6798,11.7978,11.8526,12.7939,12.0692,11.7594,10.3225,11.2874,10.3921,9.4013,12.0807,10.6708,8.0929,5.9893,6.4543,7.5525,7.8532,9.1363,8.6287,9.9007,10.5097,9.4697,9.224,8.7508,8.5369,15.1932,9.3046,9.8118,9.8613,7.1834,7.8302,8.4897,9.6916,8.9731,8.4337,8.6351,8.3406,6.4072,7.0825,5.3134,4.28,3.3382,5.1627,2.9788,7.1006,5.9794,6.6891,12.8307,7.1062,5.5279,8.4112,8.7908,3.8121,4.6377,4.9983,9.0283,-1.1064,-3.346,-1.497,-43.8804,4.7435,7.1122,9.3891,10.9095,6.2462,16.0428,18.458,13.6855,13.6651,9.7531,10.2405,9.3404,10.2225,10.2683,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,40.2477,38.858,40.8046,30.8964,33.5321,36.096,27.5988,36.8765,31.7061,25.3968,38.6409,33.1795,35.4005,29.034,32.2228,36.0475,31.101,37.4237,38.5371,29.6417,32.9207,37.8261,38.4854,38.4697,32.0805,39.6047,37.6861,34.7947,37.4109,36.6431,33.0538,13.4446,29.5135,27.9825,30.7544,35.4777,11.4472,27.1275,36.7946,46.7786,41.982,39.7007,38.9513,41.6904,38.6622,37.1963,38.397,26.9789,37.8403,38.4365,40.6798,31.1478,33.0504,37.646,38.1329,28.7218,38.6354,38.3496,39.5972,35.767,38.7983,39.5046,37.7912,38.8276,45.1314,42.4988,41.6243,33.4341,41.5839,42.3272,43.1237,40.2999,45.4332,46.9261,42.4343,38.9521,40.1019,47.5057,47.0774,39.8491,45.5171,39.0367,41.1961,37.9135,42.3111,41.4684,42.8747,42.9376,44.0537,32.5952,42.6905,41.7966,39.1383,45.3712,43.132,41.268,38.4646,35.5735,37.7629,23.2979,23.5117,38.7115,23.7433,,,29.8414,10.4464,,30.8888,21.4629,26.8315,,33.9365,38.7899,29.0088,23.5808,43.903,26.7919,31.2222,10.6642,,,,,22.1604,24.1953,27.7327,22.5936,32.7957,25.5044,20.5491,30.7133,29.5185,30.0532,31.776,24.5929,30.7462,29.9598,
