NVDA US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
EBIT,EBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.416,9.003,9.463,15.107,20.839,25.564,29.023,36.647,36.901,42.13,44.831,61.026,107.462,117.191,6.165,-50.106,70.736,26.348,24.632,18.861,23.816,23.88,3.799,28.758,57.156,78.809,77.593,83.73,110.69,100.685,95.816,117.613,138.514,141.246,184.76,247.841,262.499,202.979,-155.392,56.796,-175.083,-230.965,-110.107,107.845,134.282,147.393,-175.207,103.783,179.778,154.862,174.03,197.09,122.317,72.826,139.623,252.217,183.573,82.781,105.534,140.988,166.924,151,163,213,231,176,76,245,252,245,317,639,733,554,688,895,1073,1295,1157,1058,294,358,571,927,990,976,651,1398,1507,1956,2444,2671,2970,1868,499,601,1257,2140,6800,10417,13615,16909,18642,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3861,35.3037,36.3921,37.9529,37.8701,37.3834,37.4224,37.1014,36.6982,39.1065,39.3416,36.569,37.585,35.5401,23.2402,25.1445,35.7202,31.2527,28.2691,27.5951,29.2733,31.5394,30.718,32.34,34.2142,35.9446,37.8167,39.0794,40.2141,42.3517,42.4902,40.6962,43.8864,45.0251,45.3345,46.2132,45.6958,44.6375,16.7941,40.9782,29.4438,28.5587,20.1827,43.3769,44.6541,45.5551,16.5546,46.4577,48.1014,50.3621,51.6749,52.216,51.4075,50.1001,51.7796,52.8737,52.9046,54.3152,55.8245,55.4491,54.1192,54.7597,56.1197,55.1837,55.8753,56.7333,54.987,56.2452,56.4597,57.5479,57.8431,59.0319,59.9632,59.3702,58.3857,59.522,61.8688,64.4839,63.2405,60.3898,54.7392,58.3784,59.7518,63.57,64.8953,65.0649,58.8464,62.6322,63.1021,64.1053,64.7764,65.1978,65.4063,65.5285,43.4815,53.566,63.3449,64.6274,70.0526,73.9514,75.9671,78.352,75.1465,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8416,12.6771,12.1294,15.5718,16.2228,17.2168,17.0325,18.4932,16.9102,17.4863,17.251,16.7206,21.335,20.1046,1.4428,-11.6443,15.0838,6.506,5.3574,3.8803,5.0445,5.0603,0.833,5.5777,10.0897,13.4983,13.4988,14.3517,17.4696,14.7674,13.9365,14.3331,15.7604,16.7298,19.7551,22.216,21.8253,17.5985,-17.4074,6.3272,-36.3892,-34.7718,-14.1795,11.9402,13.6675,14.7126,-21.5983,12.2978,20.2824,16.0973,17.1202,18.4856,12.8323,7.8741,13.3704,20.9463,16.5844,8.6705,10.7992,13.3769,14.5885,13.6899,14.7779,17.3878,18.4652,15.2911,6.5915,18.7739,17.9872,18.7739,22.1989,31.8862,33.7322,28.6009,30.852,33.953,36.8602,40.3804,37.0477,33.26,13.3333,16.1261,22.1404,30.7565,31.8841,31.6883,16.8391,29.581,30.1219,34.5522,37.5596,37.6038,38.8591,22.5386,7.4433,10.1332,20.7734,29.7553,50.3443,57.489,61.598,64.9247,62.0573,
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6911,8.8161,8.5699,10.889,11.3557,12.3159,13.2173,14.164,13.5608,11.0612,12.6699,11.3199,15.0953,14.2811,1.2296,-11.3027,10.8616,4.876,5.2526,1.3076,5.1186,4.524,1.1224,5.0193,8.475,11.2225,12.8447,11.0465,15.368,13.2994,12.6183,12.9801,18.6041,15.6653,18.469,21.1242,21.3675,15.3292,-13.5468,6.8788,-30.6907,-30.3114,-13.5608,11.9106,13.3412,13.7345,-17.3767,10.0558,19.3655,14.0555,14.911,16.7207,12.1722,6.5346,11.3999,17.3639,15.7171,8.1584,9.8694,11.2654,12.8399,12.4207,11.6047,14.1224,15.4277,11.6421,2.255,18.8506,14.7752,15.9387,18.2773,27.0459,30.1427,26.1745,26.1435,31.7906,38.406,38.7901,35.2546,38.6671,25.7143,17.7477,21.4036,29.8275,30.5958,29.7727,16.089,28.2691,29.1225,33.775,36.4838,34.6896,39.2909,19.5222,9.7852,11.4652,23.368,28.4066,45.8133,51.0099,55.5807,57.1379,55.2563,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264262.1071,,,,327691.3312,,,,274143.2161,,,,,,,,309949.1097,,,,,,,,269622.0847,,,,231499.452,,,,215251.7757,,,,241269.8094,,,,88771.2177,,,,172185.0683,,,,147018.7427,,,,133631.5716,,,,138813.8952,,,,129906.6757,,,,135565.6697,,,,151837.0001,,,,298407.031,,,,355390.0623,,,,166076.6739,,,,225408.3485,,,,263662.7141,,,,340097.0053,,,,230989.464,,,,746722.973,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.364,41.9188,45.7176,36.2987,37.0414,34.1457,31.8928,26.8453,30.2195,35.0643,29.1438,15.5574,10.7042,2.9846,4.9162,10.7137,7.5024,7.4278,5.4509,7.2247,9.0027,12.4772,17.9922,20.4903,22.5241,22.9872,23.1587,23.8682,25.5471,26.4016,29.3759,32.5724,34.494,34.8512,22.2835,15.0903,-1.1986,-16.1463,-15.989,-14.1213,-2.6873,10.4622,9.3966,7.9891,8.6596,7.9503,16.8467,18.5325,15.8612,13.091,11.6363,11.6047,12.5378,12.7297,12.9238,10.3289,9.4784,11.1011,12.5198,13.722,14.2207,14.3987,12.3914,13.8184,13.7954,15.6993,21.281,24.8851,32.5677,38.0519,43.7578,44.2446,46.0364,54.6321,58.2476,59.3037,49.2714,37.7935,28.676,23.3167,25.9445,29.1014,27.9423,28.8157,29.7763,33.4264,40.3811,41.9452,44.8362,41.9524,34.406,26.3894,17.9336,18.8552,40.2126,69.1691,91.455,115.6553,123.7666,
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1446,17.4512,20.5615,14.6313,16.1537,13.9688,13.8142,11.6989,14.0412,17.417,14.6756,8.0566,5.8201,1.661,2.7213,6.5527,4.9344,4.8333,3.4952,5.1035,6.6288,9.3447,13.2899,15.0552,16.8103,17.1909,17.3439,17.5856,19.3283,19.7097,22.0306,23.4469,24.8374,25.4888,15.6805,10.5168,-0.8464,-11.6855,-10.8165,-9.7499,-1.9602,7.7615,6.6941,5.7614,6.2651,5.873,12.6413,14.142,11.5661,9.6948,8.8094,9.0394,9.4029,9.6764,9.7264,7.9251,6.4405,7.5942,8.4882,9.2864,8.7324,8.8728,7.5614,8.5207,8.414,9.5423,12.7701,14.5121,19.3597,23.7922,27.1245,26.5713,28.8967,36.253,38.6017,39.9625,33.7668,25.8389,19.8358,16.3709,18.2638,17.8028,16.9591,17.9195,18.7915,19.7114,22.1808,24.3124,26.7286,24.8895,18.8515,14.6869,10.2332,10.6901,22.1969,39.9172,55.6711,70.1001,78.6574,
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9397,12.4393,17.9572,20.4188,22.4513,22.9881,23.1626,23.8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3533,8.4063,9.9451,11.2839,12.4851,11.49,11.5866,9.9638,11.1353,11.0596,12.476,16.6421,17.7093,23.5733,28.7557,33.4057,31.5552,34.3896,42.5176,46.2443,47.7976,40.2656,30.364,23.5263,19.4543,21.7213,20.5051,20.213,21.5586,22.8791,23.4563,26.2576,28.7379,31.6698,30.0062,22.9673,17.8914,12.6098,13.3729,28.5069,49.3157,68.0198,88.3061,99.8353,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8349,36.6937,39.7905,19.605,20.6402,21.1771,21.0598,16.1693,19.9786,23.832,20.1088,10.6042,7.4511,1.856,3.2538,9.6625,6.8453,6.7238,5.0137,6.2571,7.9344,11.3702,16.632,19.8913,22.019,22.148,22.3083,22.1214,23.623,24.2566,27.1273,30.1961,31.7705,32.5197,20.266,13.6383,-2.119,-16.7759,-16.4054,-14.5089,-3.1909,9.8992,8.7449,7.4691,8.0566,7.5414,16.4036,17.8817,14.9658,12.6034,11.1431,11.2688,11.7562,12.375,12.5285,9.983,7.9052,9.258,10.6144,11.7213,11.075,11.1776,9.4976,10.5488,10.8462,11.8356,15.9516,17.3267,23.8842,28.4849,33.1431,31.1315,33.6178,41.5804,45.0699,46.6068,39.4016,29.751,22.8006,18.5827,21.2426,20.1476,20.0121,21.6179,23.1337,23.1931,26.1369,28.6207,31.9353,30.5771,23.6952,18.6459,12.7826,13.246,28.7165,52.99,72.3843,91.5138,106.881,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3861,35.3037,36.3921,37.9529,37.8701,37.3834,37.4224,37.1014,36.6982,39.1065,39.3416,36.569,37.585,35.5401,23.2402,25.1445,35.7202,31.2527,28.2691,27.5951,29.2733,31.5394,30.718,32.34,34.2142,35.9446,37.8167,39.0794,40.2141,42.3517,42.4902,40.6962,43.8864,45.0251,45.3345,46.2132,45.6958,44.6375,16.7941,40.9782,29.4438,28.5587,20.1827,43.3769,44.6541,45.5551,16.5546,46.4577,48.1014,50.3621,51.6749,52.216,51.4075,50.1001,51.7796,52.8737,52.9046,54.3152,55.8245,55.4491,54.1192,54.7597,56.1197,55.1837,55.8753,56.7333,54.987,56.2452,56.4597,57.5479,57.8431,59.0319,59.9632,59.3702,58.3857,59.522,61.8688,64.4839,63.2405,60.3898,54.7392,58.3784,59.7518,63.57,64.8953,65.0649,58.8464,62.6322,63.1021,64.1053,64.7764,65.1978,65.4063,65.5285,43.4815,53.566,63.3449,64.6274,70.0526,73.9514,75.9671,78.352,75.1465,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8416,12.6771,12.1294,15.5718,16.2228,17.2168,17.0325,18.4932,16.9102,17.4863,17.251,16.7206,21.335,20.1046,1.4428,-11.6443,15.0838,6.506,5.3574,3.8803,5.0445,5.0603,0.833,5.5777,10.0897,13.4983,13.4988,14.3517,17.4696,14.7674,13.9365,14.3331,15.7604,16.7298,19.7551,22.216,21.8253,17.5985,-17.4074,6.3272,-36.3892,-34.7718,-14.1795,11.9402,13.6675,14.7126,-21.5983,12.2978,20.2824,16.0973,17.1202,18.4856,12.8323,7.8741,13.3704,20.9463,16.5844,8.6705,10.7992,13.3769,14.5885,13.6899,14.7779,17.3878,18.4652,15.2911,6.5915,18.7739,17.9872,18.7739,22.1989,31.8862,33.7322,28.6009,30.852,33.953,36.8602,40.3804,37.0477,33.26,13.3333,16.1261,22.1404,30.7565,31.8841,31.6883,16.8391,29.581,30.1219,34.5522,37.5596,37.6038,38.8591,22.5386,7.4433,10.1332,20.7734,29.7553,50.3443,57.489,61.598,64.9247,62.0573,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7447,21.3787,21.1732,21.2951,17.8938,17.9191,17.6671,14.6147,24.7175,21.9494,,,-105.732,-51.0578,56.8408,123.6743,,,-561.0854,33.5241,35.3339,49.0696,62.1418,81.051,79.7373,22.3313,16.1685,14.2872,11.3447,24.9648,35.903,44.1413,38.2839,19.9713,-798.9102,-87.6586,-60.6414,-88.7126,,919.6361,61.7066,112.0788,,-6.8506,,,170.1031,41.9795,,-220.7524,,39.9674,39.8522,33.3367,-50.8548,-74.082,,46.0128,45.6942,42.1042,60.0064,52.0833,,40,14,44.8052,87.6364,56.3662,62.3057,48.8924,46.2594,40.5063,46.0705,58.3465,52.5196,29.9083,-110.3399,-94.9341,-107.7206,-78.4431,77.3333,71.8605,6.216,27.5117,27.2392,37.9698,67.891,53.5549,55.4167,,,-176.6212,-107.6005,,92.6209,80.5316,76.9873,78.3418,71.6264,
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7058,13.1586,12.6024,16.015,16.7,18.1112,19.4374,20.8296,19.9424,15.802,18.0999,16.1712,21.5647,20.4016,1.7564,-11.3027,15.5167,6.9657,5.7987,1.1424,5.5598,5.6552,1.4031,6.2742,10.5936,14.2473,14.4068,12.9784,18.1524,16.0233,15.2028,15.6387,17.2447,18.2154,21.4756,23.9154,23.2722,18.4689,-16.4225,6.7958,-35.4107,-33.8468,-13.7924,12.2018,14.1906,15.0452,-20.8389,12.2744,20.9737,16.266,17.4662,19.2075,13.0694,8.3357,13.9052,21.0635,16.8134,9.2237,11.4425,13.4239,14.7601,14.7779,14.0526,17.0612,18.2254,14.9435,6.2446,18.7739,18.0585,18.4674,22.1989,30.988,33.41,27.6717,30.6726,33.9909,37.0319,40.8793,37.7842,33.983,14.6939,17.5225,23.4975,31.8182,32.7214,31.8506,15.7527,28.5231,29.3824,36.1067,36.7911,37.1392,37.4853,21.7785,7.0853,10.3355,21.3023,30.7147,51.6843,58.0684,63.8194,66.3454,63.9614,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6911,8.8161,8.5699,10.889,11.3557,12.3159,13.2173,14.164,13.5608,11.0612,12.6699,11.3199,15.0953,14.2811,1.2296,-11.3027,10.8616,4.876,5.2526,1.3076,5.1186,4.524,1.1224,5.0193,8.475,11.2225,12.8447,11.0465,15.3586,13.2994,12.6183,12.9801,18.6041,15.6653,18.469,21.1242,21.3675,15.3292,-13.5468,6.8788,-30.6907,-30.3114,-13.5608,11.9106,13.3412,13.7345,-17.3767,10.0558,19.3655,14.0555,14.911,16.7207,12.1722,6.5346,11.3999,17.3639,15.7171,8.1584,9.8694,11.2654,12.8399,12.4207,11.6047,14.1224,15.4277,11.6421,2.255,18.8506,14.7752,15.9387,18.2773,27.0459,30.1427,26.1745,26.1435,31.7906,38.406,38.7901,35.2546,38.6671,25.7143,17.7477,21.4036,29.8275,30.5958,29.7727,16.089,28.2691,29.1225,33.775,36.4838,34.6896,39.2909,19.5222,9.7852,11.4652,23.368,28.4066,45.8133,51.0099,55.5807,57.1379,55.2563,
Net Income Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6911,8.8161,8.5699,10.889,11.3557,12.3159,13.2173,14.164,13.5608,11.0612,12.6699,11.3199,15.0953,14.2811,1.2296,-11.3027,10.8616,4.876,5.2526,1.3076,5.1186,4.524,1.1224,5.0193,8.475,11.2225,12.8447,11.0465,15.368,13.2994,12.6183,12.9801,18.6041,15.6653,18.469,21.1242,21.3675,15.3292,-13.5468,6.8788,-30.6907,-30.3114,-13.5608,11.9106,13.3412,13.7345,-17.3767,10.0558,19.3655,14.0555,14.911,16.7207,12.1722,6.5346,11.3999,17.3639,15.7171,8.1584,9.8694,11.2654,12.8399,12.4207,11.6047,14.1224,15.4277,11.6421,2.255,18.8506,14.7752,15.9387,18.2773,27.0459,30.1427,26.1745,26.1435,31.7906,38.406,38.7901,35.2546,38.6671,25.7143,17.7477,21.4036,29.8275,30.5958,29.7727,16.089,28.2691,29.1225,33.775,36.4838,34.6896,39.2909,19.5222,9.7852,11.4652,23.368,28.4066,45.8133,51.0099,55.5807,57.1379,55.2563,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6911,8.8161,8.5699,10.889,11.3557,12.3159,13.2173,14.164,13.5608,11.0612,12.6699,11.3199,15.0953,14.2811,1.2296,-11.3027,10.8616,4.876,5.2526,1.3076,5.1186,4.524,1.1224,5.0193,8.475,11.2225,12.8447,11.0465,15.368,13.2994,12.6183,12.9801,18.6041,15.6653,18.469,21.1242,21.3675,15.3292,-13.5468,6.8788,-30.6907,-30.3114,-13.5608,11.9106,13.3412,13.7345,-17.3767,10.0558,19.3655,14.0555,14.911,16.7207,12.1722,6.5346,11.3999,17.3639,15.7171,8.1584,9.8694,11.2654,12.8399,12.4207,11.6047,14.1224,15.4277,11.6421,2.255,18.8506,14.7752,15.9387,18.2773,27.0459,30.1427,26.1745,26.1435,31.7906,38.406,38.7901,35.2546,38.6671,25.7143,17.7477,21.4036,29.8275,30.5958,29.7727,16.089,28.2691,29.1225,33.775,36.4838,34.6896,39.2909,19.5222,9.7852,11.4652,23.368,28.4066,45.8133,51.0099,55.5807,57.1379,55.2563,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9861,33.0016,31.9976,32.0075,32.0017,31.9984,32.0008,32.0009,32.0006,30.001,29.9998,29.9995,30.0003,30.0003,29.9933,,30.0003,30,9.4183,,7.9355,20.0022,20.0031,20.0006,19.9983,21.2306,10.8426,14.8855,15.3909,16.9999,17.0002,17.0003,,13.9997,13.9999,11.671,8.1847,17,,,,,,2.3864,5.9855,8.7119,,18.075,7.6679,13.5898,14.6294,12.9471,6.8648,21.6071,18.0169,17.5643,6.5204,11.5498,13.7471,16.0796,13.0092,15.9509,17.4194,17.2249,15.3509,22.093,63.8889,,18.1818,13.6929,17.6656,12.7214,9.7796,5.4104,14.7661,6.4732,,5.1106,6.6949,,,,8.9109,6.2565,6.4961,6.524,,0.8902,0.8844,6.4579,0.8354,6.5959,,10.3601,,,,7.5147,11.3594,12.1555,12.9094,13.8781,13.6099,
