AMT US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1924,,,,,,,,,,,,,,,,-4.9642,-4.493,-1.2804,3.7682,3.5654,7.4098,10.5215,-8.6048,10.7411,10.7445,15.1918,10.0349,17.916,17.1344,16.3402,19.7754,21.6046,21.6978,21.6405,21.633,24.4994,26.416,26.7405,28.6243,38.1086,39.462,38.1909,39.3369,37.5538,39.7916,41.0045,41.8302,39.3564,40.1577,41.5669,37.1485,38.7954,37.8057,36.2157,37.9269,39.4026,38.7663,41.4324,36.341,37.3334,38.6746,38.2333,31.0974,35.9355,39.0224,37.0653,33.0665,38.9149,33.1899,32.3872,31.4149,35.0533,30.0096,31.6253,31.781,32.8796,34.7027,33.3866,19.3018,23.1312,30.6587,31.767,18.2419,33.9087,36.1928,37.2799,34.3765,36.9675,36.137,39.0034,31.7691,38.3924,36.9394,33.7163,25.6257,27.2563,29.2525,24.4395,7.098,28.0283,31.5222,23.3698,25.7258,43.6329,44.2816,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.4002,183.6184,-38.4742,168.9377,,,36.7974,95.7273,86.9546,18.8171,34.4101,26.6027,27.9254,42.0599,40.6682,53.4259,73.6364,76.5871,86.9594,199.5658,171.9077,139.167,173.4079,29.5501,44.1714,74.0592,67.5074,55.4572,43.4853,45.1753,16.1063,36.4406,29.123,12.7544,41.965,41.9557,44.4751,81.0869,27.3471,23.764,38.0986,14.0959,7.8879,29.7479,40.2858,32.968,50.8419,69.7458,,8.0702,24.0216,15.1946,16.0656,28.2193,33.5862,24.3149,65.4398,49.4675,,,,5.7756,14.015,296.0894,126.8629,95.8358,,67.8353,31.6239,95.7841,6.5392,55.5623,40.9173,9.6058,,,,,,47.2404,93.8398,3.9429,642.4725,689.0882,319.2846,
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1754,,,,,,,,,,,,,,,,-30.0773,-40.8226,-84.5141,-33.081,-49.6931,-45.7543,-20.173,-57.8745,-26.9718,-36.4973,-32.4246,-40.4535,-16.4362,-18.1033,-7.9926,-18.1266,-0.4251,2.5363,1.1323,5.6476,6.0055,3.3815,16.3818,-0.1248,11.0528,12.8955,14.8084,20.2756,13.6242,12.146,15.2169,14.3408,21.222,21.2401,18.233,15.2886,16.343,18.9492,-3.1291,30.0726,30.2014,4.8283,32.4988,15.377,20.0501,10.3993,20.2037,7.8479,19.6439,21.4899,19.9029,17.3559,18.1147,13.3841,7.8956,17.3116,21.8229,13.3449,17.41,15.1273,19.0199,23.3687,19.9126,11.4286,16.0925,17.654,21.1313,13.7295,22.4771,22.9837,25.8651,29.5992,21.0025,23.4396,22.9967,17.0365,30.2201,32.533,29.5889,18.0435,26.4143,33.3134,30.6831,-26.4917,11.3833,16.6504,20.4818,0.4773,32.5218,31.3209,
Net Income Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1754,,,,,,,,,,,,,,,,-38.4592,-61.0045,-202.2778,-416.4752,-56.7441,-61.4524,-28.2875,-67.1636,-28.5785,-37.841,-33.2384,-44.3469,-17.1197,-19.2231,-8.3401,-29.7658,-0.6058,2.3519,1.0412,5.6074,6.3057,-5.5775,16.2216,-1.467,11.03,40.3289,14.7742,21.0223,14.3392,13.2958,15.1665,14.3647,21.1952,21.2082,18.2028,15.2497,16.3218,19.2907,-2.4906,31.4008,31.7732,6.9094,32.5358,17.6579,21.3531,12.3414,22.2958,10.6141,20.5773,22.7281,19.9957,17.2402,17.9132,13.2884,8.3204,18.1793,21.3459,13.0042,17.4611,14.887,19.5582,22.0791,18.8764,13.9924,16.3739,17.2216,20.5489,13.0212,21.9146,22.7085,25.5221,29.2509,20.8218,23.3194,23.0712,17.2014,29.8819,32.4634,29.4585,18.5425,26.7526,33.5864,31.4318,-25.2791,12.135,17.1628,20.8224,3.0466,32.3701,31.0416,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0009,,,,,,,,,,,,,,,,-339.9435,-61.0045,-202.2778,-35.5119,-56.7441,-61.4524,-28.2875,-67.1636,-28.5785,-37.841,-33.2384,-44.3469,-17.1197,-19.2231,-8.3401,-29.7658,-0.6058,2.3519,1.0412,5.6074,6.3057,-5.5775,16.2216,-1.467,11.03,40.3289,14.7742,21.0223,14.3392,13.2958,15.1665,14.3647,21.1952,21.2082,18.2028,15.2497,16.3218,19.2907,-2.4906,31.4008,31.7732,6.9094,32.5358,17.6579,21.3531,12.3414,22.2958,10.6141,20.5773,22.304,19.254,16.1112,17.0033,11.0079,6.157,16.0871,19.2683,11.1472,15.6932,13.1463,17.9,20.7051,17.7515,12.8835,15.8342,17.2216,20.5489,13.0212,21.9146,22.7085,25.5221,29.2509,20.8218,23.3194,23.0712,17.2014,29.8819,32.4634,29.4585,18.5425,26.7526,33.5864,31.4318,-25.2791,12.135,17.1628,20.8224,3.0466,32.3701,31.0416,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.9565,61.016,77.9517,37.9648,45.4442,54.5829,,101.134,49.1324,46.7275,36.5542,15.5592,39.992,50.0034,43.1761,39.9177,22.7423,23.3177,43.0149,38.8077,43.7148,36.7929,498.1029,,11.4677,41.4145,5.3308,26.7677,10.6688,,8.7166,32.8595,8.366,8.955,4.8034,6.5017,10.8824,8.1549,49.0871,10.462,9.3818,18.4385,7.7114,20.7014,8.0192,5.8138,9.077,,,1.2253,3.2068,,7.6993,6.3807,6.7712,,4.7987,2.4157,7.8256,13.8432,7.1591,8.8705,6.6101,16.5184,3.1026,0.8238,4.2183,,14.4951,2.7807,10.2177,62.2159,10.5927,11.6686,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
